,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-12-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,361476.000,343655.000,354347.000,338825.000,,344094.000,358120.000,353509.000,352252.000,359719.000,359058.000,364343.000,355144.000,352510.000,374006.000,370004.000
Assets,1117687.000,1098999.000,2408921.000,2459695.000,,2506043.000,2535149.000,2566156.000,2587721.000,2586986.000,2632352.000,2733736.000,2763699.000,2790789.000,2809497.000,2930245.000
AssetsNet,756211.000,755344.000,450938.000,452737.000,,449560.000,445973.000,440675.000,436454.000,427232.000,426060.000,488758.000,498396.000,497173.000,470375.000,495295.000
CashAndCashEquivalentsAtCarryingValue,,,1931.000,16249.000,,,1847.000,5050.000,881.000,168.000,92.000,142.000,171.000,221.000,271.000,271.000
DueFromAffiliates,29539.000,122.000,1298380.000,1324348.000,,1377851.000,1405408.000,1433517.000,1459484.000,1459484.000,1505049.000,1533434.000,1552884.000,1569398.000,1577531.000,1656617.000
DueToAffiliateCurrent,,,,,,,,,,,,900333.000,900333.000,900333.000,900333.000,900333.000
DueToAffiliateCurrentAndNoncurrent,,,1603636.000,1668133.000,,1712389.000,1731056.000,1771972.000,1799034.000,1800034.000,1847234.000,1880635.000,1910159.000,1941106.000,1965116.000,2064946.000
EquityMethodInvestments,1088148.000,1098877.000,1108610.000,1119098.000,,1128192.000,1127894.000,1127589.000,1127356.000,1127334.000,1127211.000,1200160.000,1210644.000,1221170.000,1231695.000,1273357.000
InterestReceivable,,,,,,,,,,,,,,,676034.000,760538.000
Liabilities,,,1957983.000,2006958.000,,2056483.000,2089176.000,2125481.000,2151286.000,2159753.000,2206292.000,2244978.000,2265303.000,2293616.000,2339122.000,2434950.000
