,2011-12-31,2012-12-31
AdjustmentsForNoncashItemsIncludedInIncomeLossFromContinuingOperations,2226.000,
DebtInstrumentDecreaseForgiveness,-49170.000,
DebtInstrumentIncreaseAccruedInterest,236731.000,
DividendsPreferredStock,210000.000,
EarningsPerShareBasicAndDiluted,-0.590,0.000
GainsLossesOnExtinguishmentOfDebt,-24541579.000,18166.000
IncomeLossFromContinuingOperations,-24942667.000,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-25152667.000,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.590,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,-88157.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,54755.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,-49473.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,-5282.000
IncreaseDecreaseInAccountsPayable,80071.000,-10725.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-210160.000,
IncreaseDecreaseInAccountsPayableRelatedParties,31000.000,-46479.000
IncreaseDecreaseInAccruedLiabilities,310391.000,24191.000
InterestExpense,236903.000,75519.000
NetCashProvidedByUsedInFinancingActivities,,161000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,161000.000
NetCashProvidedByUsedInOperatingActivities,,-161000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-161000.000
NetIncomeLoss,-24942667.000,-145510.000
NetIncomeLossAvailableToCommonStockholdersBasic,-25152667.000,-355510.000
NonoperatingIncomeExpense,-24721363.000,-57353.000
OperatingIncomeLoss,-221304.000,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,2226.000,
OtherNonoperatingIncomeExpense,7949.000,
PaymentsOfDividends,,210000.000
PaymentsOfDividendsPreferredStockAndPreferenceStock,-210000.000,-210000.000
ProceedsFromNotesPayable,,161000.000
ProfitLoss,-25152667.000,
SellingGeneralAndAdministrativeExpense,221304.000,88157.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,750000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,,0.450
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,0.450
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,39694341.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,45163463.000,103854489.000
