,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AmortizationOfFinancingCosts,,,,,,,,,,,,,,1000000.000,,,,,,,,
AmortizationOfFinancingCostsAndDiscounts,,,,,,,,,,,,,,,,,,1000000.000,,,,
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,,,,,,,,,,-1000000.000,,,,-1000000.000,,,,-2000000.000,,,,1000000.000
ComprehensiveIncomeNetOfTax,44200000.000,39000000.000,33000000.000,35000000.000,30000000.000,29000000.000,23000000.000,36000000.000,67000000.000,57000000.000,36000000.000,31000000.000,47000000.000,56000000.000,44000000.000,48000000.000,-135000000.000,71000000.000,53000000.000,60000000.000,62000000.000,
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,,,9000000.000,,10000000.000,8000000.000,8000000.000,6000000.000,7000000.000,,,,,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,45000000.000,,67000000.000,44000000.000,39000000.000,53000000.000,63000000.000,44000000.000,48000000.000,-135000000.000,71000000.000,53000000.000,60000000.000,62000000.000,76000000.000
Depreciation,3700000.000,3000000.000,3000000.000,2000000.000,3000000.000,3000000.000,3000000.000,21000000.000,59000000.000,21000000.000,22000000.000,21000000.000,22000000.000,21000000.000,21000000.000,21000000.000,22000000.000,21000000.000,22000000.000,21000000.000,22000000.000,22000000.000
DistributionMadeToLimitedPartnerDistributionsPaidPerUnit,,,,,,,,,,0.810,0.810,0.840,0.840,0.840,,,,,,,,
DistributionMadeToMemberOrLimitedPartnerCashDistributionsPaid,42000000.000,42000000.000,42000000.000,43000000.000,,43000000.000,43000000.000,52000000.000,,,,,,,,,,,,,,
DistributionMadeToMemberOrLimitedPartnerDistributionsPaidPerUnit,0.770,,,,,0.780,0.780,0.810,,,,,,,,,,,,,,
EquityMethodInvestmentDividendsOrDistributions,,,,,,,,,,,,,,,,,,,,,,31000000.000
GasDomesticRegulatedRevenue,17600000.000,16000000.000,16000000.000,17000000.000,16000000.000,17000000.000,16000000.000,85000000.000,223000000.000,87000000.000,82000000.000,80000000.000,87000000.000,87000000.000,85000000.000,83000000.000,89000000.000,86000000.000,89000000.000,91000000.000,91000000.000,89000000.000
GeneralAndAdministrativeExpense,1200000.000,2000000.000,2000000.000,1000000.000,1000000.000,2000000.000,4000000.000,2000000.000,1000000.000,2000000.000,1000000.000,5000000.000,1000000.000,3000000.000,,1000000.000,,2000000.000,2000000.000,1000000.000,2000000.000,2000000.000
IncomeLossAttributableToNoncontrollingInterest,,,,,,,,,,10000000.000,8000000.000,8000000.000,,,,,,,,,,
IncomeLossAttributableToParent,40700000.000,39000000.000,33000000.000,35000000.000,30000000.000,29000000.000,23000000.000,37000000.000,66000000.000,57000000.000,37000000.000,31000000.000,47000000.000,57000000.000,,,,73000000.000,54000000.000,58000000.000,59000000.000,75000000.000
IncomeLossFromEquityMethodInvestments,40400000.000,38000000.000,31000000.000,31000000.000,29000000.000,26000000.000,22000000.000,15000000.000,4000000.000,33000000.000,18000000.000,15000000.000,22000000.000,31000000.000,15000000.000,17000000.000,34000000.000,42000000.000,22000000.000,24000000.000,28000000.000,43000000.000
IncomeLossIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,67000000.000,45000000.000,39000000.000,,64000000.000,,,,73000000.000,54000000.000,58000000.000,59000000.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,1000000.000,,,,-2000000.000,,,,4000000.000,,,,2000000.000,,,,3000000.000,,,,-3000000.000
IncreaseDecreaseInAccountsPayableRelatedParties,,,,,,,,,,1000000.000,,,,-7000000.000,,,,-1000000.000,,,,-1000000.000
IncreaseDecreaseInAccountsReceivableAndOtherOperatingAssets,,-1000000.000,,,,-1000000.000,,,,-3000000.000,,,,1000000.000,,,,1000000.000,,,,-3000000.000
IncreaseDecreaseInInterestPayableNet,,5000000.000,,,,4000000.000,,,,8000000.000,,,,9000000.000,,,,5000000.000,,,,4000000.000
IncreaseDecreaseInOperatingCapital,,-7000000.000,,,,-3000000.000,,,,-16000000.000,,,,-3000000.000,,,,-6000000.000,,,,-5000000.000
IncreaseDecreaseInOtherCurrentAssets,,,,,,,,,,,,,,,,,,,,,,-2000000.000
IncreaseDecreaseInOtherOperatingLiabilities,,,,,,1000000.000,,,,,,,,,,,,,,,,
InterestExpenseDebt,,,,,,,,,,,,,,,,,,17000000.000,16000000.000,16000000.000,,16000000.000
InterestExpenseDebtExcludingAmortization,,,,,,,,,,,,,,,,15000000.000,,,,,,
InterestIncomeExpenseNonoperatingNet,,,,,,,,,,-12000000.000,-14000000.000,-11000000.000,-13000000.000,-13000000.000,,,,,,,,
InterestRateCashFlowHedgeGainLossReclassifiedToEarningsNet,,,,,,,,,,,,,,,,-1000000.000,,,-1000000.000,-1000000.000,,
ManagingMemberOrGeneralPartnerSubsequentDistributionAmount,,,,,,,,,,,,,,,,1000000.000,,1000000.000,2000000.000,2000000.000,2000000.000,2000000.000
NetCashProvidedByUsedInContinuingOperations,,-24000000.000,,,,-1000000.000,,,,16000000.000,,,,358000000.000,,,,9000000.000,,,,10000000.000
NetCashProvidedByUsedInFinancingActivities,,-77000000.000,,,,-46000000.000,,,,-75000000.000,,,,276000000.000,,,,117000000.000,,,,-69000000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-77000000.000,,,,-46000000.000,,,,-75000000.000,,,,276000000.000,,,,117000000.000,,,,-69000000.000
NetCashProvidedByUsedInInvestingActivities,,4000000.000,,,,9000000.000,,,,-6000000.000,,,,-5000000.000,,,,-200000000.000,,,,-11000000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,4000000.000,,,,9000000.000,,,,-6000000.000,,,,-5000000.000,,,,-200000000.000,,,,-11000000.000
NetCashProvidedByUsedInOperatingActivities,,49000000.000,,,,36000000.000,,,,97000000.000,,,,87000000.000,,,,92000000.000,,,,90000000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,49000000.000,,,,36000000.000,,,,97000000.000,,,,87000000.000,,,,92000000.000,,,,90000000.000
NetIncomeLoss,,39000000.000,33000000.000,35000000.000,30000000.000,29000000.000,23000000.000,37000000.000,,,,,,57000000.000,44000000.000,49000000.000,,,,,,
NetIncomeLossAllocatedToGeneralPartners,800000.000,1000000.000,1000000.000,1000000.000,0.000,1000000.000,,1000000.000,,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,,1000000.000,1000000.000,2000000.000,0.000,1000000.000
NetIncomeLossAllocatedToLimitedPartners,39900000.000,38000000.000,32000000.000,34000000.000,30000000.000,28000000.000,23000000.000,36000000.000,39000000.000,56000000.000,36000000.000,30000000.000,46000000.000,56000000.000,,,,,,,,
NetIncomeLossAttributableToNoncontrollingInterest,,,,,,,,9000000.000,,,,,,7000000.000,,,,,,,,
NetIncomeLossNetOfTaxPerOutstandingLimitedPartnershipUnitDiluted,,,,,,,,,,0.900,0.580,0.480,0.710,0.880,,,,,,,,
NetIncomeLossPerOutstandingLimitedPartnershipUnit,0.750,0.710,0.600,0.640,0.560,0.520,0.400,0.580,,,,,,,,,,,,,,
NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,,,,,,,,0.900,0.580,0.480,0.710,0.880,,,,,,,,
NetIncomeLossPerOutstandingLimitedPartnershipUnitDiluted,,,,,,0.520,0.400,0.580,,,,,,,,,,,,,,
NoncashMergerRelatedCosts,,,,,,,,,,,,,,2000000.000,,,,,,,,
OperatingCostsAndExpenses,3400000.000,4000000.000,4000000.000,4000000.000,5000000.000,4000000.000,3000000.000,19000000.000,29000000.000,12000000.000,12000000.000,14000000.000,16000000.000,11000000.000,,12000000.000,,10000000.000,12000000.000,14000000.000,14000000.000,12000000.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPortionAttributableToParent,,,,,,,,-1000000.000,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,3500000.000,,,,,,,,,,,,,-1000000.000,,,,-2000000.000,,,,1000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,,,,,,,,,,,,,,1000000.000,,,,,,,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,,,,,,,,,,-1000000.000,,,,,-1000000.000,,-2000000.000,-1000000.000,2000000.000,4000000.000,1000000.000
OtherNonoperatingIncome,,,,,,,,,,,,,,,,4000000.000,,,1000000.000,,,
PartnersCapitalAccountAcquisitions,,,,,,,,,,,,,,,,,,-73000000.000,,,,
PartnersCapitalAccountDistributions,,42000000.000,,,,43000000.000,,,,,,,,,,,,72000000.000,,,,90000000.000
PartnersCapitalAccountSaleOfUnits,,,,,,,,,,,,,,,,,,19000000.000,,,,71000000.000
PaymentsOfCapitalDistribution,,42000000.000,,,,43000000.000,,,,,,,,,,,,,,,,
PaymentsOfDebtIssuanceCosts,,,,,,,,,,,,,,2000000.000,,,,,,,,
PaymentsOfDividendsMinorityInterest,,,,,,,,,,13000000.000,,,,9000000.000,,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,,,,,,,,2000000.000,,,,3000000.000,,,,11000000.000,,,,7000000.000
ProceedsFromDebtNetOfIssuanceCosts,,,,,,,,,,,,,,349000000.000,,,,,,,,
ProceedsFromIssuanceOfLongTermDebt,,,,,,2000000.000,,,,,,,,,,,,195000000.000,,,,
ProceedsFromIssuanceOrSaleOfEquity,,,,,,,,,,,,,,,,,,19000000.000,,,,71000000.000
ProceedsFromLegalSettlements,,,,,,2000000.000,,,,,,,,,,,,,,,,
ProfitLoss,,,,,,,,46000000.000,,,,,,64000000.000,44000000.000,49000000.000,,,,,,
RealEstateTaxExpense,,,,,,,,,,6000000.000,6000000.000,5000000.000,4000000.000,6000000.000,5000000.000,5000000.000,3000000.000,5000000.000,5000000.000,4000000.000,5000000.000,5000000.000
RepaymentsOfLongTermDebt,,35000000.000,,,,5000000.000,,,,10000000.000,,,,10000000.000,,,,25000000.000,,,,50000000.000
WeightedAverageLimitedPartnershipUnitsOutstanding,53500000.000,53500000.000,53500000.000,53500000.000,-107000000.000,53500000.000,57400000.000,62300000.000,-114300000.000,62300000.000,62300000.000,62600000.000,-124500000.000,63600000.000,,,,,,,,
WeightedAverageLimitedPartnershipUnitsOutstandingDiluted,,,,,,53500000.000,57400000.000,62300000.000,-114300000.000,62300000.000,62300000.000,62600000.000,-124500000.000,63600000.000,,,,,,,,
