,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdministrativeFeesExpense,,,,534640.000,,
FloorBrokerageExchangeAndClearanceFees,18722379.000,13307993.000,9353028.000,4133321.000,,
ForeignCurrencyTransactionGainLossUnrealized,,-6376922.000,35320.000,-52678.000,,
GainLossOnDerivativeInstrumentsHeldForTradingPurposesNet,,-19787603.000,9944758.000,21773211.000,6239846.000,-1116946.000
GainLossOnSaleOfCommodityContracts,,,,,6387957.000,-3006930.000
GainLossRelatedToLitigationSettlement,,0.000,0.000,,,
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,,,-1.250,
IncomeTaxExpenseBenefit,,0.000,0.000,,,
InvestmentIncomeInterest,107915.000,133904.000,69030.000,17849.000,14184.000,150226.000
InvestmentIncomeNet,,,,,-6556425.000,
ManagementFeeExpense,,,,,1581367.000,1244716.000
NetIncomeLoss,-24589105.000,-36261963.000,-1467188.000,14437789.000,-316579.000,-5630138.000
NetIncomeLossAllocatedToGeneralPartners,-248181.000,-432502.000,-16093.000,184033.000,-312.000,
NetIncomeLossAllocatedToLimitedPartners,-24340924.000,-35829461.000,-1451095.000,14253756.000,-316267.000,
NetIncomeLossPerOutstandingGeneralPartnershipUnit,-1.680,-2.940,-0.160,,,
NetIncomeLossPerOutstandingGeneralPartnershipUnitNetOfTax,,,,2.520,-0.120,
NetIncomeLossPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasicAndDiluted,,,,,-0.120,-1.360
NetIncomeLossPerOutstandingLimitedPartnershipUnit,-1.680,-2.940,-0.160,,,
NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,,2.520,-0.120,
NetInvestmentIncome,,,,,,-4513192.000
NetRealizedOrUnrealizedGainLossOnTradingSecurities,,-19787603.000,9944758.000,21773211.000,,
NoninterestExpenseInvestmentAdvisoryFees,6205832.000,3384253.000,2127948.000,1431344.000,,
NoninterestExpenseRelatedToPerformanceFees,94355.000,0.000,0.000,719326.000,899082.000,208244.000
OperatingExpenses,25022566.000,16692246.000,11480976.000,7353271.000,6570609.000,4663418.000
PartnersCapitalAccountDistributions,,0.000,0.000,,,0.000
PartnersCapitalAccountRedemptions,-50756060.000,58766509.000,36469331.000,40034863.000,18648297.000,21883242.000
PartnersCapitalAccountUnitsRedeemed,-2459949.357,3290451.193,2190361.355,2418876.856,966136.869,1193580.108
PrincipalTransactionsRevenue,,,,,6239846.000,
ProceedsFromLegalSettlements,10951.000,,,,,
RealizedInvestmentGainsLosses,11402800.000,-6219265.000,7217969.000,22532708.000,,
TradingGainsLosses,,,,21773211.000,,-1116946.000
TradingSecuritiesRealizedGainLoss,,-6219265.000,7217969.000,22532708.000,,
TradingSecuritiesUnrealizedHoldingGainLoss,,-9809697.000,2267134.000,-620720.000,,
UnrealizedGainLossOnCommodityContracts,,,,,-976511.000,600852.000
UnrealizedGainLossOnInvestments,-11820187.000,-9809697.000,2267134.000,-620720.000,,
WeightedAverageNumberOfLimitedPartnershipAndGeneralPartnershipUnitOutstandingBasicAndDiluted,14975570.662,12156580.269,9350648.660,6923660.693,5291205.995,4307665.714
