,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,2020000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,3297.000,132750.000,,0.000,1319.000,2283.000,13890.000,,,620.000,,500.000,,28565.000,,13767.000,2363.000,16332.000,34552.000,126000.000,714.000,3565.000,-98440.000,16067.000,63467.000
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLossNetOfTax,,-4000.000,-23000.000,,16000.000,,,,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesIncomeTaxExpenseOnChangeInUnrealizedHoldingGainOrLoss,,3000.000,,,,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,1.090,1.020,,,1.130,1.190,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,36013000.000,33547000.000,,,38799000.000,41005000.000,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaRevenue,,898593000.000,914039000.000,,,1036245000.000,1020859000.000,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-90963000.000,,,,2384000.000,,,,-51737000.000,,,,-21000.000,,,,-8196000.000,,,,-2373000.000,,,,-8589000.000,
CommonStockDividendsPerShareCashPaid,,0.570,0.570,,0.620,0.620,0.620,,0.250,0.250,0.250,,0.400,0.400,0.600,,0.700,0.700,0.700,,0.850,0.850,0.850,,1.050,1.050
ComprehensiveIncomeNetOfTax,,36092000.000,33601000.000,,8482000.000,34259000.000,45751000.000,13092000.000,12686000.000,46516000.000,48621000.000,10528000.000,11380000.000,61121000.000,47407000.000,19206000.000,12105000.000,66473000.000,49575000.000,21619000.000,32965000.000,65393000.000,61271000.000,26555000.000,27221000.000,77057000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,16249000.000,18271000.000,,5026000.000,21798000.000,18526000.000,8917000.000,5526000.000,17678000.000,22588000.000,7235000.000,3810000.000,25817000.000,11723000.000,7402000.000,816000.000,19516000.000,11058000.000,6696000.000,13340000.000,17300000.000,16291000.000,8451000.000,8223000.000,19094000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,52341000.000,51872000.000,,13508000.000,56057000.000,64277000.000,22009000.000,18212000.000,64194000.000,71209000.000,17763000.000,15190000.000,86938000.000,59130000.000,26608000.000,12921000.000,85989000.000,60633000.000,28315000.000,46305000.000,82693000.000,77562000.000,35006000.000,35444000.000,96151000.000
