,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsNotesAndLoansReceivableNetCurrent,183209000.000,176564000.000,183923000.000,191206000.000,176190000.000,160449000.000,168562000.000,187632000.000,251440000.000,249623000.000,257889000.000,264437000.000,258578000.000,264803000.000,270952000.000,279420000.000,235834000.000,224996000.000,175105000.000,175382000.000,153189000.000,130616000.000,113231000.000,118114000.000
AccountsPayableAndAccruedLiabilitiesCurrent,131791000.000,142332000.000,,119799000.000,107461000.000,129712000.000,137746000.000,156650000.000,169130000.000,191229000.000,174886000.000,167455000.000,180702000.000,160711000.000,154479000.000,193932000.000,176247000.000,143576000.000,129703000.000,114993000.000,109091000.000,86107000.000,98841000.000,88199000.000
AccountsPayableCurrent,,,76706000.000,,,,62090000.000,,,,90033000.000,,,,78776000.000,,,,58080000.000,,,,42655000.000,
AccountsReceivableGrossCurrent,,,,,,,176029000.000,,,,270498000.000,,,,281640000.000,,,,183299000.000,,,,121490000.000,
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,,,,,,,,,18122000.000,,9200000.000,12826000.000,7832000.000,,,,,,
AccruedEmployeeBenefitsCurrent,,,,,,,,,,,,,,,32504000.000,,,,27678000.000,,,,20714000.000,
AccruedIncomeTaxesCurrent,3911000.000,5317000.000,4837000.000,5184000.000,5271000.000,5242000.000,4120000.000,5414000.000,6975000.000,7261000.000,7266000.000,17195000.000,10567000.000,11753000.000,14186000.000,15467000.000,12594000.000,6594000.000,6418000.000,5980000.000,5777000.000,7186000.000,4080000.000,5510000.000
AccruedLiabilitiesCurrent,,,58544000.000,,,,75656000.000,,,,84853000.000,,,,75703000.000,,,,71623000.000,,,,56186000.000,
AccruedPayrollTaxesCurrentAndNoncurrent,,,,,,,26000000.000,,,,33500000.000,,,,,,,,,,,,,
AccruedProfessionalFeesCurrent,,,,,,,,,,,,,,,18073000.000,,,,20326000.000,,,,13039000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,921314000.000,945527000.000,970276000.000,993410000.000,1016353000.000,998389000.000,1003640000.000,1026370000.000,1061845000.000,1087279000.000,1136024000.000,1160435000.000,1180485000.000,1208221000.000,1201058000.000,1223119000.000,1255131000.000,-1285222000.000,1302380000.000,1329305000.000,1360990000.000,1374409000.000,1320644000.000,1286705000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,-564000.000,957000.000,1888000.000,1783000.000,1931000.000,766000.000,-498000.000,-2855000.000,-485000.000,-1127000.000,-1888000.000,-2924000.000,-5459000.000,-6083000.000,-6844000.000,-5998000.000
AdditionalPaidInCapitalCommonStock,633997000.000,635487000.000,637042000.000,640974000.000,642616000.000,644107000.000,646217000.000,648241000.000,651535000.000,654750000.000,657349000.000,660742000.000,663369000.000,665805000.000,666769000.000,668324000.000,668712000.000,670700000.000,669120000.000,670245000.000,670419000.000,671977000.000,675194000.000,745886000.000
