,2011-08-31,2011-11-30,2012-05-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,14770000.000
ComprehensiveIncomeNetOfTax,,,-21062000.000
CostOfGoodsSold,52237000.000,52998000.000,46902000.000
DeferredIncomeTaxExpenseBenefit,,,-4063000.000
DepreciationDepletionAndAmortization,,,7806000.000
EarningsPerShareBasic,0.520,-0.150,-0.760
EarningsPerShareDiluted,0.510,-0.150,-0.760
EffectOfExchangeRateOnCashAndCashEquivalents,,,-1397000.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,908000.000
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,908000.000
ForeignCurrencyTransactionGainLossBeforeTax,,,-267000.000
GainLossOnSaleOfPropertyPlantEquipment,,,-87000.000
GrossProfit,60344000.000,53163000.000,56176000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,21451000.000,725000.000,-19246000.000
IncomeLossFromEquityMethodInvestments,,0.000,
IncomeTaxExpenseBenefit,9560000.000,4002000.000,-2083000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,5351000.000
IncreaseDecreaseInAccountsReceivable,,,9814000.000
IncreaseDecreaseInDeferredRevenue,,,210000.000
IncreaseDecreaseInIncomeTaxes,,,-6336000.000
IncreaseDecreaseInInventories,,,1074000.000
IncreaseDecreaseInOtherOperatingCapitalNet,,,2239000.000
IncreaseDecreaseInRestructuringReserve,,,245000.000
InterestExpense,39000.000,33000.000,28000.000
InvestmentIncomeInterest,69000.000,64000.000,40000.000
NetCashProvidedByUsedInFinancingActivities,,,13230000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,13230000.000
NetCashProvidedByUsedInInvestingActivities,,,-2560000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-2560000.000
NetCashProvidedByUsedInOperatingActivities,,,5497000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,5497000.000
NetIncomeLoss,11891000.000,-3277000.000,-17163000.000
NoncashMergerRelatedCosts,,,0.000
OperatingIncomeLoss,21520000.000,1163000.000,-19188000.000
OtherComprehensiveIncomeForeignCurrencyTranslationGainLossArisingDuringPeriodTax,,,3824000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,,-75000.000
OtherNonoperatingIncomeExpense,-99000.000,-469000.000,-70000.000
OtherSellingGeneralAndAdministrativeExpense,16234000.000,25807000.000,44202000.000
OtherThanTemporaryImpairmentLossesInvestmentsPortionRecognizedInEarningsNet,,0.000,
PaymentsForProceedsFromProductiveAssets,,,2560000.000
PaymentsForRepurchaseOfCommonStock,,,1023000.000
ProceedsFromIssuanceOfCommonStock,,,15770000.000
ProceedsFromRepaymentsOfNotesPayable,,,-2383000.000
ProceedsFromSaleMaturityAndCollectionsOfInvestments,,,0.000
ResearchAndDevelopmentExpense,22632000.000,27296000.000,31956000.000
RestructuringCharges,356000.000,7000.000,7000.000
Revenues,112581000.000,106161000.000,103078000.000
SalesReturnsAndAllowancesGoods,,,-47000.000
SalesRevenueNet,112581000.000,106161000.000,103078000.000
ShareBasedCompensation,,,20993000.000
WeightedAverageNumberOfDilutedSharesOutstanding,23493.000,22486000.000,22522000.000
WeightedAverageNumberOfSharesOutstandingBasic,23065.000,22486000.000,22522000.000
