,2012-01-31
ComprehensiveIncomeNetOfTax,-2417.000
EarningsPerShareBasic,-0.020
GeneralAndAdministrativeExpense,445322.000
InvestmentIncomeInterest,-4722.000
LaborAndRelatedExpense,347461.000
MarketingAndAdvertisingExpense,32969.000
NetIncomeLoss,-933473.000
OperatingExpenses,928751.000
OperatingIncomeLoss,-928751.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,-2417.000
ProfessionalFees,88455.000
WeightedAverageNumberOfSharesOutstandingBasic,49975000.000
