,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
ProceedsFromIssuanceOfCommonStockDividendReinvestmentPlan,,,,,,,,,33000.000
ProceedsFromIssuanceOfDebt,,,,,33459000.000,,,,34000.000
ProceedsFromLoanAndLeaseOriginationsAndPrincipalCollections1,2269000.000,,,,11020000.000,,,,21306000.000
ProceedsFromSaleOfPropertyHeldForSale,36000.000,,,,2359000.000,,,,4171000.000
ProfessionalFees,385000.000,356000.000,278000.000,411000.000,414000.000,407000.000,315000.000,348000.000,480000.000
ProfitLoss,3815000.000,5659000.000,7925000.000,8393000.000,7963000.000,6861000.000,7887000.000,6163000.000,8698000.000
RepaymentsOfSecuredDebt,1717000.000,,,,5777000.000,,,,15455000.000
RevenuesNetOfInterestExpense,6023000.000,8756000.000,10808000.000,11881000.000,11411000.000,10688000.000,11619000.000,10969000.000,13667000.000
ShareBasedCompensation,398000.000,466000.000,240000.000,235000.000,252000.000,259000.000,325000.000,331000.000,360000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsGranted,,,,,,,,,163000.000
StockGrantedDuringPeriodValueSharebasedCompensationGross,,,,,27000.000,,,,201000.000
StockIssued1,373000.000,,,,254000.000,,,,523000.000
StockIssuedDuringPeriodSharesIssuedForServices,27835.000,31530.000,16418.000,16586.000,16564.000,17356.000,21677.000,22008.000,23531.000
StockIssuedDuringPeriodValueNewIssues,51529000.000,,,,,,,,33000.000
TransferToOtherRealEstate,,,,,,5019000.000,5692000.000,,8007000.000
UndistributedEarningsLossAllocatedToParticipatingSecuritiesBasic,-13000.000,17000.000,14000.000,44000.000,14000.000,9000.000,44000.000,73000.000,88000.000
UnrealizedGainLossOnInvestments,,,,,,,,,100000.000
WeightedAverageNumberOfDilutedSharesOutstanding,13680687.000,15909634.000,15926052.000,-30143885.000,15959202.000,16389126.000,18664586.000,-33561007.000,18791231.000
WeightedAverageNumberOfSharesIssuedBasic,13008268.000,15237739.000,15273818.000,-28808215.000,15306519.000,15742932.000,17937079.000,-32243648.000,17976710.000
WeightedAverageNumberOfSharesOutstandingBasic,13008268.000,15237739.000,15273818.000,-28808215.000,15306519.000,15742932.000,17937079.000,-32243648.000,17976710.000
