,2011-06-30,2011-09-30
DividendsPreferredStock,6300.000,6300.000
EarningsPerShareBasicAndDiluted,-0.010,-0.020
EmployeeBenefitsAndShareBasedCompensation,119117.000,394434.000
GainsLossesOnExtinguishmentOfDebt,,96601.000
GeneralAndAdministrativeExpense,21073.000,16996.000
IncomeLossFromContinuingOperations,-189164.000,-477421.000
InterestExpense,6559.000,37889.000
NetIncomeLoss,-195723.000,-418709.000
NetIncomeLossAvailableToCommonStockholdersBasic,-202023.000,-425009.000
OperatingExpenses,189164.000,477421.000
OtherOperatingIncomeExpenseNet,-6559.000,58712.000
ProfessionalFees,41479.000,58496.000
RealEstateTaxExpense,7495.000,7495.000
