,2016-06-30,2016-09-30,2017-03-31
AmortizationOfFinancingCostsAndDiscounts,,,5120.000
AmortizationOfIntangibleAssets,425.000,425.000,425.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,2834.000
CostOfRevenue,921.000,507.000,1651.000
DebtInstrumentConvertibleBeneficialConversionFeature,,,248126.000
Depreciation,107.000,106.000,107.000
DepreciationDepletionAndAmortization,,,532.000
DerivativeGainLossOnDerivativeNet,,,-75824.000
EarningsPerShareBasicAndDiluted,-0.070,-0.030,-0.110
FairValueAssumptionsExpectedDividendRate,,,0.000
FairValueAssumptionsRiskFreeInterestRate,,,0.010
FairValueAssumptionsWeightedAverageVolatilityRate,,,0.699
GrossProfit,2050.000,706.000,846.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,9489.000
IncreaseDecreaseInAccountsReceivable,,,877.000
IncreaseDecreaseInInventories,,,-871.000
IncreaseDecreaseInPrepaidExpense,,,5381.000
InterestExpense,,,115.000
LaborAndRelatedExpense,16180.000,15191.000,25465.000
LegalFees,,,20280.000
MarketingExpense,10143.000,,1762.000
NetCashProvidedByUsedInFinancingActivities,,,111850.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,111850.000
NetCashProvidedByUsedInOperatingActivities,,,-109016.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-109016.000
NetIncomeLoss,-35309.000,-64224.000,-303146.000
NonoperatingIncomeExpense,,,-189611.000
OperatingExpenses,37359.000,64930.000,114381.000
OperatingIncomeLoss,-35309.000,-64224.000,-113535.000
OtherGeneralAndAdministrativeExpense,578.000,2009.000,4901.000
ProceedsFromContributedCapital,,,48100.000
ProceedsFromConvertibleDebt,,,63750.000
ProfessionalFees,3211.000,35067.000,28912.000
Revenues,2971.000,1213.000,2497.000
SalesRevenueGoodsNet,,,2497.000
SalesRevenueNet,2971.000,1213.000,2497.000
SalesRevenueServicesNet,,,0.000
StockIssuedDuringPeriodValueNewIssues,,,14508.000
StockIssuedDuringPeriodValueOther,,,48100.000
TravelAndEntertainmentExpense,597.000,2053.000,4793.000
UtilitiesCosts,508.000,942.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,471080.000,2443945.000,2694299.000
