,2011-06-30,2011-09-30
AmortizationOfFinancingCosts,-1200000.000,1200000.000
CostOfGoodsSold,654400000.000,609400000.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,4900000.000,
ForeignCurrencyTransactionGainLossBeforeTax,2200000.000,-2400000.000
GrossProfit,345600000.000,331500000.000
IncomeLossFromContinuingOperations,88900000.000,75900000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,137300000.000,122200000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,99500000.000,87800000.000
IncomeLossFromDiscontinuedOperationsNetOfTax,700000.000,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,5600000.000,
IncomeTaxExpenseBenefit,37800000.000,34400000.000
LossesGainsOnSalesOfAssetsAndAssetImpairmentCharges,200000.000,
NetIncomeLoss,94500000.000,
NetIncomeLossAttributableToNoncontrollingInterest,10600000.000,11900000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,75900000.000
NonoperatingIncomeExpense,-22900000.000,-28800000.000
OperatingIncomeLoss,160200000.000,151000000.000
OtherNonoperatingIncomeExpense,-100000.000,
ProfitLoss,105100000.000,87800000.000
Revenues,1000000000.000,940900000.000
SalesRevenueNet,1000000000.000,940900000.000
SellingGeneralAndAdministrativeExpense,181200000.000,176000000.000
UnrealizedGainLossOnDerivatives,-1400000.000,-3900000.000
