,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-569371.000,,,,,,,,,,
CashPeriodIncreaseDecrease,,,,,159500.000,,,-14638.000,,,
Depreciation,,,,,1629.000,,,-2285.000,,,
EarningsPerShareBasic,,,,,,,,0.020,-0.040,-0.010,0.040
EarningsPerShareBasicAndDiluted,-0.010,-0.050,-1.280,0.610,0.220,0.000,-0.030,,,,
EarningsPerShareDiluted,,,,,,,,0.020,-0.040,-0.010,0.040
GainLossOnSaleOfDerivatives,,,,,8090003.000,,,-826704.000,,,
GeneralAndAdministrativeExpense,394640.000,1502300.000,407979.000,14708553.000,960206.000,1032930.000,936098.000,126972.000,187900.000,675406.000,-83126.000
GoodwillImpairmentLoss,,,,,,,,,660000.000,,
GoodwillPeriodIncreaseDecrease,,,,,,,,,660000.000,,
IncreaseDecreaseInAccountsPayableTrade,-44776.000,,,,19537.000,,,-14721.000,,,
IncreaseDecreaseInAccruedLiabilities,,,,,27500.000,,,-95327.000,,,
IncreaseDecreaseInFairValueOfUnhedgedDerivativeInstruments,-42015.000,-82930.000,,,,,,,,,
IncreaseDecreaseInOtherAccruedLiabilities,,,,,,,,-41562.000,,,
InterestExpense,,,,,,,,,123654.000,43004.000,
InterestIncomeExpenseNonoperatingNet,,,-1684000.000,,-27500.000,-27500.000,-27500.000,-41562.000,,,
InvestmentIncomeInterest,856.000,413.000,48.000,175.000,139.000,59.000,19.000,1.000,,,
IssuanceOfStockAndWarrantsForServicesOrClaims,,,,,718402.000,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,,,380000.000,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,380000.000,,,,,,
NetCashProvidedByUsedInInvestingActivities,-220458.000,,,,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-220458.000,,,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,-348913.000,,,,-220500.000,,,-14638.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-348913.000,,,,-220500.000,,,-14638.000,,,
NetIncomeLoss,-435799.000,-1584817.000,-37634949.000,18161221.000,7102435.000,113715.000,-952446.000,658171.000,-1636987.000,-426392.000,1789903.000
NetIncomeLossAttributableToNoncontrollingInterest,,,,,,,,,,-43616.000,
OperatingExpenses,394640.000,1502300.000,407979.000,14708553.000,960206.000,1032930.000,936098.000,126972.000,187900.000,675406.000,-83126.000
OperatingIncomeLoss,-394640.000,-1502300.000,-407979.000,-14708553.000,-960206.000,-1032930.000,-936098.000,-126972.000,-187900.000,-640122.000,47842.000
PaymentsToAcquireMiningAssets,220458.000,,,,,,,,,,
PaymentsToAcquireRoyaltyInterestsInMiningProperties,,,,,,1968659.000,1968659.000,,,,
ProceedsFromIssuanceOfCommonStock,,,,,380000.000,,,,,,
ProceedsFromWarrantExercises,,,,,,1360000.000,1360000.000,,,,
Revenues,,,,,,,,,,35284.000,
SalesRevenueNet,,,,,,,,,,35284.000,
ShareBasedCompensation,89647.000,,,,,,,,,,
UnrealizedGainLossOnDerivatives,,,-35543018.000,,8090003.000,1174085.000,11133.000,826704.000,-665433.000,256734.000,184168.000
WeightedAverageNumberOfDilutedSharesOutstanding,,29710341.000,29423482.000,,,,,42368726.000,46.103,65666997.000,-47073536.103
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,32689605.000,32873067.000,32962266.000,,,,
WeightedAverageNumberOfSharesOutstandingBasic,,29710341.000,29423482.000,,,,,34038726.000,46102682.000,65666997.000,-91789354.000
