,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,514000.000,723000.000,1466000.000,5000.000,24000.000,3000.000
AllocatedShareBasedCompensationExpense,,,1466000.000,5000.000,24000.000,3000.000
AmortizationOfIntangibleAssets,,85000.000,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,445280.000,0.000,0.000,7500.000,342500.000
CapitalLeaseObligationsIncurred,,271000.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,2609000.000,7480000.000,6453000.000,220000.000,-1351000.000,-21631000.000
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,,-37000.000,,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,4217000.000,12075000.000,-569000.000,,,
ComprehensiveIncomeNetOfTax,-303000.000,4375000.000,-1037000.000,-990000.000,-1216000.000,
CostOfGoodsAndServicesSold,10663000.000,7533000.000,,,,
CurrentForeignTaxExpenseBenefit,,3000.000,,,,
DeferredIncomeTaxExpenseBenefit,1000.000,-1000.000,,,,
DefinedContributionPlanCostRecognized,,252000.000,124000.000,,,
Depreciation,,1029000.000,,,,
DepreciationDepletionAndAmortization,1221000.000,1114000.000,,,,
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,,9882000.000,,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,3033000.000,9882000.000,2770000.000,250000.000,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,11538000.000,594000.000,250000.000,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,1439000.000,1656000.000,580000.000,250000.000,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,14000.000,,,
DisposalGroupIncludingDiscontinuedOperationCostsOfGoodsSold,,2049000.000,4417000.000,,,
DisposalGroupIncludingDiscontinuedOperationGrossProfitLoss,,3567000.000,3147000.000,,,
DisposalGroupIncludingDiscontinuedOperationInterestExpense,,,8000.000,,,
DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,,,602000.000,250000.000,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,5616000.000,7564000.000,,,
EarningsPerShareBasic,-0.010,0.210,-0.060,-0.050,,
EarningsPerShareBasicAndDiluted,,,,,-0.060,-0.140
EarningsPerShareDiluted,-0.010,0.210,-0.060,-0.050,,
EffectOfExchangeRateOnCashAndCashEquivalents,-5000.000,33000.000,-57000.000,,,
EffectiveIncomeTaxRateContinuingOperations,,0.000,0.000,0.000,0.000,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340,0.340,0.340,0.340,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,,-0.212
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost,,-0.008,-0.348,,,
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,-0.006,-0.002,,,
EffectiveIncomeTaxRateReconciliationTaxCreditsResearch,,0.017,,,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,0.000,0.000,0.000,0.000,0.000
ForeignIncomeTaxExpenseBenefitContinuingOperations,,3000.000,,,,
GrossProfit,13530000.000,7538000.000,,,,
IncomeLossFromContinuingOperations,-4770000.000,-7196000.000,-1851000.000,-1240000.000,-1216000.000,-3031000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,,,,-3031000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-4741000.000,-7193000.000,-1851000.000,-1240000.000,-1216000.000,-3031000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,,-0.060,-0.140
IncomeLossFromContinuingOperationsPerBasicShare,-0.230,-0.350,-0.090,-0.060,,
IncomeLossFromContinuingOperationsPerDilutedShare,-0.230,-0.350,-0.090,-0.060,,
IncomeLossFromDiscontinuedOperationsNetOfTax,4472000.000,11538000.000,580000.000,250000.000,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,0.220,0.560,0.030,0.010,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,0.220,0.560,0.030,0.010,,
IncomeTaxExpenseBenefit,29000.000,3000.000,0.000,0.000,,
IncomeTaxesPaidNet,14000.000,35000.000,48000.000,29000.000,27000.000,26000.000
IncreaseDecreaseInAccountsPayable,65000.000,-137000.000,-30000.000,,,
IncreaseDecreaseInAccruedLiabilities,172000.000,2000.000,-1233000.000,-139000.000,-135000.000,1400000.000
IncreaseDecreaseInDeferredRevenue,-24000.000,32000.000,,,,
IncreaseDecreaseInInventories,771000.000,1660000.000,,,,
IncreaseDecreaseInOtherCurrentAssets,57000.000,-161000.000,-4000.000,-44000.000,24000.000,180000.000
IncreaseDecreaseInOtherNoncurrentAssets,-38000.000,22000.000,,,,
IncreaseDecreaseInReceivables,-618000.000,-1482000.000,,,,
InterestIncomeExpenseNonoperatingNet,-33000.000,-25000.000,-6000.000,2000.000,,28000.000
InterestPaidNet,46000.000,30000.000,15000.000,,,
LeaseAndRentalExpense,,895000.000,28000.000,28000.000,28000.000,19000.000
NetCashProvidedByUsedInFinancingActivities,80000.000,-20000.000,-237000.000,,,133000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,80000.000,-20000.000,-237000.000,,,133000.000
NetCashProvidedByUsedInInvestingActivities,3226000.000,10447000.000,9573000.000,1300000.000,,-19956000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,3226000.000,10447000.000,9573000.000,1300000.000,,-19956000.000
NetCashProvidedByUsedInOperatingActivities,-692000.000,-2980000.000,-2826000.000,-1080000.000,-1351000.000,-1808000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-692000.000,-2980000.000,-2826000.000,-1080000.000,-1351000.000,-1808000.000
NetIncomeLoss,-298000.000,4342000.000,-1271000.000,-990000.000,-1216000.000,-3031000.000
NoncashOrPartNoncashDivestitureAmountOfConsiderationReceived1,,,254000.000,,,
OperatingExpenses,18238000.000,14706000.000,1845000.000,1242000.000,1216000.000,3059000.000
OperatingIncomeLoss,-4708000.000,-7168000.000,-1845000.000,-1242000.000,-1216000.000,-3059000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,-5000.000,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,33000.000,-57000.000,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationReclassificationAdjustmentFromAOCIRealizedUponSaleOrLiquidationNetOfTax,,,-291000.000,,,
PaymentsForRoyalties,,220000.000,,,,
PaymentsToAcquireAvailableForSaleSecurities,,,,,,21954000.000
PaymentsToAcquirePropertyPlantAndEquipment,991000.000,1628000.000,,,,
ProceedsFromDivestitureOfBusinessesNetOfCashDivested,,,10142000.000,,,
ProceedsFromLinesOfCredit,,271000.000,254000.000,,,
ProceedsFromRepaymentsOfRestrictedCashFinancingActivities,400000.000,300000.000,,,,
ProceedsFromSaleAndMaturityOfMarketableSecurities,,,,,,1998000.000
ProceedsFromStockOptionsExercised,64000.000,,,,,
ProceedsFromStockPlans,16000.000,13000.000,9000.000,,,
RepaymentsOfDebt,400000.000,333000.000,,,,
ResearchAndDevelopmentExpense,3734000.000,3509000.000,,,,
Revenues,24193000.000,15071000.000,,,,
SaleLeasebackTransactionImputedInterestRate,,0.043,,,,
SalesRevenueNet,24193000.000,15071000.000,,,,
SellingGeneralAndAdministrativeExpense,14504000.000,11197000.000,1845000.000,1242000.000,1216000.000,3059000.000
ShareBasedCompensation,517000.000,725000.000,28000.000,5000.000,24000.000,3000.000
