,2011-06-30,2011-09-30
CostsAndExpenses,,948000.000
DepreciationDepletionAndAmortization,46000.000,88000.000
EarningsPerShareBasicAndDiluted,-0.060,0.030
ExplorationExpense,6000.000,1000.000
GainLossOnDerivativeInstrumentsNetPretax,,1180000.000
GainLossOnSaleOfOilAndGasProperty,,836000.000
GeneralAndAdministrativeExpense,603000.000,648000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-1019000.000,473000.000
IncomeTaxExpenseBenefit,,0.000
InterestAndOtherIncome,18000.000,19000.000
InterestExpense,470000.000,1107000.000
NaturalGasProductionRevenue,123000.000,
NetIncomeLossAvailableToCommonStockholdersBasic,,473000.000
NonoperatingIncomeExpense,-452000.000,92000.000
OilAndGasProductionExpense,,211000.000
OilAndGasRevenue,,493000.000
OperatingExpenses,690000.000,
OperatingIncomeLoss,-567000.000,381000.000
ProfitLoss,-1019000.000,
Revenues,123000.000,1329000.000
SalesRevenueNet,123000.000,1329000.000
WeightedAverageNumberOfDilutedSharesOutstanding,16808792.000,16974778.000
WeightedAverageNumberOfSharesOutstandingBasic,16808792.000,16974778.000
