,2011-11-30,2012-05-31,2012-08-31,2012-11-30,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31
AccretionExpense,,6.000,6.000,6.000,44.000,43.000,43.000,43.000,,,,,,
AdjustmentForAmortization,,,,,,,,,,,,,216800.000,
AmortizationOfDebtDiscountPremium,,,,,,,,,,,,,-54343.000,
AmortizationOfFinancingCostsAndDiscounts,,,,,,,,,,-554413.000,-2610.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,27868.000,,,9614.000,,,,,,,,,
CashPeriodIncreaseDecrease,,,,,,,,,,,,,-3955.000,
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,,,,,,,,0.000,,,,0.000,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,,,,0.000,,,,0.000,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,,,302.000,,,,0.000,
ClosedBlockOperationsBenefitsAndExpense,,,,,,,,,19032.000,81205.000,46162.000,21361.000,38045.000,26265.000
CostOfRevenue,,,,,,,,,,1550.000,9144.000,,898.000,10692.000
DebtIssuanceCosts,,,,,,,,,,,,,,-2607.000
DepreciationAndAmortization,,159.000,,,0.000,,0.000,,,,,,216800.000,216799.000
DepreciationDepletionAndAmortization,,159.000,145.000,0.000,0.000,0.000,,,,,,,,
DerivativeGainLossOnDerivativeNet,,,,,,44306.000,-54538.000,,,,,,,
DevelopmentCosts,,,,,,,,,,,,,0.000,0.000
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,,,,,,,,,,,,,0.000,
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,,,,,,,,,,,,,,0.000
EarningsPerShareBasicAndDiluted,0.000,-0.040,-0.010,0.000,-0.010,0.000,0.000,0.010,-0.000,-0.010,-0.010,-0.090,-0.000,-9.470
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,,,,,,,,,,,,,,11752.000
GainLossOnDerivativeInstrumentsNetPretax,,-53307.000,-10748.000,4736.000,-15671.000,,,,,,,,,
GainLossOnSaleOfOilAndGasProperty,,,,,0.000,0.000,0.000,,,,,,,
GainsLossesOnRestructuringOfDebt,,-215347.000,0.000,0.000,0.000,0.000,0.000,,,,,,,
GeneralAndAdministrativeExpense,22934.000,36655.000,11350.000,6755.000,8260.000,11336.000,9395.000,554907.000,9813.000,49218.000,109419.000,142888.000,48854.000,50187.000
GrossProfit,,,,,,,,,,1230.000,8792.000,,1537.000,7138.000
ImpairmentOfOilAndGasProperties,,3256.000,,,0.000,0.000,0.000,0.000,,,,,,
IncomeLossFromContinuingOperations,,,,,,,,,,-0.010,-0.010,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,-31829.000,-18236.000,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,,,,,-722.000,0.000,0.000,0.000,0.000,
IncomeTaxesPaid,,,,,,,,,0.000,,,,0.000,
IncomeTaxesPaidNet,,0.000,,,0.000,,,,,,,,,
IncreaseDecreaseInAccountsPayable,,10882.000,,,,,,,,,,,104892.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,-1888.000,,,,53541.000,,,,,
IncreaseDecreaseInAccountsReceivable,,1223.000,,,214.000,,,,0.000,,,,2187.000,
IncreaseDecreaseInDueToRelatedParties,,,,,,,,,20933.000,,,,60000.000,
IncreaseDecreaseInDueToRelatedPartiesCurrent,,4050.000,,,1000.000,,,,,,,,,
IncreaseDecreaseInInventories,,,,,,,,,150000.000,,,,5821.000,
IncreaseDecreaseInNotesReceivableRelatedParties,,,,,,,,,,,,,10000.000,
IncreaseDecreaseInOtherReceivables,,,,,40000.000,,,,,,,,,
IncreaseDecreaseInPrepaidExpense,,,,,,,,,-153750.000,,,,0.000,
IncreaseDecreaseInPrepaidRent,,,,,,,,,2500.000,,,,,
InterestExpense,,-4464.000,-5419.000,-5360.000,-5419.000,-5575.000,-6134.000,-4967.000,,-3290.000,-4466.000,,-41181.000,-41024.000
InterestPaid,,0.000,,,0.000,,,,0.000,,,,0.000,
InvestmentIncomeInterest,,,,,,,,,,,1264.000,,1113.000,980.000
LeaseAndRentalExpense,,,,,,,,,7500.000,,,,7500.000,
LeaseOperatingExpense,,1181.000,702.000,145.000,0.000,0.000,0.000,0.000,7500.000,7500.000,11685.000,7500.000,7500.000,0.000
MarketingExpense,,,,,,,,,,,,,18039.000,6306.000
NetCashProvidedByUsedInFinancingActivities,,65000.000,,,0.000,,,,321858.000,,,,60000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,65000.000,,,0.000,,,,321858.000,,,,60000.000,
NetCashProvidedByUsedInInvestingActivities,,0.000,,,0.000,,,,0.000,,,,10000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,0.000,,,0.000,,,,0.000,,,,10000.000,
NetCashProvidedByUsedInOperatingActivities,,-37132.000,,,9614.000,,,,-324531.000,,,,-73955.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-37132.000,,,9614.000,,,,-324833.000,,,,-73955.000,
NetIncomeLoss,-33207.000,-325362.000,,-15349.000,-45427.000,6902.000,-78908.000,62886.000,-223902.000,-840768.000,-1197896.000,-9712380.000,-507998.000,-409407.000
OperatingExpenses,34184.000,55761.000,26739.000,15460.000,24337.000,31829.000,18236.000,569570.000,224624.000,284295.000,1200876.000,1157085.000,415124.000,385646.000
OperatingIncomeLoss,,-52244.000,-24970.000,-14725.000,-24337.000,,,,,,,,,
OtherExpenses,,-273118.000,-16167.000,-624.000,,,,,722.000,-557703.000,-5812.000,-8554857.000,-94411.000,-30899.000
OtherNoncashIncomeExpense,,,,,-21090.000,,,,,,,,,
OtherNonoperatingIncomeExpense,,,,,,38731.000,-60672.000,,,,,,,
PaymentsToAcquireOilAndGasProperty,,0.000,,,0.000,,,,,,,,,
ProceedsFromIssuanceOfCommonStock,,0.000,,,0.000,,,,300925.000,,,,0.000,
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlansIncludingStockOptions,,,,,,,,,,,,,50000.000,
ProceedsFromNotesPayable,,65000.000,,,0.000,,,,,,,,0.000,
ProceedsFromRelatedPartyDebt,,0.000,,,0.000,,,,,,,,,
ProfessionalFees,11250.000,14504.000,14536.000,8554.000,16033.000,20450.000,8798.000,14620.000,81792.000,89937.000,266216.000,240223.000,85886.000,86089.000
ProfitLoss,,-325362.000,-41137.000,,-45427.000,,,,,,,,,
RepaymentsOfRelatedPartyDebt,,0.000,,,0.000,,,,,,,,,
ResultsOfOperationsImpairmentOfOilAndGasProperties,,3256.000,0.000,0.000,0.000,,,,,,,,,
Revenues,977.000,3517.000,1769.000,735.000,0.000,0.000,0.000,0.000,0.000,2780.000,17936.000,2833.000,2435.000,17830.000
SalesRevenueNet,977.000,3517.000,1769.000,735.000,0.000,0.000,0.000,0.000,0.000,2780.000,17936.000,2833.000,2435.000,17830.000
StockIssuedDuringPeriodSharesNewIssues,,,,,,,,,340300.000,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,7800000.000,78000000.000,63000000.000,-78649315.000,63000000.000,80510978.000,89410000.000,-119965517.000,391408944.000,43229.000
