,2011-03-31,2011-09-30,2012-02-21,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableCurrent,2700000.000,2900000.000,2800000.000,2000000.000,3000000.000,5000000.000,4000000.000,3000000.000,4000000.000,4000000.000,3000000.000,3000000.000,4000000.000,3000000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-37700000.000,17800000.000,-100000.000,-5000000.000,22000000.000,19000000.000,18000000.000,8000000.000,7000000.000,7000000.000,3000000.000,-10000000.000,-12000000.000,-6000000.000
Assets,2671900000.000,2716200000.000,2732300000.000,2695000000.000,2681000000.000,3435000000.000,3476000000.000,3566000000.000,3796000000.000,3938000000.000,4092000000.000,4165000000.000,4304000000.000,4490000000.000
AssetsCurrent,12200000.000,14200000.000,9900000.000,11000000.000,10000000.000,13000000.000,12000000.000,16000000.000,15000000.000,16000000.000,11000000.000,15000000.000,13000000.000,15000000.000
CashAndCashEquivalentsAtCarryingValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,,,10000000.000,,,,0.000,,,
DeferredTaxAssetsNetNoncurrent,,,,,,36000000.000,,0.000,0.000,0.000,,,,
DeferredTaxLiabilitiesNoncurrent,196400000.000,211400000.000,218300000.000,209000000.000,205000000.000,0.000,0.000,1000000.000,22000000.000,44000000.000,73000000.000,98000000.000,106000000.000,155000000.000
DueFromRelatedPartiesCurrent,11400000.000,13600000.000,9500000.000,10000000.000,10000000.000,13000000.000,12000000.000,15000000.000,14000000.000,15000000.000,10000000.000,14000000.000,12000000.000,14000000.000
EquityMethodInvestmentOwnershipPercentage,,,0.293,,,,,,,,,,,
EquityMethodInvestments,2659700000.000,2702000000.000,2722400000.000,2684000000.000,2671000000.000,3386000000.000,,3550000000.000,3781000000.000,3922000000.000,,,,
Liabilities,,,,,,,,,,,84000000.000,113000000.000,119000000.000,170000000.000
LiabilitiesAndStockholdersEquity,2671900000.000,2716200000.000,2732300000.000,2695000000.000,2681000000.000,3435000000.000,3476000000.000,3566000000.000,3796000000.000,3938000000.000,4092000000.000,4165000000.000,4304000000.000,4490000000.000
LiabilitiesCurrent,12100000.000,14100000.000,9800000.000,11000000.000,10000000.000,13000000.000,12000000.000,16000000.000,15000000.000,16000000.000,11000000.000,15000000.000,13000000.000,15000000.000
OtherAssetsCurrent,800000.000,600000.000,400000.000,1000000.000,,,,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
OtherLiabilitiesCurrent,9400000.000,11200000.000,7000000.000,9000000.000,7000000.000,8000000.000,8000000.000,13000000.000,11000000.000,12000000.000,8000000.000,12000000.000,9000000.000,12000000.000
RetainedEarningsAccumulatedDeficit,-942600000.000,-1173400000.000,-1256000000.000,-1396000000.000,-1547000000.000,-1666000000.000,-1755000000.000,-1834000000.000,-1910000000.000,-2013000000.000,-2108000000.000,-2226000000.000,-2360000000.000,-2490000000.000
SharesIssued,,,98509389.000,,,,,,,,,,,
SharesOutstanding,,,14100000.000,,,,,,,,,,,
StockholdersEquity,2463400000.000,2490700000.000,2504200000.000,2475000000.000,2466000000.000,3422000000.000,3464000000.000,3549000000.000,3759000000.000,3878000000.000,4008000000.000,4052000000.000,4185000000.000,4320000000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,,4008000000.000,4052000000.000,4185000000.000,4320000000.000
WeightedAverageNumberOfSharesOutstandingBasicAndDiluted,,,97700000.000,,,,,,,,,,,
