,2011-04-02
AmortizationOfDebtDiscountPremium,1716000.000
AmortizationOfIntangibleAssets,5141000.000
CapitalExpendituresIncurredButNotYetPaid,2406000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-132522000.000
CostsAndExpenses,351346000.000
DeferredIncomeTaxExpenseBenefit,-18598000.000
Depreciation,18024000.000
DepreciationDepletionAndAmortization,23165000.000
EarningsPerShareBasicAndDiluted,-0.200
EffectOfExchangeRateOnCashAndCashEquivalents,594000.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,856000.000
ForeignCurrencyTransactionGainLossBeforeTax,-1006000.000
GeneralAndAdministrativeExpense,46519000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-31937000.000
IncomeLossFromEquityMethodInvestments,454000.000
IncomeTaxExpenseBenefit,-17874000.000
IncomeTaxesPaid,1555000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-117402000.000
IncreaseDecreaseInAccountsReceivable,27221000.000
IncreaseDecreaseInDeferredRevenue,-465000.000
IncreaseDecreaseInInventories,4739000.000
IncreaseDecreaseInOtherOperatingAssets,-1706000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-1114000.000
InterestExpense,5248000.000
InterestPaid,2483000.000
InvestmentIncomeInterest,65000.000
MarketingAndAdvertisingExpense,14691000.000
NetCashProvidedByUsedInFinancingActivities,147745000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,147745000.000
NetCashProvidedByUsedInInvestingActivities,-188360000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-188360000.000
NetCashProvidedByUsedInOperatingActivities,-92501000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-92501000.000
NonoperatingIncomeExpense,-4085000.000
OperatingIncomeLoss,-27852000.000
OtherNonoperatingIncomeExpense,1098000.000
OtherSellingAndMarketingExpense,91284000.000
PaymentsOfDebtIssuanceCosts,5674000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,169875000.000
ProceedsFromIssuanceOfLongTermDebt,115000000.000
ProceedsFromLinesOfCredit,40000000.000
ProceedsFromStockOptionsExercised,448000.000
ProfitLoss,-13609000.000
RepaymentsOfLongTermCapitalLeaseObligations,2832000.000
RepaymentsOfSecuredDebt,53000.000
ResearchAndDevelopmentExpense,46587000.000
Revenues,323494000.000
SalesRevenueNet,323494000.000
SalesRevenueServicesNet,144554000.000
ShareBasedCompensation,5012000.000
WeightedAverageNumberOfDilutedSharesOutstanding,68156000.000
