,2012-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,88124.000
Depreciation,4528.000
GeneralAndAdministrativeExpense,64209.000
IncomeLossFromContinuingOperations,178144.000
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipUnit,8.820
IncreaseDecreaseInCustomerDeposits,26962.000
IncreaseDecreaseInOtherAccountsPayable,9090.000
IncreaseDecreaseInOtherAccruedLiabilities,2132.000
IncreaseDecreaseInOtherOperatingAssets,18783.000
InterestAndDividendIncomeOperating,6.000
InterestPaid,0.000
MinorityInterestInNetIncomeLossOfConsolidatedEntities,0.000
NetCashProvidedByUsedInFinancingActivities,-151515.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-151515.000
NetCashProvidedByUsedInInvestingActivities,0.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,0.000
NetCashProvidedByUsedInOperatingActivities,239639.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,239639.000
NetIncomeLoss,178144.000
NetIncomeLossAllocatedToGeneralPartners,1781.000
NetIncomeLossAllocatedToLimitedPartners,176363.000
OperatingCostsAndExpenses,310751.000
OperatingExpenses,197439.000
OperatingIncomeLoss,178144.000
OtherCostAndExpenseOperating,13636.000
OtherGeneralAndAdministrativeExpense,30939.000
OtherRealEstateRevenue,36035.000
PartnersCapitalAccountDistributions,151515.000
PaymentsOfCapitalDistribution,151515.000
PaymentsToAcquireProductiveAssets,0.000
ProfitLoss,178144.000
RetailRevenue,452854.000
Revenues,488895.000
SalesRevenueNet,488895.000
WeightedAverageLimitedPartnershipUnitsOutstanding,20000.000
