,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,36000000.000,,,,30000000.000,,,,,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,,,,,,,,,,,6000000.000,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,14000000.000,14000000.000,15000000.000,15000000.000,16000000.000,,,,,,,,,,,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,2000000.000,2000000.000,1000000.000,-3000000.000,2000000.000,3000000.000,3000000.000,-5000000.000,3000000.000,5000000.000,4000000.000,-9000000.000,6000000.000,3000000.000,2000000.000,-8000000.000,9000000.000,10000000.000,14000000.000,-23000000.000,15000000.000,15000000.000,14000000.000,-30000000.000,14000000.000
AssetRetirementObligationAccretionExpense,5000000.000,,,,7000000.000,,,,-7000000.000,,,,-10000000.000,,,,10000000.000,,,,12000000.000,,,,12000000.000
AssetRetirementObligationLiabilitiesIncurred,1000000.000,,,,6000000.000,,,,1000000.000,,,,1000000.000,,,,10000000.000,,,,2000000.000,,,,1000000.000
AssetRetirementObligationLiabilitiesSettled,-9000000.000,,,,2000000.000,,,,10000000.000,,,,14000000.000,,,,8000000.000,,,,8000000.000,,,,9000000.000
AssetRetirementObligationRevisionOfEstimate,4000000.000,,,,3000000.000,,,,-1000000.000,,,,72000000.000,,,,24000000.000,,,,5000000.000,,,,-7000000.000
BusinessAcquisitionProFormaEarningsPerShareBasic,,,,,,,,,,,,,,,,,,,-0.440,,-0.670,-0.730,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,,,,,,,,,,,,,,,,-0.440,,-0.670,-0.730,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,,,,,,,,,,,,,-202000000.000,,-287000000.000,-315000000.000,,,
BusinessAcquisitionsProFormaRevenue,,,,,,,,,,,,,,,,,,,828000000.000,,724000000.000,847000000.000,,,
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,,,,,,,,,,,71000000.000,,,,0.000,,
BusinessCombinationConsiderationTransferred1,,,,,,,,,,,,,,,,,,,,,,,,,300000000.000
BusinessCombinationProFormaInformationEarningsOrLossOfAcquireeSinceAcquisitionDateActual,,,,,,,,,,,,,,,,,,,,,31000000.000,17000000.000,4000000.000,-32000000.000,
BusinessCombinationProFormaInformationRevenueOfAcquireeSinceAcquisitionDateActual,,,,,,,,,,,,,,,,,,,,,87000000.000,127000000.000,119000000.000,124000000.000,
BusinessExitCosts1,,,,,,,,,,,,,,,,,,,,,,,4000000.000,,
CapitalizedExploratoryWellCostAdditionsPendingDeterminationOfProvedReserves,80000000.000,,,,93000000.000,,,,178000000.000,,,,72000000.000,,,,59000000.000,,,,22000000.000,,,,6000000.000
CapitalizedExploratoryWellCostChargedToExpense,-15000000.000,,,,0.000,,,,,,,,2000000.000,,,,17000000.000,,,,,,,,
CapitalizedExploratoryWellCostChargedToExpense1,,,,,,,,,,,,,,,,,,,,,56000000.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,338000000.000,,,,-312000000.000,,,,-82000000.000,,,,237000000.000,,,,526000000.000,,,,-75000000.000,,,,-393000000.000
CashFlowHedgeGainLossReclassifiedToInterestExpenseNet,15000000.000,,,,,,,,,,,,,,,,,,,,,,,,
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,,,,,,,,,-2000000.000,,,,,,,,,,,,,,,,
CommonStockDividendsPerShareCashPaid,0.180,,,,0.220,,,,0.250,,,,0.140,,,,0.180,,,,0.100,,,,0.100
ComprehensiveIncomeNetOfTax,31000000.000,295000000.000,442000000.000,-311000000.000,265000000.000,293000000.000,224000000.000,232000000.000,265000000.000,380000000.000,208000000.000,121000000.000,203000000.000,196000000.000,423000000.000,419000000.000,-29000000.000,-95000000.000,-237000000.000,-2023000000.000,-287000000.000,-314000000.000,-144000000.000,-251000000.000,
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,,,,,,,,,,,,,,,,,,1000000.000,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,,,,,,,,,,,,,,-143000000.000,,
CurrentIncomeTaxExpenseBenefit,12000000.000,97000000.000,179000000.000,55000000.000,79000000.000,56000000.000,37000000.000,-14000000.000,36000000.000,71000000.000,53000000.000,6000000.000,60000000.000,34000000.000,120000000.000,14000000.000,10000000.000,99000000.000,-45000000.000,42000000.000,20000000.000,45000000.000,148000000.000,-16000000.000,12000000.000
DebtIssuanceCosts,,,,,,,,,,,,,,,,,48000000.000,47000000.000,,,,,,,
DeferredCompensationArrangementWithIndividualCompensationExpense,-10000000.000,7000000.000,-18000000.000,29000000.000,3000000.000,-11000000.000,7000000.000,7000000.000,10000000.000,3000000.000,10000000.000,3000000.000,4000000.000,8000000.000,-12000000.000,-25000000.000,2000000.000,-7000000.000,-13000000.000,6000000.000,0.000,5000000.000,2000000.000,4000000.000,
DeferredIncomeTaxExpenseBenefit,11000000.000,34000000.000,102000000.000,-228000000.000,32000000.000,59000000.000,74000000.000,68000000.000,50000000.000,57000000.000,63000000.000,101000000.000,17000000.000,7000000.000,37000000.000,207000000.000,-30000000.000,-283000000.000,69000000.000,360000000.000,-186000000.000,-228000000.000,-285000000.000,-285000000.000,
DefinedBenefitPlanExpectedReturnOnPlanAssets,4000000.000,4000000.000,4000000.000,,,,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanInterestCost,3000000.000,3000000.000,3000000.000,,,,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanNetPeriodicBenefitCost,5000000.000,5000000.000,4000000.000,,,,,,,,,,,,,,,,,,,,,,
DefinedBenefitPlanServiceCost,4000000.000,4000000.000,3000000.000,,,,,,,,,,,,,,,,,,,,,,
DepreciationAndAmortization,221000000.000,235000000.000,225000000.000,284000000.000,312000000.000,,,,,,,,,,,,,,,,,,,,
DepreciationDepletionAndAmortization,,,,,,325000000.000,368000000.000,,366000000.000,368000000.000,412000000.000,422000000.000,425000000.000,413000000.000,460000000.000,461000000.000,454000000.000,451000000.000,539000000.000,687000000.000,617000000.000,622000000.000,621000000.000,594000000.000,528000000.000
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,,,,,,,,,,,,,-24000000.000,,,,,,,,,,,,
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,286000000.000,143000000.000,322000000.000,-709000000.000,-96000000.000,276000000.000,-135000000.000,30000000.000,-72000000.000,161000000.000,-157000000.000,,-75000000.000,-236000000.000,385000000.000,902000000.000,150000000.000,-87000000.000,267000000.000,171000000.000,44000000.000,-151000000.000,55000000.000,-87000000.000,110000000.000
DilutiveSecurities,,,,,,,,,,,,,,,8000000.000,,,,0.000,,,,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,,,,22000000.000,,37000000.000,17000000.000,0.000,11000000.000,,,,,,,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,,,39000000.000,38000000.000,,-1000000.000,5000000.000,7000000.000,1000000.000,,,,,,,,,,,,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,,,,22000000.000,3000000.000,,7000000.000,3000000.000,-3000000.000,-1000000.000,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,,,65000000.000,54000000.000,,10000000.000,12000000.000,11000000.000,4000000.000,,,,,,,,,,,,,
DistributionMadeToLimitedLiabilityCompanyLLCMemberCashDistributionsPaid,,,,,,,,,,,,,,,204000000.000,,,,,,,,,,
DividendsCommonStockCash,,,,,,,,,44000000.000,,,,50000000.000,,,,64000000.000,,,,41000000.000,,,,44000000.000
EarningsPerShareBasic,0.080,1.660,2.500,-1.670,1.480,1.640,1.240,1.410,1.460,1.050,0.570,-0.360,0.560,0.530,1.160,1.110,-0.060,-0.280,-0.670,-5.060,-0.670,-0.730,-0.330,-0.590,0.080
EarningsPerShareDiluted,0.080,1.610,2.390,-1.540,1.470,1.580,1.230,1.430,1.450,1.040,0.560,-0.360,0.550,0.520,1.120,1.080,-0.060,-0.280,-0.670,-5.060,-0.670,-0.730,-0.330,-0.590,0.080
EffectiveIncomeTaxRateContinuingOperations,0.620,0.310,0.390,-0.954,0.300,0.290,0.400,-0.702,0.271,0.264,0.372,-0.582,0.276,0.176,0.272,-0.434,0.476,0.628,-0.093,-1.111,0.366,0.367,0.489,-0.778,0.203
ElectricProductionExpense,17000000.000,9000000.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,
ElectricUtilityRevenue,21000000.000,11000000.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,-5000000.000,5000000.000,5000000.000,15000000.000,,,,,,,,,,,,,,,,,,,,,
EquityMethodInvestmentDividendsOrDistributions,-23000000.000,,,,-29000000.000,,,,,,,,,,48000000.000,,,,,,,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,8000000.000,,,,12000000.000,,,,9000000.000,,,,6000000.000,,,,0.000,,,,,,,,
ExplorationAbandonmentAndImpairmentExpense,,,,,,,,,,,,,,,,,20000000.000,,,,93000000.000,,,,
ExplorationExpense,70000000.000,68000000.000,57000000.000,84000000.000,63000000.000,167000000.000,95000000.000,84000000.000,61000000.000,90000000.000,60000000.000,204000000.000,74000000.000,59000000.000,217000000.000,148000000.000,65000000.000,41000000.000,203000000.000,179000000.000,163000000.000,89000000.000,125000000.000,548000000.000,42000000.000
FacilityCosts,,,,,,,,,,,,,,,,,,7000000.000,13000000.000,,,3000000.000,3000000.000,,
FairValueAssumptionsRiskFreeInterestRate,,,,,,,,,,0.100,0.100,,0.100,0.100,0.100,-0.200,0.100,0.100,0.100,-0.200,,,,,
GainLossOnContractTermination,,,,,,,,,,,,,,,,,,,,,-42000000.000,-5000000.000,3000000.000,3000000.000,-4000000.000
GainLossOnDerivativeInstrumentsNetPretax,286000000.000,-143000000.000,322000000.000,-423000000.000,-96000000.000,276000000.000,-135000000.000,30000000.000,-72000000.000,161000000.000,-157000000.000,-65000000.000,-75000000.000,,,,150000000.000,,,,44000000.000,,,,110000000.000
GainLossOnSaleOfDerivatives,,,,,-23000000.000,-1000000.000,-4000000.000,-6000000.000,7000000.000,2000000.000,-10000000.000,-1000000.000,-33000000.000,-49000000.000,-12000000.000,123000000.000,210000000.000,-274000000.000,-17000000.000,-427000000.000,178000000.000,144000000.000,132000000.000,-1162000000.000,3000000.000
GainLossOnSaleOfOilAndGasProperty,,25000000.000,0.000,,,9000000.000,157000000.000,,15000000.000,0.000,0.000,21000000.000,-1000000.000,44000000.000,30000000.000,0.000,,1000000.000,0.000,,,-23000000.000,0.000,,
GainLossOnSaleOfPropertyPlantEquipment,,,,,,,,,53000000.000,,,,-1000000.000,,,,,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,,,,,,,,,,,80000000.000,0.000,0.000,0.000,0.000
GasGatheringTransportationMarketingAndProcessingCosts,,,,,,,,,,,,,,,,,4000000.000,6000000.000,4000000.000,-5000000.000,22000000.000,15000000.000,20000000.000,1000000.000,19000000.000
GasGatheringTransportationMarketingAndProcessingRevenue,,,,,,,,,,,,,,,,,1000000.000,2000000.000,,,,,,,
GeneralAndAdministrativeExpense,83000000.000,82000000.000,89000000.000,87000000.000,98000000.000,96000000.000,93000000.000,97000000.000,112000000.000,104000000.000,109000000.000,108000000.000,140000000.000,127000000.000,132000000.000,104000000.000,94000000.000,104000000.000,109000000.000,89000000.000,91000000.000,107000000.000,95000000.000,106000000.000,99000000.000
ImpairmentOfLeasehold,,,,,,,,,,,,,,,,,,,,,,,81000000.000,,
ImpairmentOfOilAndGasProperties,,131000000.000,0.000,,,73000000.000,0.000,,,0.000,63000000.000,,97000000.000,34000000.000,33000000.000,336000000.000,27000000.000,15000000.000,0.000,491000000.000,0.000,0.000,0.000,92000000.000,
IncomeLossFromContinuingOperations,,,,,,275000000.000,164000000.000,,232000000.000,358000000.000,195000000.000,122000000.000,200000000.000,192000000.000,419000000.000,403000000.000,-22000000.000,-109000000.000,-283000000.000,-2027000000.000,-287000000.000,-315000000.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,318000000.000,486000000.000,311000000.000,229000000.000,277000000.000,233000000.000,576000000.000,624000000.000,-42000000.000,-293000000.000,-259000000.000,-1625000000.000,-453000000.000,-498000000.000,-280000000.000,-541000000.000,59000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,37000000.000,425000000.000,722000000.000,-469000000.000,374000000.000,390000000.000,275000000.000,,,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsPerBasicShare,,,,,,1.550,0.920,,1.290,1.000,0.540,-0.300,0.560,0.530,1.160,1.110,-0.060,-0.280,-0.670,-5.060,-0.670,-0.730,-0.330,-0.590,0.080
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,,1.490,0.910,,1.280,0.990,0.530,-0.300,0.550,0.520,1.120,1.080,-0.060,-0.280,-0.670,-5.060,-0.670,-0.730,-0.330,-0.590,0.080
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,,17000000.000,57000000.000,,29000000.000,19000000.000,10000000.000,13000000.000,0.000,0.000,0.000,0.000,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,,,,35000000.000,,-8000000.000,2000000.000,10000000.000,2000000.000,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,,,,0.090,0.320,,0.170,0.050,0.030,-0.060,0.000,0.000,0.000,0.000,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,,,,0.090,0.320,,0.170,0.050,0.030,-0.060,0.000,0.000,0.000,0.000,,,,,,,,,
IncomeLossFromEquityMethodInvestments,48000000.000,48000000.000,50000000.000,49000000.000,53000000.000,32000000.000,51000000.000,50000000.000,60000000.000,37000000.000,53000000.000,56000000.000,52000000.000,45000000.000,41000000.000,32000000.000,18000000.000,6000000.000,36000000.000,30000000.000,19000000.000,24000000.000,28000000.000,31000000.000,42000000.000
IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions,,,,,,,,,35000000.000,,,,13000000.000,,,,18000000.000,,,,3000000.000,,,,
