,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,-84000000.000,,,,,,,,,,,,,,,,,,,,,,,,
AmountOfDilutiveSecuritiesStockOptionsAndRestrictiveStockUnits,,,,,,,,,,,,,,,,,,,,,0.000,,,,0.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,16253344.000,,,,6599286.000,,,,,,,,,,,,,,,,,,,,
AssetImpairmentCharges,,33000000.000,163000000.000,,11000000.000,18000000.000,43000000.000,1000000.000,48000000.000,0.000,81000000.000,532000000.000,166000000.000,,,,8000000.000,,,,161000000.000,,,,168000000.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,,,,,,,,,,,,,,1000000.000,1000000.000,1000000.000,,1000000.000,,,,
AvailableForSaleSecuritiesGrossRealizedGains,,,1000000.000,,1000000.000,1000000.000,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLoss,,,,,,,,,,,,,,,,,,,,,1000000.000,,,,
AvailableforsaleSecuritiesGrossRealizedLossesExcludingOtherThanTemporaryImpairments,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1000000.000,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,351000000.000,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaRevenue,,,,,4740000000.000,,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-544000000.000,,,,-16000000.000,,,,335000000.000,,,,-229000000.000,,,,-202000000.000,,,,-77000000.000,,,,283000000.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,,,,,,,,,,,,,,,,,,,,0.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,,,,,,,,,,,,,,,,,,,0.000
CommonStockDividendsPerShareCashPaid,,,,,,,,,0.040,,,,,,,,0.100,,0.100,,0.110,0.110,0.110,,0.120
CommonStockDividendsPerShareDeclared,,,,,,,0.040,,,0.080,0.000,,0.000,0.050,0.050,0.150,0.000,0.100,0.100,0.210,0.110,0.000,0.110,0.230,0.120
ComprehensiveIncomeNetOfTax,684000000.000,483000000.000,-593000000.000,207000000.000,524000000.000,-150000000.000,-1608000000.000,160000000.000,50000000.000,180000000.000,92000000.000,-170000000.000,-143000000.000,77000000.000,295000000.000,96000000.000,-134000000.000,173000000.000,-133000000.000,-210000000.000,202000000.000,-443000000.000,190000000.000,48000000.000,48000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,325000000.000,339000000.000,-12000000.000,446000000.000,245000000.000,-114000000.000,159000000.000,-304000000.000,136000000.000,147000000.000,171000000.000,289000000.000,125000000.000,102000000.000,-108000000.000,-70000000.000,-88000000.000,261000000.000,-229000000.000,189000000.000,-62000000.000,90000000.000,66000000.000,168000000.000,142000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,359000000.000,144000000.000,-581000000.000,-239000000.000,769000000.000,-264000000.000,-1449000000.000,-144000000.000,186000000.000,327000000.000,263000000.000,119000000.000,-18000000.000,179000000.000,187000000.000,26000000.000,-222000000.000,434000000.000,-362000000.000,-21000000.000,140000000.000,-353000000.000,256000000.000,216000000.000,190000000.000
ContributionsFromNoncontrollingInterests,,,,,,,,,55000000.000,,,,,,,,,,,,,,,,
CostOfGoodsSoldElectric,-3248000000.000,-3525000000.000,-3361000000.000,-3006000000.000,-3662000000.000,-3500000000.000,-3583000000.000,25172000000.000,3510000000.000,3150000000.000,3066000000.000,2918000000.000,3468000000.000,3492000000.000,3674000000.000,3424000000.000,3263000000.000,3104000000.000,3048000000.000,2682000000.000,2967000000.000,2655000000.000,2854000000.000,2677000000.000,2899000000.000
CostOfTransmission,-1823000000.000,-1905000000.000,-1743000000.000,-1663000000.000,-2182000000.000,-1971000000.000,-2114000000.000,14700000000.000,1894000000.000,1738000000.000,1663000000.000,1542000000.000,1932000000.000,1844000000.000,1956000000.000,1798000000.000,1807000000.000,1634000000.000,1660000000.000,1463000000.000,1672000000.000,1431000000.000,1623000000.000,1352000000.000,1578000000.000
DeferredIncomeTaxExpenseBenefit,17000000.000,,,,101000000.000,,,,13000000.000,,,,56000000.000,,,,-12000000.000,,,,31000000.000,,,,-6000000.000
DepreciationAndAmortization,305000000.000,,,,360000000.000,,,,329000000.000,,,,306000000.000,,,,298000000.000,,,,290000000.000,,,,291000000.000
DepreciationDepletionAndAmortization,296000000.000,311000000.000,313000000.000,289000000.000,351000000.000,341000000.000,327000000.000,,,,,,,,,,,,,,,,,,
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,-35000000.000,-24000000.000,-65000000.000,-35000000.000,-114000000.000,-45000000.000,-32000000.000,-42000000.000,-31000000.000,-76000000.000,-35000000.000,,-22000000.000,-23000000.000,-54000000.000,,-14000000.000,-8000000.000,-14000000.000,,,,,,
DerivativeInstrumentsGainLossRecognizedInIncomeIneffectivePortionAndAmountExcludedFromEffectivenessTestingNet,-7000000.000,-3000000.000,-3000000.000,1000000.000,-1000000.000,1000000.000,-3000000.000,-1000000.000,-1000000.000,31000000.000,-1000000.000,,0.000,0.000,-2000000.000,,-2000000.000,-1000000.000,-2000000.000,,,,,,
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,50000000.000,-141000000.000,-305000000.000,-91000000.000,25000000.000,-157000000.000,-62000000.000,25000000.000,-16000000.000,130000000.000,7000000.000,,-144000000.000,-127000000.000,-42000000.000,,-89000000.000,102000000.000,-92000000.000,,,,,,
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,12000000.000,4000000.000,-25000000.000,-22000000.000,-31000000.000,-60000000.000,-4000000.000,-54000000.000,-25000000.000,33000000.000,21000000.000,,9000000.000,90000000.000,-17000000.000,,24000000.000,7000000.000,13000000.000,,,,,,
DilutiveSecuritiesEffectOnBasicEarningsPerShareOther,,,,,,,,,,,,,,,6000000.000,,,,0.000,,,,,,
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,0.000,,,,,,,,-38000000.000,,,,-44000000.000,,,,0.000,,,,,,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,0.000,0.000,0.000,86000000.000,-5000000.000,75000000.000,-2000000.000,-52000000.000,-36000000.000,3000000.000,-78000000.000,-41000000.000,-43000000.000,-13000000.000,0.000,0.000,0.000,0.000,0.000,0.000,,-382000000.000,0.000,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodBeforeIncomeTax,-18000000.000,-24000000.000,-6000000.000,-76000000.000,3000000.000,-1000000.000,1000000.000,-13000000.000,13000000.000,1000000.000,24000000.000,-41000000.000,34000000.000,15000000.000,0.000,1000000.000,0.000,0.000,,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,-12000000.000,-17000000.000,25000000.000,-93000000.000,1000000.000,-4000000.000,3000000.000,-13000000.000,14000000.000,0.000,26000000.000,-67000000.000,20000000.000,7000000.000,0.000,0.000,0.000,0.000,0.000,0.000,,3000000.000,-1000000.000,,0.000
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,,,,,,,,,,,,,,,,,,,,1000000.000,0.000,,0.000
DiscontinuedOperationTaxEffectOfIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriod,-6000000.000,-7000000.000,-31000000.000,17000000.000,2000000.000,3000000.000,-2000000.000,0.000,-1000000.000,1000000.000,-2000000.000,26000000.000,14000000.000,8000000.000,0.000,1000000.000,0.000,0.000,0.000,0.000,,,,,
DiscontinuedOperationTaxEffectOfIncomeLossFromDisposalOfDiscontinuedOperation,0.000,0.000,0.000,300000000.000,0.000,61000000.000,-1000000.000,8000000.000,-1000000.000,-1000000.000,0.000,-13000000.000,-1000000.000,5000000.000,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
DividendsCommonStock,,,,,,,,,,,,,,,,,,,,,71000000.000,,,,79000000.000
