,2011-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,1010.000
ComprehensiveIncomeNetOfTax,30853.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-3510.000
EarningsPerShareBasic,-0.001
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,-37.000
GeneralAndAdministrativeExpense,34363.000
IncreaseDecreaseInAccountsPayable,9489.000
NetCashProvidedByUsedInOperatingActivities,-24874.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-24874.000
NetIncomeLoss,-34363.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPortionAttributableToParent,30853.000
ProceedsFromRelatedPartyDebt,25921.000
WeightedAverageNumberOfDilutedSharesOutstanding,50155000.000
