,2011-03-31,2012-03-31,2012-06-30
AmortizationOfIntangibleAssets,19400000.000,20100000.000,20300000.000
BusinessAcquisitionProFormaEarningsPerShareBasic,,0.530,0.540
BusinessAcquisitionProFormaEarningsPerShareDiluted,,0.520,0.530
BusinessAcquisitionsProFormaNetIncomeLoss,,29400000.000,30000000.000
BusinessAcquisitionsProFormaRevenue,,1062200000.000,1043300000.000
BusinessCombinationIntegrationRelatedCosts,,1800000.000,2400000.000
BusinessExitCosts,,6700000.000,4700000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,93400000.000,27800000.000,7300000.000
CostOfGoodsSold,832600000.000,845100000.000,822200000.000
DepreciationDepletionAndAmortization,,48800000.000,49600000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,-1100000.000,-800000.000
DiscontinuedOperationIntercompanyAmountsWithDiscontinuedOperationBeforeDisposalTransactionCosts,,-1300000.000,
DiscontinuedOperationIntercompanyAmountsWithDiscontinuedOperationBeforeDisposalTransactionRevenue,,300000.000,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,5800000.000,-300000.000
DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,,-1100000.000,-800000.000
DisposalGroupIncludingDiscontinuedOperationRevenue,,86600000.000,
EarningsPerShareBasic,1.520,0.410,0.540
EarningsPerShareDiluted,1.500,0.400,0.530
GrossProfit,340000000.000,217100000.000,204000000.000
IncomeLossFromContinuingOperations,,29400000.000,30300000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,130300000.000,38400000.000,46700000.000
IncomeLossFromContinuingOperationsPerBasicShare,,0.540,0.550
IncomeLossFromContinuingOperationsPerDilutedShare,,0.530,0.540
IncomeLossFromDiscontinuedOperationsNetOfTax,,-6900000.000,-500000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,-6900000.000,-500000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,-0.130,-0.010
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,-0.130,-0.010
IncomeTaxExpenseBenefit,47000000.000,9000000.000,16400000.000
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,152000.000,111000.000
IncrementalCommonSharesAttributableToNonvestedSharesWithForfeitableDividends,,212000.000,221000.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,731000.000,681000.000
InterestExpense,33800000.000,32000000.000,30400000.000
LossContingencyLossInPeriod,,4400000.000,
NetIncomeLoss,83300000.000,22500000.000,29800000.000
OperatingIncomeLoss,164100000.000,70400000.000,77100000.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,,16600000.000,
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,,4100000.000,2100000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,6500000.000,-9800000.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,10100000.000,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,-21900000.000,-14800000.000
OtherCostAndExpenseOperating,700000.000,10100000.000,3400000.000
OtherExpenses,,10900000.000,6100000.000
RestructuringCharges,,6700000.000,4700000.000
SalesRevenueGoodsNet,1172600000.000,1062200000.000,1026200000.000
SellingGeneralAndAdministrativeExpense,155800000.000,116500000.000,103200000.000
ShareBasedCompensation,,5500000.000,4800000.000
WeightedAverageNumberOfDilutedSharesOutstanding,,56263000.000,56315000.000
WeightedAverageNumberOfSharesOutstandingBasic,,55168000.000,55302000.000
