,2011-02-12,2011-05-07,2011-08-27,2011-11-19,2012-02-11,2012-05-05,2012-08-25,2012-11-17,2013-02-09,2013-05-04,2013-08-31,2013-11-23,2014-02-15,2014-05-10,2014-08-30,2014-11-22,2015-02-14,2015-05-09,2015-08-29,2015-11-21,2016-02-13,2016-05-07,2016-08-27,2016-11-19,2017-02-11,2017-05-06
AccountsPayableCurrent,2524539000.000,2710081000.000,2755853000.000,2843741000.000,2824873000.000,2866580000.000,2926740000.000,3021916000.000,3034017000.000,3116557000.000,3307535000.000,3407286000.000,3477697000.000,3574921000.000,3609199000.000,3690754000.000,3716519000.000,3845129000.000,3864168000.000,3889849000.000,3912107000.000,3991030000.000,4095854000.000,4162316000.000,4114960000.000,4140690000.000
AccountsReceivableNetCurrent,140227000.000,136369000.000,140690000.000,135695000.000,144790000.000,133941000.000,161375000.000,173338000.000,160420000.000,155550000.000,171638000.000,173114000.000,191115000.000,190848000.000,200899000.000,195521000.000,196650000.000,212068000.000,247872000.000,248120000.000,295792000.000,294529000.000,287680000.000,270768000.000,246882000.000,276110000.000
AccruedIncomeTaxesCurrent,85356000.000,115591000.000,25185000.000,85222000.000,62150000.000,80718000.000,17053000.000,80532000.000,69063000.000,63161000.000,17129000.000,95466000.000,104628000.000,141801000.000,41200000.000,114550000.000,92330000.000,118107000.000,58082000.000,107818000.000,89913000.000,129127000.000,42841000.000,136963000.000,123854000.000,136019000.000
AccruedInsuranceCurrent,,,55896000.000,,,,63484000.000,,,,66133000.000,,,,74010000.000,,,,79485000.000,,,,78458000.000,,,
AccruedLiabilitiesCurrent,414502000.000,430541000.000,449327000.000,444538000.000,430588000.000,443161000.000,478085000.000,455762000.000,462858000.000,469942000.000,467831000.000,462263000.000,459227000.000,470719000.000,481894000.000,496799000.000,500904000.000,499973000.000,531561000.000,516749000.000,535237000.000,527432000.000,551625000.000,550940000.000,545458000.000,516831000.000
AccruedLiabilitiesForUnredeeemedGiftCards,,,27406000.000,,,,29060000.000,,,,32160000.000,,,,30842000.000,,,,22358000.000,,,,24129000.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1619108000.000,1655620000.000,1702997000.000,1741324000.000,1763987000.000,1798849000.000,1803833000.000,1845434000.000,1895353000.000,1931890000.000,1987164000.000,2039719000.000,2090055000.000,2129010000.000,2190199000.000,2240330000.000,2272150000.000,2321513000.000,2386075000.000,2442389000.000,2476802000.000,2537756000.000,2596861000.000,2647073000.000,2697269000.000,2756340000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,479000.000,,,,-351000.000,-361000.000,294000.000,307000.000,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,-8000000.000,-7600000.000,-7064000.000,-4200000.000,-3900000.000,-5400000.000,8130000.000,7965000.000,-7702000.000,-7447000.000,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,76705000.000,,,,93967000.000,92532000.000,-90494000.000,-88457000.000,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,-36401000.000,,,,50267000.000,,,,62500000.000,,,,57800000.000,,,,-171500000.000,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-92338000.000,-82473000.000,-119691000.000,-130644000.000,-106134000.000,-116657000.000,-152013000.000,-152462000.000,-134908000.000,-115482000.000,-120788000.000,-112087000.000,-120346000.000,-105677000.000,-128903000.000,-146151000.000,-185586000.000,-197182000.000,-249518000.000,-240395000.000,-307849000.000,-269977000.000,-307529000.000,-346203000.000,-346317000.000,-310482000.000
AdditionalPaidInCapitalCommonStock,535945000.000,557014000.000,591384000.000,628109000.000,588234000.000,629322000.000,689890000.000,760872000.000,717605000.000,775362000.000,814457000.000,845304000.000,797696000.000,819902000.000,843504000.000,881094000.000,871595000.000,914803000.000,938355000.000,994488000.000,953071000.000,998382000.000,1054647000.000,1070143000.000,1033940000.000,1063193000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,2100000.000,,,,2400000.000,,,,2900000.000,,,,2900000.000,,,,5900000.000,,,,7400000.000,,,
Assets,5765603000.000,5884878000.000,5869602000.000,5932580000.000,6056464000.000,6148854000.000,6265639000.000,6398039000.000,6662188000.000,6783041000.000,6892089000.000,7023423000.000,7262892000.000,7371802000.000,7517858000.000,7717101000.000,7949965000.000,8032440000.000,8102349000.000,8217528000.000,8366414000.000,8464105000.000,8599787000.000,8742544000.000,8902630000.000,9028264000.000
AssetsCurrent,2738115000.000,2806529000.000,2792425000.000,2842673000.000,2908564000.000,2944272000.000,2978946000.000,3062291000.000,3123368000.000,3178323000.000,3278013000.000,3370235000.000,3538498000.000,3587844000.000,3580612000.000,3707581000.000,3913863000.000,3950490000.000,3970294000.000,4053871000.000,4209813000.000,4225486000.000,4239573000.000,4368686000.000,4492767000.000,4507249000.000
AssetsNoncurrentOtherThanNoncurrentInvestmentsAndPropertyPlantAndEquipment,,,,,,,,,,,,,,,,,,655562000.000,626423000.000,626602000.000,611719000.000,619314000.000,626960000.000,623347000.000,606060000.000,616863000.000
