,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentPeriodIncreaseDecrease,,7372.000,,,,
AdjustmentForAmortization,5814.000,,0.000,0.000,,
AdministrativeFeesExpense,,,,,,63000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,357.000,1034.000,-1196.000,1430.000,-909.000,33.000
EarningsPerShareBasicAndDiluted,-0.220,0.210,,,,
EarningsPerShareDiluted,,,0.010,0.000,0.010,0.000
EffectiveIncomeTaxRateContinuingOperations,,,,,0.000,0.000
FederalIncomeTaxExpenseBenefitContinuingOperations,,,0.000,,0.000,0.000
GainLossOnSaleOfProperties,,259071.000,,,,
GainsLossesOnSalesOfAssets,,,0.000,0.000,,
GeneralAndAdministrativeExpense,136326.000,30000.000,52500.000,60000.000,60000.000,
IncomeLossFromContinuingOperations,,134032.000,133477.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,222625.000,10607.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-234640.000,,,-3586.000,11570.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,,105905.000,94870.000,-121946.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000,0.000,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,0.000,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,,,1736.000,330.000
IncomeTaxesPaid,,,0.000,,,
IncomeTaxesPaidNet,0.000,0.000,,,,
IncreaseDecreaseInAccountsPayable,,,-105794.000,98733.000,,
IncreaseDecreaseInAccountsPayableRelatedParties,819935.000,130203.000,,,-35597.000,-6230.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,0.000,,0.000,0.000,0.000,0.000
IncreaseDecreaseInAccruedInterestReceivableNet,,-241413.000,,,,
IncreaseDecreaseInDeferredIncomeTaxes,1696.000,0.000,0.000,,,
IncreaseDecreaseInIncomeTaxes,,0.000,,,,
IncreaseDecreaseInIncomeTaxesReceivable,636.000,,,,,
IncreaseDecreaseInInterestPayableNet,,70428.000,-11829.000,-101160.000,-1132.000,0.000
IncreaseDecreaseInNotesPayableCurrent,,0.000,-282468.000,-514000.000,-39765.000,0.000
IncreaseDecreaseInNotesPayableRelatedParties,,,0.000,,,
IncreaseDecreaseInNotesPayableRelatedPartiesCurrent,244577.000,,,,,
IncreaseDecreaseInNotesReceivableRelatedParties,,105890.000,,,,
IncreaseDecreaseInNotesReceivables,,,165787.000,334179.000,64653.000,0.000
IncreaseDecreaseInOtherAccountsPayable,4361.000,-35000.000,-18912.000,162.000,-2508.000,4063.000
IncreaseDecreaseInReceivables,,,241413.000,187102.000,1870.000,0.000
InterestExpense,-355720.000,-35349.000,0.000,0.000,,
InterestIncomeExpenseNet,,,240754.000,218524.000,,
InterestIncomeOperating,,241514.000,,,,
InterestIncomeOther,,,,,208012.000,206007.000
InterestPaid,0.000,,-122870.000,-109491.000,83300.000,-81861.000
InterestPaidNet,,40950.000,134699.000,,,
InvestmentIncomeInterest,240754.000,,,,,
NetCashProvidedByUsedInFinancingActivities,415108.000,0.000,-282468.000,-514000.000,-39765.000,0.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,415108.000,0.000,-282468.000,-514000.000,-39765.000,0.000
NetCashProvidedByUsedInInvestingActivities,-979880.000,105890.000,165787.000,334179.000,64653.000,0.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-979880.000,105890.000,165787.000,334179.000,64653.000,0.000
NetCashProvidedByUsedInOperatingActivities,565129.000,-104856.000,115485.000,181251.000,-25797.000,33.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,565129.000,-104856.000,115485.000,181251.000,-25797.000,33.000
NetIncomeLoss,,,10607.000,-3586.000,11570.000,2200.000
NetIncomeLossAvailableToCommonStockholdersBasic,-234640.000,,,,,
OperatingExpenses,187404.000,107482.000,107277.000,112619.000,113142.000,121946.000
OperatingIncomeLoss,121080.000,222625.000,10607.000,,,
OperatingLeasesIncomeStatementLeaseRevenue,67730.000,,,,,
OtherGeneralAndAdministrativeExpense,,37534.000,18788.000,14356.000,16365.000,17041.000
PaymentsOfFinancingCosts,-84892.000,0.000,0.000,,,
PaymentsToAcquireLand,,,0.000,,,
PaymentsToAcquireRealEstateHeldForInvestment,-979880.000,0.000,,,,
ProceedsFromLongTermCapitalLeaseObligations,,,0.000,,,
ProceedsFromNotesPayable,500000.000,,,,,
ProceedsFromSaleOfOtherRealEstate,,-259071.000,,,,
ProfessionalFees,,39948.000,35989.000,38263.000,36777.000,41905.000
ProfitLoss,-234640.000,222625.000,240754.000,-3586.000,11570.000,2200.000
Revenues,308484.000,241514.000,,218524.000,208012.000,0.000
SalesRevenueNet,308484.000,241514.000,,218524.000,208012.000,0.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,1057628.000,1057628.000
