,2015-07-31,2016-07-31
AdministrativeFeesExpense,7560.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,21328.000,-22666.000
ComprehensiveIncomeNetOfTax,-53001.000,-27621.000
CostOfGoodsAndServicesSold,9107.000,24335.000
CostOfServices,12000.000,
EarningsPerShareBasicAndDiluted,-0.010,-0.000
EffectOfExchangeRateOnCashAndCashEquivalents,-830.000,-568.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340,0.340
GeneralAndAdministrativeExpense,14197.000,12411.000
GrossProfit,6728.000,4225.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-52171.000,-35986.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,14339.000,9198.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,-14339.000,-9198.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-2241.000,16715.000
IncreaseDecreaseInAccountsReceivable,,1760.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,-10000.000
IncreaseDecreaseInOtherOperatingLiabilities,10000.000,
IssuanceOfStockAndWarrantsForServicesOrClaims,11570.000,
NetCashProvidedByUsedInFinancingActivities,55000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,55000.000,
NetCashProvidedByUsedInOperatingActivities,-32842.000,-22098.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-32842.000,-22098.000
NetIncomeLoss,-52171.000,-27053.000
NonoperatingIncomeExpense,-10000.000,
OperatingExpenses,48899.000,40211.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,-830.000,-568.000
ProceedsFromIssuanceOfCommonStock,55000.000,
ProductionCosts,4440.000,
ProfessionalFees,34702.000,27800.000
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,,6122.000
RelatedPartyTransactionSellingGeneralAndAdministrativeExpensesFromTransactionsWithRelatedParty,,5759.000
Revenues,15835.000,28560.000
SalesRevenueNet,15835.000,28560.000
StockIssuedDuringPeriodValueIssuedForServices,11570.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,5465757.000,8333346.000
