,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AllocatedShareBasedCompensationExpense,,,633000.000,,,,1369000.000,
AmortizationOfIntangibleAssets,262000.000,374000.000,823000.000,836000.000,849000.000,811000.000,787000.000,793000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,6882000.000,6544000.000,,6033000.000,5617000.000
CapitalExpendituresIncurredButNotYetPaid,,,,,,,191000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-409000.000,,,,-183000.000,
ConcentrationRiskPercentage1,,,,,,,0.800,
CostsAndExpenses,11331000.000,12043000.000,12689000.000,13220000.000,13631000.000,13210000.000,15704000.000,16460000.000
DepreciationDepletionAndAmortization,646000.000,655000.000,644000.000,768000.000,754000.000,735000.000,827000.000,816000.000
DilutiveSecurities,,,,,,,,0.000
EarningsPerShareBasicAndDiluted,,,,-0.080,-0.070,,,
EarningsPerShareDiluted,-0.110,-0.120,-0.100,-0.080,-0.070,-0.050,-0.100,-0.100
GainLossOnDispositionOfAssets,,-174000.000,,,,,,
GeneralAndAdministrativeExpense,1823000.000,1657000.000,1855000.000,1855000.000,2064000.000,2054000.000,2303000.000,3593000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-2993000.000,-3049000.000,-2494000.000,-2138000.000,-1933000.000,-1165000.000,-2774000.000,-2770000.000
IncomeTaxExpenseBenefit,3000.000,3000.000,28000.000,8000.000,10000.000,8000.000,7000.000,7000.000
IncomeTaxesPaid,,,,,,,8000.000,
IncreaseDecreaseInAccountsPayable,,,-239000.000,,,,318000.000,
IncreaseDecreaseInAccountsReceivable,,,-135000.000,,,,199000.000,
IncreaseDecreaseInAccruedLiabilities,,,-797000.000,,,,199000.000,
IncreaseDecreaseInDeferredRevenue,,,247000.000,,,,-56000.000,
IncreaseDecreaseInEmployeeRelatedLiabilities,,,-271000.000,,,,-79000.000,
IncreaseDecreaseInOtherDeferredLiability,,,-79000.000,,,,-50000.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,,,139000.000,
InvestmentIncomeInterest,18000.000,15000.000,9000.000,8000.000,7000.000,8000.000,6000.000,4000.000
NetCashProvidedByUsedInFinancingActivities,,,169000.000,,,,662000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,169000.000,,,,662000.000,
NetCashProvidedByUsedInInvestingActivities,,,731000.000,,,,-1041000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,731000.000,,,,-1041000.000,
NetCashProvidedByUsedInOperatingActivities,,,-1309000.000,,,,196000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-1309000.000,,,,196000.000,
NetIncomeLoss,-2846000.000,-2961000.000,-2522000.000,-2146000.000,-1943000.000,-1173000.000,,
NetIncomeLossAttributableToNoncontrollingInterest,-150000.000,-91000.000,,,,,,
NetIncomeLossAvailableToCommonStockholdersBasic,,,,-2146000.000,-1943000.000,,-2781000.000,-2777000.000
OperatingIncomeLoss,-3011000.000,-3064000.000,-2503000.000,-2146000.000,-1940000.000,-1173000.000,-2780000.000,-2774000.000
PaymentsToAcquirePropertyPlantAndEquipment,,,1229000.000,,,,1042000.000,
PaymentsToAcquireShortTermInvestments,,,2998000.000,,,,2999000.000,
ProceedsFromSaleOfShortTermInvestments,,,4958000.000,,,,3000000.000,
ProceedsFromStockOptionsExercised,,,259000.000,,,,844000.000,
ProfitLoss,-2996000.000,-3052000.000,-2522000.000,-2146000.000,-1943000.000,-1173000.000,-2781000.000,-2777000.000
ResearchAndDevelopmentExpense,1890000.000,2199000.000,2339000.000,2762000.000,2265000.000,2347000.000,2942000.000,3020000.000
Revenues,8320000.000,8979000.000,10186000.000,11074000.000,11691000.000,12037000.000,12924000.000,13686000.000
SalesRevenueNet,8320000.000,8979000.000,10186000.000,11074000.000,11691000.000,12037000.000,12924000.000,13686000.000
SellingAndMarketingExpense,6710000.000,6984000.000,7028000.000,6999000.000,7699000.000,7263000.000,8845000.000,8238000.000
ShareBasedCompensation,,,533000.000,,,,417000.000,
StockIssuedDuringPeriodValueShareBasedCompensation,,,259000.000,,,,,
StockIssuedDuringPeriodValueStockOptionsExercised,,,,,,,961000.000,
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,,,25741000.000,26099000.000,,26734000.000,27091000.000
WeightedAverageNumberOfSharesOutstandingBasic,,,,25741000.000,26099000.000,,26734000.000,27091000.000
WeightedAverageNumberOfSharesRestrictedStock,,,,839000.000,719000.000,,,
