,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdministrativeFeesExpense,,,,66677.000,,
FloorBrokerageExchangeAndClearanceFees,3496531.000,2400026.000,195471.000,203361.000,,
GainLossOnSaleOfCommodityContracts,-329159.000,-506083.000,2156.000,,,
GeneralPartnersCapitalAccountDistributionAmount,,,,25000.000,25000.000,25000.000
IncomeTaxExpenseBenefit,,,,,0.000,0.000
InterestAndDividendIncomeOperating,17724.000,20427.000,8290.000,3888.000,,
InterestIncomeOperating,2293.000,2713.000,,,1235.000,27531.000
InvestmentIncomeInterest,15431.000,17714.000,8290.000,3888.000,,
InvestmentIncomeNet,-5090357.000,-3515970.000,-2566232.000,-2048931.000,-1626867.000,-1133966.000
LimitedLiabilityCompanyLLCOrLimitedPartnershipLPManagingMemberOrGeneralPartnerOwnershipInterest,,0.010,0.010,0.010,0.010,0.010
ManagementFeeExpense,,,566606.000,528019.000,465347.000,322895.000
NetIncomeLoss,-8492035.000,-14953834.000,-2157874.000,3976698.000,-4404497.000,-656812.000
NetIncomeLossPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasicAndDiluted,-224.830,-430.780,-77.420,163.010,-209.320,-41.840
OperatingExpenses,5108081.000,3536397.000,2574522.000,2052819.000,1628102.000,1161497.000
OtherExpenses,81738.000,68324.000,58073.000,75594.000,,
PartnersCapitalAccountContributions,6184782.000,3383212.000,3130122.000,2518092.000,2123330.000,
PartnersCapitalAccountRedemptions,6807251.000,13693491.000,5768533.000,5950959.000,5629873.000,4877539.000
PartnersCapitalAccountUnitsContributed,3641.999,,,,,
PartnersCapitalAccountUnitsRedeemed,4143.405,,,,,
PaymentsToAcquireInvestments,,39540753.000,39540753.000,39540753.000,,
PrincipalTransactionsRevenue,,,,,-2777630.000,477154.000
ProfessionalFees,238105.000,210993.000,257133.000,302713.000,254480.000,196239.000
RealizedInvestmentGainsLosses,-1647307.000,-8918261.000,70162.000,6291570.000,-1912058.000,310089.000
SellingExpense,,,,,468257.000,325589.000
TradingActivityGainsAndLossesNet,-3401678.000,-11437864.000,408358.000,,,
TradingGainsLosses,,,,6025629.000,,
UnrealizedGainLossOnCommodityContracts,-224626.000,-202635.000,-2156.000,,,
UnrealizedGainLossOnInvestments,-1200586.000,-1810885.000,338196.000,-265941.000,-865572.000,167065.000
WeightedAverageNumberOfLimitedPartnershipAndGeneralPartnershipUnitOutstandingBasicAndDiluted,37517.794,33858.427,27174.068,24469.835,21294.540,16851.040
