,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,255.000,,,,36.000,,,,,,,,1991.000,,,,991.000,,,,151.000
CashPeriodIncreaseDecrease,,,,,,,,,,1966.000,,,,,,,,,,,,
DebtInstrumentInterestRateDuringPeriod,,,,,,0.080,,,,0.080,,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,-0.060,-0.000,-0.000,-0.000,-0.010,0.000,0.000,0.000,-0.010,0.000,0.000,0.000,-0.010,-0.000,0.000,0.000,-0.010,0.000,0.000,0.000,-0.010,0.000
GeneralAndAdministrativeExpense,153301.000,3831.000,6340.000,6499.000,6949.000,-7995.000,5909.000,5859.000,22389.000,5834.000,3959.000,3909.000,4149.000,5809.000,3209.000,3009.000,3824.000,5109.000,2916.000,2922.000,3634.000,5349.000
IncomeLossFromContinuingOperations,-153301.000,-3831.000,-6340.000,-6499.000,-6949.000,7995.000,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-155312.000,-6097.000,-8703.000,-8949.000,-9398.000,-10479.000,-8482.000,-8550.000,-9099.000,-8544.000,-6758.000,-6708.000,-6948.000,-8623.000,-6110.000,-5957.000,-6771.000,-8056.000,-5943.000,-6015.000,-6751.000,-8467.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayable,,1586.000,,,,2031.000,,,,,,,,2800.000,,,,2100.000,,,,2500.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,,,,,2800.000,,,,,,,,,,,,
IncreaseDecreaseInAccruedInterestReceivableNet,,,,,,,,,,2710.000,,,,,,,,,,,,
IncreaseDecreaseInInterestPayableNet,,2266.000,,,,2484.000,,,,,,,,2814.000,,,,2947.000,,,,3118.000
IncreaseDecreaseInNotesPayableRelatedParties,,,,,,6000.000,,,,,,,,,,,,,,,,
InterestAndDebtExpense,,,,,,604.000,,,,,,,,,,,,,,,,
InterestAndOtherIncome,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,
InterestExpense,,0.000,,,,,,,,710.000,,,,,,,,,,,,
InterestExpenseBorrowings,,,,,,,,,,1880.000,,,,,,,,,,,,
InterestExpenseOther,,,,,,1879.000,,101.000,,121.000,210.000,210.000,210.000,225.000,312.000,358.000,359.000,358.000,438.000,504.000,528.000,528.000
InterestExpenseRelatedParty,2011.000,2266.000,2363.000,2450.000,-16607.000,-2484.000,2573.000,2590.000,7557.000,2589.000,2589.000,2589.000,2589.000,2589.000,2589.000,2590.000,2588.000,2589.000,2589.000,2589.000,2589.000,2590.000
InterestPaid,,0.000,,,,,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,2500.000,,,,6000.000,,,,5000.000,,,,5000.000,,,,4000.000,,,,3000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,2500.000,,,,6000.000,,,,5000.000,,,,5000.000,,,,4000.000,,,,3000.000
NetCashProvidedByUsedInOperatingActivities,,-2245.000,,,,-5964.000,,,,-3034.000,,,,-3009.000,,,,-3009.000,,,,-2849.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-2245.000,,,,-5964.000,,,,-3034.000,,,,-3009.000,,,,-3009.000,,,,-2849.000
NetIncomeLoss,-155312.000,-6097.000,-8703.000,-8949.000,-9398.000,-10479.000,-8482.000,-8550.000,-9099.000,-8544.000,-6758.000,-6708.000,-6948.000,-8623.000,-6110.000,-5957.000,-6771.000,-8056.000,-5943.000,-6015.000,-6751.000,-8467.000
NonoperatingIncomeExpense,-2011.000,-2266.000,-2363.000,-2450.000,,,-2573.000,-2691.000,,-2710.000,-2799.000,-2799.000,,-2814.000,-2901.000,-2948.000,,-2947.000,-3027.000,-3093.000,,-3118.000
OperatingCostsAndExpenses,,,,,,,,,,,,,,,3209.000,3009.000,,5109.000,2916.000,2922.000,,
OperatingExpenses,,,,,,,5909.000,5859.000,,5834.000,,,,,,,,,,,,
OperatingIncomeLoss,,,,,,,,,,,-3959.000,-3909.000,,-5809.000,-3209.000,-3009.000,-3824.000,-5109.000,-2916.000,-2922.000,-3634.000,-5349.000
OtherExpenses,,,,,,-2484.000,,,,,,,,,,,,,,,,
OtherSignificantNoncashTransactionValueOfConsiderationReceived1,,0.000,,,,,,,,,,,,,,,,,,,,
PaymentsForRepurchaseOfCommonStock,,-0.000,,,,,,,,,,,,,,,,,,,,
PaymentsToFundLongtermLoansToRelatedParties,,,,,,,,,,35500.000,,,,,,,,,,,,
ProceedsFromContributedCapital,,0.000,,,,,,,,,,,,,,,,,,,,
ProceedsFromIssuanceOfCommonStock,,0.000,,,,,,,,,,,,,,,,,,,,
