,2011-09-30,2011-12-31,2012-03-31,2012-06-30
AdvertisingExpense,4000.000,5000.000,7000.000,8000.000
AmortizationOfDebtDiscountPremium,72000.000,,,
AmortizationOfFinancingCosts,5000.000,,,
AmortizationOfIntangibleAssets,13000.000,13000.000,13000.000,13000.000
BankOwnedLifeInsuranceIncome,16000.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-4839000.000,,,
CommonStockDividendsPerShareDeclared,0.000,0.000,0.000,0.000
ComprehensiveIncomeNetOfTax,209000.000,-1211000.000,-1673000.000,927000.000
DepreciationNonproduction,64000.000,,,
EarningsPerShareBasic,0.070,-0.550,-1.010,0.470
EarningsPerShareDiluted,0.070,-0.550,-1.010,0.470
EquipmentExpense,58000.000,53000.000,57000.000,52000.000
FederalDepositInsuranceCorporationPremiumExpense,94000.000,86000.000,84000.000,87000.000
FeesAndCommissions,157000.000,166000.000,144000.000,142000.000
GainsLossesOnSalesOfOtherAssets,,0.000,2000.000,
GainsLossesOnSalesOfOtherRealEstate,-12000.000,0.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,225000.000,-986000.000,-1894000.000,1238000.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000,210000.000
IncomeTaxesPaid,0.000,,,
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,-585000.000,,,
IncreaseDecreaseInDeposits,-4097000.000,,,
InformationTechnologyAndDataProcessing,97000.000,103000.000,105000.000,104000.000
InterestAndDividendIncomeOperating,3007000.000,2813000.000,2837000.000,2664000.000
InterestAndFeeIncomeLoansAndLeases,2734000.000,2566000.000,2570000.000,2436000.000
InterestExpense,872000.000,799000.000,741000.000,679000.000
InterestExpenseDeposits,685000.000,634000.000,576000.000,514000.000
InterestExpenseLongTermDebt,187000.000,165000.000,165000.000,165000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,1812000.000,741000.000,-272000.000,2848000.000
InterestIncomeExpenseNet,2135000.000,2014000.000,2096000.000,1985000.000
InterestPaid,938000.000,,,
LaborAndRelatedExpense,923000.000,894000.000,925000.000,971000.000
NetCashProvidedByUsedInFinancingActivities,-8258000.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-8258000.000,,,
NetCashProvidedByUsedInInvestingActivities,2562000.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,2562000.000,,,
NetCashProvidedByUsedInOperatingActivities,857000.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,857000.000,,,
NetIncomeLoss,225000.000,-986000.000,-1894000.000,1028000.000
NetIncomeLossAvailableToCommonStockholdersBasic,128000.000,-1083000.000,-1991000.000,932000.000
NoninterestExpense,1839000.000,1912000.000,1799000.000,1782000.000
NoninterestIncome,252000.000,185000.000,177000.000,172000.000
NoninterestIncomeOther,22000.000,19000.000,31000.000,21000.000
OccupancyNet,139000.000,133000.000,140000.000,130000.000
OtherComprehensiveIncomeAvailableForSaleSecuritiesTax,0.000,0.000,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,221000.000,
OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeBeforeTax,-73000.000,0.000,0.000,
OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,,,0.000,
OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeTax,,,0.000,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax,57000.000,-225000.000,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,,221000.000,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,,,0.000,
OtherNoninterestExpense,168000.000,209000.000,224000.000,199000.000
PaymentsForProceedsFromFederalHomeLoanBankStock,-185000.000,,,
PaymentsForProceedsFromLoansAndLeases,-1321000.000,,,
PaymentsToAcquireAvailableForSaleSecuritiesDebt,7978000.000,,,
PaymentsToAcquirePropertyPlantAndEquipment,16000.000,,,
PreferredStockDividendsIncomeStatementImpact,97000.000,97000.000,97000.000,96000.000
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,5556000.000,,,
ProceedsFromSaleOfAvailableForSaleSecuritiesDebt,3343000.000,,,
ProceedsFromSaleOfOtherRealEstate,151000.000,,,
ProfessionalFees,208000.000,261000.000,163000.000,123000.000
ProvisionForLoanLossesExpensed,323000.000,1273000.000,2368000.000,-863000.000
RepaymentsOfLongTermDebt,3000000.000,,,
ShareBasedCompensation,5000.000,,,
