,2011-06-30,2011-09-30,2012-03-31,2013-03-31,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AmortizationOfDebtDiscountPremium,,,0.000,,,,,,,,,,,,,,,
AmortizationOfFinancingCosts,,,,,,21493.000,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,,,,,,,,-771.000,,,,-120.000
CashPeriodIncreaseDecrease,,,0.000,-617.000,,-209.000,,,,,,,,,,,,
CostOfGoodsSold,1026198.000,0.000,0.000,,,,,,,,,,,,,,,
DebtConversionConvertedInstrumentAmount1,,,25000.000,0.000,50000.000,,,,,,,,,,,,,
DebtInstrumentConvertibleBeneficialConversionFeature,,,,159973.000,,,,,,,,,,,,,,
DepletionNonproduction,,,0.000,,,,,,,,,,,,,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,-965517.000,,,,,,,,,,,,,,,,
EarningsPerShareBasic,,,,,-0.030,,,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,0.000,-0.090,-0.020,0.000,-0.030,0.000,-0.010,0.000,0.000,0.000,0.000,0.000,-0.010,,,,,
EarningsPerShareDiluted,,,,-0.000,-0.030,,,,,,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,,,,,,,,-17180.000
GeneralAndAdministrativeExpense,,,,,,,,,,,,,,42541.000,8045.000,11577.000,28586.000,40652.000
GrossProfit,237600.000,0.000,0.000,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperations,,-3147227.000,-427988.000,-138027.000,-876409.000,-57144.000,-243964.000,-27924.000,-27405.000,-27278.000,-44052.000,-53047.000,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-967092.000,-3147227.000,-427988.000,,,,,,,,,,,-53227.000,-18919.000,-22853.000,-1439.000,-65881.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,-0.070,-0.020,0.000,,0.000,-0.010,,,,,,,,,,,
IncomeLossFromContinuingOperationsPerBasicShare,,,,,-0.030,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsPerDilutedShare,,,,-0.000,-0.030,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,,0.000,0.000,,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,0.000,,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,-0.020,0.000,0.000,,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,,0.000,,,,,,,,,,,,,,
IncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayable,,,,,,12460.000,,,,9008.000,,,,-668.000,,,,21532.000
IncreaseDecreaseInAccountsPayableRelatedParties,,,0.000,,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsReceivable,,,0.000,,,,,,,,,,,,,,,
IncreaseDecreaseInAccruedLiabilities,,,10023.000,9929.000,,20795.000,,,,18270.000,,,,10687.000,,,,8049.000
IncreaseDecreaseInCustomerDeposits,,,0.000,,,,,,,,,,,,,,,
IncreaseDecreaseInEmployeeRelatedLiabilities,,,0.000,,,,,,,,,,,,,,,
IncreaseDecreaseInInventories,,,0.000,,,,,,,,,,,,,,,
IncreaseDecreaseInOtherAccountsPayable,,,38965.000,11966.000,,,,,,,,,,,,,,
IncreaseDecreaseInOtherCurrentAssets,,,0.000,,,,,,,,,,,,,,,
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,,,0.000,,,,,,,,,,,,,,
IncrementalCommonSharesAttributableToConversionOfDebtSecurities,,,,0.000,,,,,,,,,,,,,,
InterestExpense,-196160.000,-78070.000,10023.000,14161.000,37550.000,42287.000,176123.000,17786.000,-144852.000,18270.000,17728.000,17225.000,,,,,,
InterestExpenseBorrowings,,,,,,,,,,,,,,1088.000,1088.000,1100.000,1100.000,1079.000
InterestExpenseDebt,,,,,,,,,,,,,,10686.000,10874.000,11276.000,11112.000,8049.000
InterestPaid,,,0.000,0.000,,,,,,,,,,,,,,
InvestmentIncomeInterest,0.000,0.000,0.000,,,,,,,,,,,,,,,
IssuanceOfStockAndWarrantsForServicesOrClaims,,,0.000,,,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,0.000,0.000,,,,,,,,,,42437.000,,,,19000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,0.000,0.000,,,,,,,,,,42437.000,,,,19000.000
NetCashProvidedByUsedInInvestingActivities,,,0.000,0.000,,,,,,,,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,0.000,0.000,,,,,,,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,,0.000,-617.000,,-209.000,,,,,,,,-43208.000,,,,-19120.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,0.000,-617.000,,-209.000,,,,,,,,-43208.000,,,,-19120.000
NetIncomeLoss,-967092.000,-4112744.000,-427988.000,-138027.000,-876409.000,-57144.000,-243964.000,-27924.000,-27405.000,-27278.000,-44052.000,-53047.000,-39457.000,-53227.000,-18919.000,-22853.000,-1439.000,-65881.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,,,-57144.000,-243964.000,-27924.000,,,,,,,,,,
NetIncomeLossAvailableToCommonStockholdersDiluted,,,,,,-57144.000,,,,,,,,,,,,
NonoperatingGainsLosses,,,,,,,,,,,,,,-10686.000,-10874.000,,,-25229.000
NonoperatingIncomeExpense,-196160.000,-78070.000,-10023.000,-14161.000,-37550.000,,,,,,,,,,,,,
NotesIssued1,,,,,,9975.000,,,,,,,,,,,,
OperatingExpenses,,,,123866.000,838859.000,14857.000,67841.000,10138.000,-15805.000,9008.000,26324.000,35822.000,29165.000,42541.000,8045.000,11577.000,28586.000,40652.000
OperatingIncomeLoss,-770932.000,-3069157.000,-417965.000,-123866.000,-838859.000,-14857.000,-67841.000,-10138.000,15805.000,-9008.000,-26324.000,-35822.000,-29165.000,-42541.000,-8045.000,-11577.000,-28586.000,-40652.000
PaymentsToAcquirePropertyPlantAndEquipment,,,0.000,,,,,,,,,,,,,,,
ProceedsFromNotesPayable,,,,,,,,,,,,,,46000.000,,0.000,,19000.000
ProceedsFromOtherShortTermDebt,,,,,,,,,,,,,,16650.000,,,,
ProceedsFromRelatedPartyDebt,,,,,,10000.000,,,,,,,,,,,,
ProceedsFromRepaymentsOfLinesOfCredit,,,0.000,,,,,,,,,,,,,,,
ProceedsFromRepaymentsOfShortTermDebt,,,0.000,,,,,,,,,,,,,,,
ProceedsFromStockPlans,,,0.000,,,,,,,,,,,,,,,
ProvisionForDoubtfulAccounts,,,0.000,79973.000,,,,,,,,,,,,,,
RepaymentsOfLongTermDebt,,,0.000,,,,,,,,,,,,,,,
RepaymentsOfRelatedPartyDebt,,,,,,10000.000,,,,,,,,20213.000,,,,
SalesRevenueGoodsNet,1263798.000,0.000,0.000,0.000,,,,,,,,,,,,,,
