,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31
AccountsPayableCurrent,268495.000,317165.000,199930.000,83376.000,60772.000,59796.000,79622.000,142990.000,159824.000,102526.000,172617.000,126135.000,212596.000,178368.000,139879.000,148784.000,167075.000,87876.000,108157.000,179753.000,137477.000,105600.000
AccountsReceivableNetCurrent,522575.000,519668.000,440053.000,626035.000,496408.000,603509.000,419697.000,594012.000,616665.000,486165.000,544609.000,575955.000,526697.000,514842.000,399148.000,548168.000,430141.000,438430.000,628135.000,483393.000,516773.000,418182.000
AccruedLiabilitiesCurrent,251211.000,258185.000,250623.000,247260.000,229820.000,225374.000,221720.000,248151.000,317625.000,202207.000,203353.000,203849.000,192012.000,211275.000,189672.000,201837.000,176748.000,199360.000,190077.000,157126.000,191608.000,174102.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,204463.000,160143.000,232917.000,227401.000,149953.000,136488.000,88657.000,74107.000,-66024.000,9780.000,-257.000,-101217.000,-266044.000,-267868.000,-364631.000,-382387.000,-401696.000,-332781.000,-336377.000,-369746.000,-350508.000,-381169.000
AdditionalPaidInCapital,8750624.000,9008981.000,9008957.000,9008929.000,9008929.000,8911269.000,8929384.000,8952164.000,8885605.000,8949484.000,9061325.000,9068522.000,9074636.000,9080472.000,9122132.000,9634405.000,9641276.000,9653678.000,9666080.000,9678482.000,9690884.000,9703286.000
AllowanceForDoubtfulAccountsReceivableCurrent,22070.000,18506.000,6053.000,9070.000,9747.000,11605.000,11392.000,8495.000,3143.000,5535.000,5513.000,6129.000,5601.000,8029.000,6058.000,5985.000,7018.000,9304.000,4049.000,2645.000,1891.000,1958.000
Assets,3017326.000,3642033.000,3793002.000,3818440.000,3592178.000,3638841.000,3657656.000,3767690.000,3237783.000,3310606.000,3401206.000,3185186.000,2771984.000,2604414.000,1537190.000,1932628.000,1817939.000,1851665.000,1850876.000,1953318.000,1894416.000,1974627.000
AssetsCurrent,1937084.000,2082616.000,2153099.000,2264434.000,2106172.000,2239001.000,2217187.000,2336583.000,1860981.000,1891837.000,1875326.000,1751953.000,1345366.000,1100987.000,936157.000,1356027.000,1278742.000,1341860.000,1481288.000,1661784.000,1662953.000,1742452.000
CapitalLeaseObligationsCurrent,0.000,0.000,0.000,,,,,,,,,,4967.000,5444.000,5205.000,4828.000,4867.000,5151.000,5240.000,5222.000,5403.000,7228.000
CapitalLeaseObligationsNoncurrent,,,,,,,,,,,,,14115.000,13751.000,12071.000,10571.000,9075.000,7967.000,6472.000,4853.000,3405.000,0.000
