,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableCurrent,13390.000,7585.000,19252.000,18300.000,21628.000,34400.000,20482.000,21052.000,34526.000,32008.000
AccountsPayableRelatedParties,1993268.000,2050487.000,2069448.000,2163953.000,2044501.000,2112229.000,2051979.000,2148686.000,,
AccountsPayableRelatedPartiesCurrent,,,,,,,,,2207296.000,2075710.000
AdditionalPaidInCapital,106707.000,106707.000,106707.000,106707.000,106707.000,106707.000,106707.000,106707.000,106707.000,106707.000
AssetsCurrent,21826.000,20027.000,8841.000,19364.000,12256.000,12702.000,9580.000,6468.000,8968.000,8844.000
CashAndCashEquivalentsAtCarryingValue,10034.000,13465.000,2572.000,11443.000,7046.000,7150.000,4997.000,1013.000,2378.000,1517.000
CommonStockValue,111554.000,111554.000,111554.000,111554.000,111554.000,111554.000,111554.000,111554.000,111554.000,111554.000
Liabilities,2006658.000,2058072.000,2088700.000,2182253.000,2066129.000,2146629.000,2072461.000,2169738.000,2241822.000,
LiabilitiesAndStockholdersEquity,21826.000,20027.000,8841.000,19364.000,12256.000,12702.000,9580.000,6468.000,8968.000,8844.000
LiabilitiesCurrent,,,,,,,,,,2107718.000
PrepaidExpense,1376.000,500.000,,,,,,,,
PropertyPlantAndEquipmentGross,1383.000,1269.000,1159.000,1073.000,140.000,129.000,118.000,108.000,97.000,
ReceivablesNetCurrent,9033.000,4793.000,5110.000,6848.000,5070.000,5423.000,4465.000,5347.000,6493.000,7327.000
RetainedEarningsAccumulatedDeficit,-1754410.000,-1785220.000,-1852048.000,-1904144.000,-2061948.000,-2102721.000,-2125275.000,-2145416.000,-2178876.000,-2207902.000
StockholdersEquity,-1984832.000,-2038045.000,-2079859.000,-2162889.000,-2053873.000,-2133927.000,-2062881.000,-2163270.000,-2232854.000,-2098874.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-1984832.000,-2038045.000,-2079859.000,-2162889.000,-2053873.000,-2133927.000,-2062881.000,-2163270.000,-2232854.000,
TranslationAdjustmentFunctionalToReportingCurrencyNetOfTax,-353719.000,-471086.000,-446072.000,-477006.000,-210186.000,-249467.000,-155867.000,-236115.000,-272239.000,-109233.000
