,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,25377000.000,30565000.000,40358000.000,36260000.000,41349000.000,49366000.000,60592000.000,55419000.000,59103000.000,60299000.000,67316000.000,70937000.000,74742000.000,68961000.000,53774000.000,57829000.000,64633000.000,66694000.000
AccountsPayableAndAccruedLiabilitiesNoncurrent,,,4125000.000,,2750000.000,2750000.000,2750000.000,1375000.000,1375000.000,1375000.000,1375000.000,0.000,0.000,0.000,0.000,,,
AccountsPayableCurrent,4125000.000,4125000.000,,2750000.000,16507000.000,19847000.000,21390000.000,21934000.000,25874000.000,23810000.000,29699000.000,33737000.000,32979000.000,34268000.000,28989000.000,26894000.000,28560000.000,35204000.000
AccountsPayableTradeCurrent,,,,,5851000.000,4980000.000,8067000.000,7921000.000,7583000.000,8241000.000,6774000.000,6030000.000,7471000.000,10265000.000,4007000.000,3427000.000,3533000.000,4238000.000
AccountsReceivableNetCurrent,12616000.000,18113000.000,20030000.000,20345000.000,17678000.000,28573000.000,30323000.000,33056000.000,30128000.000,40120000.000,45307000.000,45118000.000,46792000.000,59642000.000,40065000.000,51600000.000,38525000.000,44382000.000
AccruedIncomeTaxesCurrent,1179000.000,2930000.000,217000.000,217000.000,159000.000,224000.000,110000.000,110000.000,110000.000,110000.000,,,,,,,,
AccruedMarketingCostsCurrent,,,,,2569000.000,4926000.000,3226000.000,5199000.000,4230000.000,2515000.000,1359000.000,3951000.000,,,3125000.000,5373000.000,5695000.000,4425000.000
AccruedPayrollTaxesCurrent,,,,,,2591000.000,3264000.000,1703000.000,2602000.000,4090000.000,4282000.000,6271000.000,7566000.000,4681000.000,2590000.000,6635000.000,5753000.000,6357000.000
AccruedProfessionalFeesCurrent,,,,,3511000.000,2451000.000,3371000.000,2414000.000,1277000.000,1721000.000,2007000.000,,,,,,,
AccruedSalesCommissionCurrent,,,,,,1194000.000,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,5923000.000,7096000.000,8300000.000,9550000.000,10751000.000,12096000.000,13761000.000,15610000.000,17498000.000,19481000.000,21429000.000,23159000.000,25453000.000,26423000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,-1429000.000,-1260000.000,-807000.000,-1258000.000,-291000.000,-629000.000,-1072000.000,-1811000.000,-1319000.000,-3234000.000,-4421000.000,-3523000.000,-4326000.000,-5837000.000,-9183000.000,-8016000.000,-11348000.000
AdditionalPaidInCapitalCommonStock,537681000.000,538571000.000,539432000.000,540992000.000,542899000.000,548078000.000,548470000.000,550320000.000,552237000.000,557114000.000,560120000.000,565656000.000,568824000.000,572118000.000,574721000.000,577417000.000,580334000.000,581791000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,1016000.000,,,
AllowanceForDoubtfulAccountsReceivableCurrent,236000.000,288000.000,343000.000,388000.000,331000.000,574000.000,656000.000,867000.000,633000.000,812000.000,1111000.000,1100000.000,1162000.000,1179000.000,1362000.000,1080000.000,1197000.000,1039000.000
Assets,444609000.000,516214000.000,521632000.000,524213000.000,528221000.000,678487000.000,681954000.000,685117000.000,692541000.000,726751000.000,775483000.000,782372000.000,793039000.000,657701000.000,646592000.000,645910000.000,652270000.000,644257000.000
