,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AccountsAndNotesReceivableNet,,,,,,,478000.000,456000.000,448000.000,413000.000,
AccountsPayableRelatedPartiesCurrentAndNoncurrent,22000.000,18000.000,78000.000,36000.000,10000.000,7000.000,68000.000,27000.000,23000.000,42000.000,
AccountsReceivableNet,206000.000,159000.000,204000.000,265000.000,394000.000,530000.000,,,,,
AllowanceForDoubtfulAccountsReceivable,1000.000,,,,,3000.000,1000.000,0.000,0.000,0.000,0.000
Assets,5365000.000,5549000.000,4017000.000,4273000.000,4577000.000,4910000.000,4210000.000,4336000.000,4616000.000,4866000.000,
CashAndCashEquivalentsAtCarryingValue,1175000.000,1587000.000,205000.000,515000.000,798000.000,1107000.000,542000.000,768000.000,1133000.000,1497000.000,
DeferredRevenueLeasesNet,19000.000,15000.000,7000.000,4000.000,11000.000,3000.000,3000.000,5000.000,4000.000,15000.000,
Liabilities,131000.000,126000.000,172000.000,121000.000,90000.000,178000.000,216000.000,179000.000,188000.000,186000.000,
LiabilitiesAndStockholdersEquity,,,,,,,,4336000.000,4616000.000,4866000.000,
LimitedPartnersCapitalAccount,5234000.000,5423000.000,3845000.000,4152000.000,4487000.000,4732000.000,3994000.000,4157000.000,4428000.000,4680000.000,
LimitedPartnersCapitalAccountUnitsAuthorized,,,,,12500000.000,12500000.000,12500000.000,12500000.000,12500000.000,12500000.000,12500000.000
LimitedPartnersCapitalAccountUnitsIssued,,,,,12478676.000,12478676.000,12478676.000,12478676.000,12478676.000,12478676.000,12478676.000
LimitedPartnersCapitalAccountUnitsOutstanding,,,,,12478676.000,12478676.000,12478676.000,12478676.000,12478676.000,12478676.000,12478676.000
OperatingLeasesFutureMinimumPaymentsReceivable,,,,,3786000.000,3178000.000,2785000.000,2697000.000,2188000.000,1669000.000,1475000.000
OperatingLeasesFutureMinimumPaymentsReceivableInFourYears,,,,,,,,,,,75000.000
OperatingLeasesFutureMinimumPaymentsReceivableInThreeYears,,,,,88000.000,88000.000,88000.000,86000.000,86000.000,86000.000,176000.000
OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears,,,,,1143000.000,1143000.000,1143000.000,1139000.000,1139000.000,1133000.000,1224000.000
OtherAccountsPayableAndAccruedLiabilities,90000.000,93000.000,87000.000,81000.000,69000.000,168000.000,145000.000,147000.000,161000.000,129000.000,
PartnersCapital,5234000.000,5423000.000,3845000.000,4152000.000,4487000.000,4732000.000,3994000.000,4157000.000,4428000.000,4680000.000,
PrepaidExpenseAndOtherAssets,1000.000,4000.000,3000.000,,7000.000,11000.000,8000.000,7000.000,6000.000,10000.000,
PrepaidExpenseCurrentAndNoncurrent,,,,3000.000,,,,,,,
PropertySubjectToOrAvailableForOperatingLeaseNet,,,,,3373000.000,3257000.000,3115000.000,3038000.000,2962000.000,2866000.000,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,4157000.000,4428000.000,4680000.000,
