,2012-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-31497000.000
DepreciationAmortizationAndAccretionNet,-251000.000
DividendsPreferredStockCash,2018000.000
GeneralAndAdministrativeExpense,92000.000
IncreaseDecreaseInAccruedInterestReceivableNet,-92000.000
IncreaseDecreaseInOtherAccountsPayable,0.000
IncreaseDecreaseInPrepaidExpense,26000.000
InterestAndDividendIncomeOperating,3912000.000
InterestAndFeeIncomeLoansAndLeasesHeldInPortfolio,3891000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,3957000.000
InterestIncomeMoneyMarketDeposits,21000.000
NetCashProvidedByUsedInFinancingActivities,-58173000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-58173000.000
NetCashProvidedByUsedInInvestingActivities,23563000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,23563000.000
NetCashProvidedByUsedInOperatingActivities,3113000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,3113000.000
NetIncomeLoss,3840000.000
NetIncomeLossAvailableToCommonStockholdersBasic,667000.000
OperatingExpenses,117000.000
PaymentsForRepurchaseOfRedeemablePreferredStock,56155000.000
PaymentsOfDividendsPreferredStockAndPreferenceStock,2018000.000
PreferredStockDividendsAndOtherAdjustments,3173000.000
ProceedsFromPrincipalRepaymentsOnLoansAndLeasesHeldForInvestment,23563000.000
ProvisionForLoanLeaseAndOtherLosses,-45000.000
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,25000.000
StockRedeemedOrCalledDuringPeriodValue,56155000.000
