,2011-12-31,2012-12-31,2013-12-31
AmortizationOfFinancingCosts,-84000.000,83000.000,84000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,0.000,0.000,0.000
GeneralAndAdministrativeExpense,-22000.000,27000.000,20000.000
IncreaseDecreaseInAccruedInterestReceivableNet,-202000.000,-203000.000,-203000.000
IncreaseDecreaseInInterestPayableNet,-202000.000,-203000.000,-203000.000
IncreaseDecreaseInOtherCurrentAssets,-8000.000,10000.000,-10000.000
IncreaseDecreaseInOtherCurrentLiabilities,-8000.000,10000.000,-10000.000
InterestExpense,-3449000.000,2638000.000,1826000.000
InterestIncomeOperating,3533000.000,2721000.000,1910000.000
InterestPaid,3651000.000,2841000.000,2029000.000
NetCashProvidedByUsedInFinancingActivities,-9526000.000,-9526000.000,9526000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-9526000.000,-9526000.000,9526000.000
NetCashProvidedByUsedInInvestingActivities,9442000.000,9443000.000,9442000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,9442000.000,9443000.000,9442000.000
NetCashProvidedByUsedInOperatingActivities,84000.000,83000.000,84000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,84000.000,83000.000,84000.000
NetIncomeLoss,0.000,0.000,0.000
OperatingExpenses,-3555000.000,2748000.000,1930000.000
OtherNonoperatingIncomeExpense,0.000,0.000,
ProceedsFromCollectionOfLoansReceivable,9442000.000,9443000.000,9442000.000
ReceivableWithImputedInterestEffectiveYieldInterestRate,,0.085,0.085
RepaymentsOfNotesPayable,9526000.000,9526000.000,-9526000.000
Revenues,3555000.000,2748000.000,1930000.000
SalesRevenueNet,3555000.000,2748000.000,1930000.000
