,2011-06-30,2011-09-30,2011-12-31,2012-03-31
AssetImpairmentCharges,,31000000.000,0.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-28800000.000,,,
CostOfRevenue,800000.000,900000.000,200000.000,400000.000
DeferredIncomeTaxExpenseBenefit,3300000.000,,,
DepreciationDepletionAndAmortization,6200000.000,,,
DerivativeGainLossOnDerivativeNet,,28900000.000,-600000.000,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,0.000,-8800000.000,0.000,400000.000
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,0.000,0.000,0.000,0.000
DiscontinuedOperationTaxEffectOfIncomeLossFromDisposalOfDiscontinuedOperation,0.000,0.000,0.000,0.000
EarningsPerShareBasic,0.390,,,
EarningsPerShareBasicAndDiluted,,-0.920,-0.630,
EarningsPerShareDiluted,0.260,,,
EffectOfExchangeRateOnCashAndCashEquivalents,-200000.000,,,
GainLossOnDispositionOfAssets,0.000,,,
GainLossOnSaleOfOtherAssets,,-800000.000,,
GainsLossesOnExtinguishmentOfDebt,,,0.000,
GrossProfit,5200000.000,3600000.000,4900000.000,7200000.000
ImpairmentOfIntangibleAssetsFinitelived,0.000,,,
IncomeLossFromContinuingOperations,22100000.000,-46800000.000,-37800000.000,-35500000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,25400000.000,-43700000.000,-36000000.000,-33700000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,-0.780,-0.630,
IncomeLossFromContinuingOperationsPerBasicShare,0.370,,,
IncomeLossFromContinuingOperationsPerDilutedShare,0.250,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,1400000.000,800000.000,0.000,1900000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,0.010,0.000,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,0.020,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,0.010,,,
IncomeLossFromDispositionOfDiscontinuedOperationsForOtherStockPerBasicShare,0.000,-0.150,0.000,0.010
IncomeTaxExpenseBenefit,3300000.000,3100000.000,1800000.000,1800000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-3600000.000,,,
IncreaseDecreaseInInventories,2500000.000,,,
IncreaseDecreaseInOtherOperatingCapitalNet,19600000.000,,,
IncreaseDecreaseInReceivables,-22400000.000,,,
InterestAndOtherIncome,2400000.000,-100000.000,900000.000,1600000.000
InterestExpense,9800000.000,9600000.000,10000000.000,9800000.000
InterestPaid,3000000.000,,,
NetCashProvidedByUsedInFinancingActivities,-600000.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-600000.000,,,
NetCashProvidedByUsedInInvestingActivities,2300000.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,2300000.000,,,
NetCashProvidedByUsedInOperatingActivities,-30300000.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-30300000.000,,,
NetIncomeLoss,23500000.000,-54800000.000,-37800000.000,-33200000.000
NonoperatingIncomeExpense,53500000.000,19200000.000,-9700000.000,-9800000.000
OperatingExpenses,33300000.000,66500000.000,31200000.000,31100000.000
OperatingIncomeLoss,-28100000.000,-62900000.000,-26300000.000,-23900000.000
PaymentsToAcquirePropertyPlantAndEquipment,200000.000,,,
PreferredStockDividendRatePercentage,0.070,,,
ProceedsFromDivestitureOfBusinesses,0.000,,,
ProceedsFromRepaymentsOfDebt,-600000.000,,,
ProceedsFromSaleAndMaturityOfMarketableSecurities,2500000.000,,,
ProceedsFromSaleOfPropertyPlantAndEquipment,0.000,,,
ProceedsFromStockOptionsExercised,100000.000,,,
ProductWarrantyExpense,-60900000.000,,,
ResearchAndDevelopmentExpense,2800000.000,3800000.000,5500000.000,4000000.000
Revenues,6000000.000,4500000.000,5100000.000,7600000.000
SalesRevenueNet,6000000.000,4500000.000,5100000.000,7600000.000
SellingGeneralAndAdministrativeExpense,30500000.000,30900000.000,25700000.000,27300000.000
