,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableRelatedPartiesCurrent,44690.000,11865.000,7602.000,36059.000,6439.000,10861.000,10314.000,14441.000,4860.000,18288.000,10785.000,7033.000,628.000,20703.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,642801.000,664636.000,438458.000,,,,,,,,,,,
AdvanceRent,,,,9268.000,0.000,,,9268.000,9268.000,9267.000,,9268.000,9268.000,9268.000
Assets,4615449.000,4618029.000,4537684.000,4332572.000,4213706.000,2833495.000,2516398.000,2478721.000,2410007.000,2363071.000,2234155.000,2169936.000,2112333.000,1965760.000
AssetsCurrent,,,,,,,,,,,,,391936.000,
BuildingsAndImprovementsGross,,,,1743839.000,1743839.000,1743839.000,1126519.000,1126519.000,1126519.000,1126519.000,1126519.000,1126519.000,1126519.000,13104.000
CapitalUnits,,,,1000.000,,,,,,,,,,
Cash,787442.000,1311023.000,1252742.000,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,,2193321.000,2088872.000,723078.000,684674.000,656385.000,597059.000,559511.000,494982.000,440151.000,386393.000,815644.000
DeferredRentCreditCurrent,,9268.000,,,,,,,,,,,,
DividendsPayableCurrent,92524.000,92524.000,698583.000,82932.000,1395456.000,65147.000,65147.000,65147.000,65147.000,62933.000,62933.000,37072.000,37072.000,37072.000
GeneralPartnersCapitalAccount,732.000,1331.000,1264.000,4992.000,4224.000,4219.000,4162.000,3651.000,3060.000,2478.000,807.000,369.000,-353.000,322.000
InventoryRealEstateHeldForSale,498378.000,0.000,1131105.000,0.000,0.000,0.000,467000.000,467000.000,467000.000,467000.000,412000.000,412000.000,412000.000,1131000.000
InvestmentBuildingAndBuildingImprovements,,,,,,,1126519.000,,,,1126519.000,,,
Land,1351917.000,1351661.000,848456.000,848456.000,848456.000,848456.000,501902.000,501902.000,501902.000,501902.000,501902.000,501902.000,501902.000,15314.000
LandAndLandImprovements,,,,,,,501902.000,,,,501902.000,,,
LiabilitiesAndStockholdersEquity,4615449.000,4618029.000,4537684.000,4332572.000,4213706.000,2833495.000,2516398.000,2478721.000,2410007.000,2363071.000,2234155.000,2169936.000,2112333.000,1965760.000
LiabilitiesCurrent,137214.000,113657.000,706185.000,128259.000,1401895.000,76008.000,75461.000,88856.000,79275.000,90488.000,73718.000,53373.000,46968.000,67043.000
LimitedPartnersCapitalAccount,4477503.000,4503041.000,3830235.000,4199321.000,2807587.000,2753268.000,2436775.000,2386214.000,2327672.000,2270105.000,2159630.000,2116194.000,2065718.000,1898395.000
LimitedPartnersCapitalAccountUnitsAuthorized,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000,,,,,
LimitedPartnersCapitalAccountUnitsIssued,21152.000,21152.000,21152.000,21152.000,21152.000,21152.000,20166.000,20166.000,20166.000,,,,,
LimitedPartnersCapitalAccountUnitsOutstanding,20166.000,20166.000,20166.000,20166.000,20166.000,20166.000,20166.000,20166.000,20166.000,,,,,
OperatingLeasesFutureMinimumPaymentsReceivable,,,,,,,1563965.000,,,,1027316.000,,,
OperatingLeasesFutureMinimumPaymentsReceivableCurrent,,,,,,,183008.000,,,,139705.000,,,
OperatingLeasesFutureMinimumPaymentsReceivableInFiveYears,,,,,,,195234.000,,,,151931.000,,,
OperatingLeasesFutureMinimumPaymentsReceivableInFourYears,,,,,,,195234.000,,,,151931.000,,,
OperatingLeasesFutureMinimumPaymentsReceivableInThreeYears,,,,,,,188389.000,,,,151931.000,,,
OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears,,,,,,,183008.000,,,,145086.000,,,
OperatingLeasesFutureMinimumPaymentsReceivableThereafter,,,,,,,619092.000,,,,286732.000,,,
PartnersCapital,4478235.000,4504372.000,3831499.000,4204313.000,2811811.000,2757487.000,2440937.000,2389865.000,2330732.000,2272583.000,2160437.000,2116563.000,2065365.000,1898717.000
PrepaidExpenseCurrent,,,,,,,,,,,,,5543.000,
PropertyPlantAndEquipmentNet,3329629.000,3307006.000,2153837.000,,,,,,,,,,,
RealEstateAndAccumulatedDepreciationAccumulatedDepreciation,,,,,,,263697.000,,,,301248.000,,,
RealEstateGrossAtCarryingValue,,,,,,,1628421.000,,,,1628421.000,,,
RealEstateInvestmentPropertyAccumulatedDepreciation,,,,453044.000,467461.000,481878.000,263697.000,273085.000,282473.000,291861.000,301248.000,310636.000,320024.000,9302.000
RealEstateInvestmentPropertyNet,,,,2139251.000,2124834.000,2110417.000,1364724.000,1355336.000,1345948.000,1336560.000,1327173.000,1317785.000,1308397.000,19116.000
RealEstateInvestments,3828007.000,3307006.000,3284942.000,2139251.000,2124834.000,2110417.000,1831724.000,1822336.000,1812948.000,1803560.000,1739173.000,1729785.000,1720397.000,1150116.000
