,2011-08-31,2012-02-29,2012-05-31
CashPeriodIncreaseDecrease,,5336.000,
CostOfGoodsAndServicesSold,,5562.000,0.000
CostsAndExpenses,202205.000,160933.000,402894.000
DepreciationAndAmortization,,0.000,0.000
DiscontinuedOperationAmountOfOtherIncomeLossFromDispositionOfDiscontinuedOperationNetOfTax,,,2648735.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,1132.000
EarningsPerShareBasic,,,0.150
EarningsPerShareBasicAndDiluted,,0.000,
EarningsPerShareDiluted,,,0.110
EffectOfExchangeRateOnCashAndCashEquivalents,,34.000,
GeneralAndAdministrativeExpense,99688.000,155371.000,310094.000
IncomeLossFromContinuingOperations,,,-402894.000
IncomeLossFromContinuingOperationsPerBasicShare,,,-0.030
IncomeLossFromContinuingOperationsPerDilutedShare,,,-0.020
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,2649867.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,0.180
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,0.130
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,78255.000,
IncreaseDecreaseInAccountsReceivable,,-5321.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,-5053.000,
InterestExpense,-34989.000,35361.000,0.000
InterestPaid,,0.000,
NetCashProvidedByUsedInFinancingActivities,,431.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,431.000,
NetCashProvidedByUsedInOperatingActivities,,4871.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,4871.000,
NetIncomeLoss,,-189863.000,2246973.000
NonoperatingIncomeExpense,,-35361.000,0.000
OperatingIncomeLoss,,-154502.000,-402894.000
ProceedsFromBankDebt,,0.000,
ProceedsFromIssuanceOfCommonStock,,0.000,
ProceedsFromRelatedPartyDebt,,533.000,
ResearchAndDevelopmentExpense,,,92800.000
Revenues,16566.000,6431.000,0.000
SalesRevenueNet,16566.000,6431.000,0.000
ShareBasedCompensation,,75460.000,
WeightedAverageNumberOfDilutedSharesOutstanding,,,20840944.000
WeightedAverageNumberOfSharesIssuedBasic,68257113.000,,
WeightedAverageNumberOfSharesOutstandingBasic,,,14554662.000
