,2011-03-31
AccountsPayableCurrent,42412000.000
AccountsReceivableNetCurrent,108036000.000
AccruedLiabilitiesCurrent,109391000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-135000.000
Assets,1192653000.000
AssetsCurrent,783583000.000
CashAndCashEquivalentsAtCarryingValue,153461000.000
CommonStockValue,808390000.000
Goodwill,221961000.000
IntangibleAssetsNetExcludingGoodwill,143643000.000
InventoryNet,95536000.000
LiabilitiesAndStockholdersEquity,1192653000.000
LiabilitiesCurrent,151803000.000
LongTermInvestments,12677000.000
MarketableSecuritiesCurrent,403038000.000
PropertyPlantAndEquipmentNet,21084000.000
RetainedEarningsAccumulatedDeficit,141944000.000
StockholdersEquity,950199000.000
