,2011-06-30,2011-09-30
CostOfGoodsSold,4577000.000,4479000.000
EarningsPerShareBasic,0.020,0.030
EarningsPerShareDiluted,0.020,0.030
GrossProfit,2244000.000,2216000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,349000.000,235000.000
IncomeTaxExpenseBenefit,169000.000,21000.000
NetIncomeLoss,180000.000,214000.000
OperatingExpenses,1895000.000,1981000.000
OperatingIncomeLoss,349000.000,235000.000
Revenues,6821000.000,6695000.000
SalesRevenueNet,6821000.000,6695000.000
WeightedAverageNumberOfDilutedSharesOutstanding,8156000.000,8125000.000
WeightedAverageNumberOfSharesOutstandingBasic,7867000.000,7880000.000
