,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,103100.000,157200.000,519000.000
AccruedLiabilitiesCurrent,78900.000,63800.000,83100.000,75800.000,52800.000,62400.000,67100.000,14300.000,9800.000,21100.000,17700.000,25100.000,14100.000,19100.000,18100.000,23000.000,17800.000,26400.000,35100.000,41300.000,36800.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,1244400.000,1108300.000,227300.000,178100.000,151700.000,83000.000,59000.000,9600.000,2200.000,-5500.000,-31000.000,-39300.000,-42900.000,-31300.000,25000.000,19700.000,14000.000,9100.000,5600.000,4100.000,2200.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,
AssetRetirementObligation,4859200.000,4930000.000,5332000.000,5400000.000,5467800.000,5535800.000,5520200.000,5595300.000,5670300.000,5745300.000,5257000.000,5335000.000,5412500.000,5460900.000,7352800.000,7457900.000,7563100.000,7668300.000,7772800.000,7827600.000,7882700.000
Assets,43187300.000,41585900.000,24428200.000,23225700.000,22193300.000,21451800.000,18771300.000,18012600.000,17371300.000,16580300.000,15521200.000,15550500.000,14902000.000,14358100.000,8390400.000,8097600.000,7734700.000,5119000.000,5065900.000,4972500.000,5139400.000
AssetsCurrent,4262400.000,3905700.000,2739600.000,2209100.000,1811200.000,1732700.000,1766800.000,1679500.000,1727500.000,1595500.000,1447300.000,1780600.000,1416400.000,1222600.000,966900.000,801100.000,573300.000,527800.000,343200.000,284600.000,264600.000
AssetsFairValueDisclosureNonrecurring,,,,,,,,0.000,,,,,0.000,0.000,,0.000,0.000,0.000,,,
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,,,,,,,190437500.000,,,,192765800.000,,,,200014400.000,,,,202446200.000,,
CapitalizedCostsOilAndGasProducingActivitiesNet,,,,,,,16917900.000,,,,14034800.000,,,,7378100.000,,,,4533300.000,,
CapitalizedCostsSupportEquipmentAndFacilities,,,,,,,3883100.000,,,,3883100.000,,,,3854800.000,,,,3843500.000,,
CapitalizedCostsWellsAndRelatedEquipmentAndFacilities,,,,,,,203472300.000,,,,202917500.000,,,,203537700.000,,,,203136000.000,,
Cash,,,,,,,,,,,,,,,,,,,,0.000,0.000
CashAndCashEquivalentsAtCarryingValue,585100.000,652000.000,378200.000,303400.000,190000.000,118400.000,153400.000,273700.000,234800.000,100.000,244800.000,100.000,200.000,100.000,100.000,100.000,100.000,13300.000,0.000,,
CashEquivalentsAtCarryingValue,,,,,,,,,,,284600.000,,,,,,,,,,
CashUninsuredAmount,,,,,,,,,,,34600.000,,,,0.000,,,,,,
DerivativeAssetFairValueNet,,,,,,,107800.000,,,,,,,,,,,,,,
DerivativeAssets,,,,,,,,,,,,,,,,,,,,88000.000,34300.000
DerivativeAssetsCurrent,,,,,,,,,,,,,,,,,,,,88000.000,34300.000
DerivativeFairValueOfDerivativeNet,,,,,,,107800.000,75100.000,71100.000,75400.000,46600.000,38900.000,33700.000,44400.000,99600.000,106700.000,83500.000,88600.000,106800.000,,
DueFromRelatedPartiesCurrent,3677300.000,3253700.000,2361400.000,1905700.000,,,,,,,,,,,,,,,,,
DueFromRelatedPartiesNoncurrent,1240500.000,974800.000,586200.000,449000.000,,,,,,,,,,,,,,,,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesCashInflows,,,,,,,,,,,,,,,32256500.000,,,,9484200.000,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesNetCashFlows,,,,,,,,,,,,,,,11720900.000,,,,3402900.000,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesProductionCosts,,,,,,,,,,,,,,,20535600.000,,,,6081300.000,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesTenPercentAnnualDiscountForEstimatedTimingOfCashFlows,,,,,,,,,,,,,,,4116700.000,,,,1155300.000,,
GeneralPartnersCapitalAccount,7542400.000,7194300.000,4473700.000,4275800.000,4113800.000,4019900.000,3459000.000,3325300.000,3258300.000,3133200.000,3037200.000,3091400.000,2909500.000,2763100.000,225000.000,96300.000,-40500.000,-868300.000,-961800.000,-1025400.000,-1090100.000
LiabilitiesAndStockholdersEquity,43187300.000,41585900.000,24428200.000,23225700.000,22193300.000,21451800.000,18771300.000,18012600.000,17371300.000,16580300.000,15521200.000,15550500.000,14902000.000,14358100.000,8390400.000,8097600.000,7734700.000,5119000.000,5065900.000,4972500.000,5139400.000
LiabilitiesCurrent,78900.000,63800.000,83100.000,75800.000,52800.000,62400.000,67100.000,14300.000,9800.000,21100.000,17700.000,25100.000,14100.000,33300.000,52900.000,59100.000,55200.000,65000.000,187500.000,233600.000,579100.000
LiabilitiesFairValueDisclosureNonrecurring,,,,,,,-83500.000,0.000,,,,,0.000,0.000,,0.000,0.000,0.000,,,
LimitedPartnersCapitalAccount,29462400.000,28289500.000,14312100.000,13296000.000,12407200.000,11750700.000,9640400.000,9029400.000,8375700.000,7615900.000,7170000.000,7076200.000,6554900.000,6086200.000,694900.000,434700.000,123000.000,-1765000.000,-1938200.000,-2067400.000,-2234500.000
LimitedPartnersCapitalAccountUnitsOutstanding,16345.900,16345.900,16345.900,16345.900,16345.900,16345.900,16345.900,16345.900,,16345.900,16345.900,16345.900,16345.900,16345.900,16345.900,16345.900,16345.900,16345.900,16345.900,16345.900,16345.900
OilAndGasPropertySuccessfulEffortMethodAccumulatedDepreciationDepletionAmortizationAndImpairment,,,,,187366600.000,187881400.000,190437500.000,191091500.000,191783300.000,192445900.000,192765800.000,193064100.000,193344100.000,192495600.000,200014400.000,200140100.000,199844800.000,202404700.000,202446200.000,202480700.000,202512200.000
OilAndGasPropertySuccessfulEffortMethodNet,37684400.000,36705400.000,21102400.000,20567600.000,20073100.000,19562500.000,16917900.000,16263900.000,15588600.000,14926000.000,14034800.000,13736500.000,13458400.000,13105300.000,7378100.000,7252400.000,7134600.000,4574800.000,4533300.000,4498800.000,4467300.000
PartnersCapital,38249200.000,36592100.000,19013100.000,17749900.000,16672700.000,15853600.000,13158400.000,12364300.000,11636200.000,10743600.000,10176200.000,10128300.000,9421500.000,8818000.000,944900.000,550700.000,96500.000,-2624200.000,-2894400.000,-3088700.000,-3322400.000
ProvedOilAndGasPropertySuccessfulEffortMethod,,,,,207439700.000,207443900.000,207355400.000,207355400.000,,207371900.000,206800600.000,206800600.000,206802500.000,205600900.000,207392500.000,207392500.000,206979400.000,206979500.000,206979500.000,206979500.000,206979500.000
RelatedPartyTransactionDueFromToRelatedPartyCurrent,,,,,945500.000,1055100.000,1154500.000,1074000.000,1258500.000,1444700.000,1132100.000,1735800.000,1348400.000,1128200.000,808100.000,568100.000,338000.000,253900.000,236400.000,196600.000,230300.000
StandardizedMeasureOfDiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReserves,,,,,,,,,,,,,,,7604200.000,,,,2247600.000,,
UnbilledReceivablesCurrent,,,,,668200.000,808700.000,922400.000,816400.000,994400.000,841500.000,850200.000,1074400.000,876400.000,498000.000,586700.000,390600.000,278000.000,251800.000,236400.000,,
