,2011-12-31,2012-12-31
AdjustmentsToAdditionalPaidInCapitalOther,,-101000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,,2000.000
AllocatedShareBasedCompensationExpense,,2000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-1000.000,-11000.000
DerivativeGainLossOnDerivativeNet,,68000.000
EarningsPerShareBasic,,0.000
EarningsPerShareBasicAndDiluted,0.000,0.000
EarningsPerShareDiluted,,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340
FairValueAssumptionsExpectedDividendRate,,0.000
FairValueAssumptionsExpectedVolatilityRate,,1.950
FairValueAssumptionsRiskFreeInterestRate,,0.009
FairValueLiabilitiesMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,,-68000.000
IncomeLossAttributableToParent,-60000.000,-45000.000
IncomeTaxExpenseBenefit,,0.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,38000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,-38000.000
IncreaseDecreaseInAccountsPayable,2000.000,1000.000
IncreaseDecreaseInAccruedLiabilities,4000.000,-1000.000
IncreaseDecreaseInDerivativeLiabilities,,-68000.000
InterestExpense,1000.000,4000.000
InterestExpenseDebt,,4000.000
NetCashProvidedByUsedInFinancingActivities,50000.000,100000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,50000.000,100000.000
NetCashProvidedByUsedInOperatingActivities,-51000.000,-111000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-51000.000,-111000.000
NetIncomeLoss,-60000.000,-45000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,-45000000.000
NetIncomeLossAvailableToCommonStockholdersDiluted,,-45000000.000
NonoperatingIncomeExpense,-1000.000,64000.000
OperatingExpenses,59000.000,
OperatingIncomeLoss,-59000.000,-109000.000
ProceedsFromIssuanceOfLongTermDebt,50000.000,100000.000
ProceedsFromRelatedPartyDebt,,150000.000
ProfitLoss,,-109000.000
SellingGeneralAndAdministrativeExpense,59000.000,109000.000
ShareBasedCompensation,3000.000,2000.000
UnrealizedGainLossOnDerivatives,,-68000.000
WeightedAverageNumberOfDilutedSharesOutstanding,,52519896000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,52519896.000
WeightedAverageNumberOfSharesOutstandingBasic,,52519896000.000
