,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentPeriodIncreaseDecrease,,351356.000,,,,
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,,64666.000,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,174139.000,309364.000,746062.000,356925.000,312776.000,699254.000
AdvertisingExpense,,326431.000,302269.000,226593.000,210940.000,150283.000
AllocatedShareBasedCompensationExpense,,,746062.000,356925.000,312776.000,699254.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,1904792.000,2481748.000,1610000.000,1829271.000,1189452.000
CapitalExpendituresIncurredButNotYetPaid,,,-240206.000,-149432.000,-48804.000,-41904.000
CapitalLeaseObligationsIncurred,,,240206.000,149432.000,48804.000,41904.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-1553438.000,879731.000,3629736.000,-5875736.000,-997506.000,-375204.000
CostOfGoodsSold,14356736.000,14817747.000,17696723.000,21293675.000,18281232.000,18164973.000
CurrentFederalTaxExpenseBenefit,,45117.000,42036.000,84073.000,5272.000,
CurrentStateAndLocalTaxExpenseBenefit,,330714.000,388196.000,452807.000,64948.000,37437.000
DeferredFederalIncomeTaxExpenseBenefit,,-650755.000,-1439614.000,1373732.000,244737.000,-340183.000
DeferredIncomeTaxExpenseBenefit,-752610.000,-765595.000,-1705892.000,1627838.000,275720.000,-389671.000
DeferredOtherTaxExpenseBenefit,,-389763.000,,,,
DeferredStateAndLocalIncomeTaxExpenseBenefit,,-114839.000,-266277.000,254106.000,30983.000,-49488.000
Depreciation,473460.000,351356.000,344577.000,370271.000,458633.000,503060.000
DepreciationAndAmortization,,351356.000,344577.000,370271.000,458633.000,503060.000
EarningsPerShareBasic,0.100,0.130,0.160,0.120,0.020,-0.100
EarningsPerShareDiluted,0.100,0.130,0.160,0.110,0.020,-0.100
EffectOfExchangeRateOnCashAndCashEquivalents,,-851649.000,,,,
EffectiveIncomeTaxRateContinuingOperations,,-0.140,-0.497,0.472,0.479,-0.161
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340,0.340,0.340,0.340,-0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,-0.559,-0.944,,,0.119
EffectiveIncomeTaxRateReconciliationDeductions,,0.001,,,,
EffectiveIncomeTaxRateReconciliationOtherAdjustments,,0.134,0.163,0.087,0.096,0.077
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,,,,,-0.060
EffectiveIncomeTaxRateReconciliationTaxContingenciesOther,,0.007,-0.007,0.012,0.002,-0.026
EffectiveIncomeTaxRateReconciliationTaxExemptIncome,,-0.063,-0.049,0.003,0.018,0.069
EntityWideRevenueMajorCustomerPercentage,,0.110,,,,
GainLossOnSaleOfPropertyPlantEquipment,,,188403.000,,,
GeneralAndAdministrativeExpense,3859083.000,4891833.000,6429278.000,5497579.000,4963756.000,6467426.000
GrossProfit,12466704.000,14776797.000,16128350.000,19043693.000,14827874.000,13161754.000
IncomeLossFromContinuingOperations,2429648.000,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,1991133.000,2781038.000,2566541.000,4588870.000,722621.000,-2184258.000
IncomeLossFromContinuingOperationsPerBasicShare,0.100,,,,,
IncomeLossFromContinuingOperationsPerDilutedShare,0.100,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,2781038.000,2566541.000,4588870.000,,
IncomeTaxExpenseBenefit,-438515.000,-389763.000,-1275659.000,2164718.000,345940.000,-352234.000
IncomeTaxesPaid,267151.000,385396.000,290194.000,778617.000,,117438.000
IncreaseDecreaseInAccountsPayable,,,,,-138579.000,1873163.000
IncreaseDecreaseInAccountsReceivable,415626.000,940183.000,-239837.000,-335849.000,399067.000,-362120.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,43364.000,,,,,
IncreaseDecreaseInInventories,641879.000,712584.000,-120359.000,643635.000,-399308.000,822824.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-96912.000,58262.000,86489.000,155330.000,-235542.000,173935.000
