,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayableCurrent,9981000.000,9441000.000,8675000.000,5779000.000,7771000.000,6377000.000,5497000.000,5526000.000,7132000.000,6951000.000,6310000.000,7442000.000,5852000.000,7077000.000,5354000.000,6521000.000,6928000.000,6664000.000
AccountsReceivableNetCurrent,12764000.000,11467000.000,15806000.000,19403000.000,12077000.000,19023000.000,10004000.000,15955000.000,13739000.000,12628000.000,15691000.000,24191000.000,18290000.000,14785000.000,15281000.000,22334000.000,15049000.000,18299000.000
AccrualForEnvironmentalLossContingencies,,,,,1228000.000,1165000.000,1706000.000,1890000.000,1857000.000,2104000.000,2068000.000,1673000.000,1680000.000,1836000.000,2085000.000,2387000.000,2520000.000,2601000.000
AccruedEmployeeBenefitsCurrent,,,,,663000.000,735000.000,938000.000,640000.000,598000.000,572000.000,510000.000,621000.000,615000.000,768000.000,798000.000,389000.000,400000.000,378000.000
AccruedIncomeTaxesCurrent,288000.000,327000.000,306000.000,343000.000,144000.000,443000.000,214000.000,741000.000,215000.000,,1403000.000,358000.000,,303000.000,2258000.000,2924000.000,1003000.000,800000.000
AccruedSalesCommissionCurrent,,,,,578000.000,758000.000,591000.000,126000.000,201000.000,168000.000,343000.000,618000.000,655000.000,440000.000,529000.000,560000.000,657000.000,491000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,9586000.000,9930000.000,10288000.000,10692000.000,11029000.000,11374000.000,11725000.000,12084000.000,12415000.000,12754000.000,13082000.000,13435000.000,13784000.000,14167000.000,14477000.000,14804000.000,15131000.000,15469000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-126000.000,-112000.000,-112000.000,-74000.000,-74000.000,-74000.000,-74000.000,-184000.000,-184000.000,-184000.000,-184000.000,3000.000,3000.000,3000.000,3000.000,37000.000,37000.000,37000.000
AdditionalPaidInCapital,95479000.000,95671000.000,95878000.000,96019000.000,96395000.000,96605000.000,96790000.000,97113000.000,97622000.000,98069000.000,98306000.000,98707000.000,99353000.000,99998000.000,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,,,,100252000.000,100454000.000,100986000.000,101564000.000
AllowanceForDoubtfulAccountsReceivableCurrent,248000.000,249000.000,237000.000,283000.000,287000.000,291000.000,288000.000,292000.000,296000.000,301000.000,305000.000,323000.000,285000.000,240000.000,213000.000,568000.000,612000.000,616000.000
Assets,79439000.000,79361000.000,81336000.000,79851000.000,69824000.000,70801000.000,72507000.000,73413000.000,74028000.000,73389000.000,75769000.000,79793000.000,77243000.000,79316000.000,89058000.000,96978000.000,96997000.000,99867000.000
AssetsCurrent,48398000.000,49069000.000,51309000.000,56337000.000,44965000.000,46476000.000,48773000.000,48696000.000,50106000.000,49536000.000,52328000.000,55597000.000,53755000.000,56431000.000,62577000.000,74741000.000,75220000.000,77248000.000
