,2011-01-31,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31
NetCashProvidedByUsedInFinancingActivities,,-2441000.000,,,,0.000,,,,-7000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-2441000.000,,,,0.000,,,,-7000.000,
NetCashProvidedByUsedInInvestingActivities,,-284000.000,,,,-480000.000,,,,-1526000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-284000.000,,,,-480000.000,,,,-1526000.000,
NetCashProvidedByUsedInOperatingActivities,,1870000.000,,,,-2077000.000,,,,-533000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,1870000.000,,,,-2077000.000,,,,-533000.000,
OperatingExpenses,20275000.000,21961000.000,20154000.000,20082000.000,22502000.000,20559000.000,21456000.000,21868000.000,21372000.000,20674000.000,21691000.000
OperatingIncomeLoss,2817000.000,1159000.000,5162000.000,5989000.000,2359000.000,4234000.000,3964000.000,4785000.000,-316000.000,935000.000,4052000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,91000.000,,,,-1389000.000,619000.000,,,,
OtherComprehensiveIncomeForeignCurrencyTranslationAdjustmentTax,,15000.000,,,,29000.000,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,,,,201000.000,,-276000.000,977000.000
OtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,-276000.000,
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,,802000.000,,,,-1389000.000,,,,,
OtherComprehensiveIncomeLossTax,,,,,,29000.000,,,,,
OtherCostAndExpenseOperating,,,,,,,,,,1603000.000,1392000.000
OtherNoncashExpense,,-57000.000,,,,-14000.000,,,,10000.000,
OtherNoncashIncomeExpense,,,,,,-29000.000,,,,-9000.000,
OtherNonoperatingIncomeExpense,-81000.000,-134000.000,7000.000,-384000.000,-443000.000,-265000.000,-124000.000,-252000.000,-376000.000,-1523000.000,338000.000
PaymentsToAcquireIntangibleAssets,,74000.000,,,,152000.000,,,,191000.000,
PaymentsToAcquirePropertyPlantAndEquipment,,557000.000,,,,1298000.000,,,,1335000.000,
ProceedsFromLinesOfCredit,,14900000.000,,,,14940000.000,,,,7400000.000,
ProceedsFromSaleOfPropertyPlantAndEquipment,,38000.000,,,,4000.000,,,,,
ProductWarrantyExpense,,1035000.000,,,,1711000.000,,,,1462000.000,
ProfitLoss,1241000.000,711000.000,2779000.000,3316000.000,2643000.000,2221000.000,2110000.000,2611000.000,-1905000.000,-845000.000,2090000.000
ProvisionForDoubtfulAccounts,,178000.000,,,,113000.000,,,,53000.000,
RepaymentsOfLinesOfCredit,,17300000.000,,,,14940000.000,,,,7400000.000,
RepaymentsOfOtherDebt,,41000.000,,,,0.000,,,,7000.000,
ResearchAndDevelopmentExpense,2513000.000,2656000.000,2711000.000,2712000.000,2784000.000,2211000.000,3007000.000,3213000.000,3000000.000,2946000.000,2864000.000
RestructuringCharges,0.000,,,,,,,,,,
Revenues,57473000.000,60030000.000,64533000.000,65808000.000,63397000.000,66235000.000,67038000.000,67658000.000,58407000.000,59004000.000,66313000.000
SalesRevenueNet,57473000.000,60030000.000,64533000.000,65808000.000,63397000.000,66235000.000,67038000.000,67658000.000,58407000.000,59004000.000,66313000.000
SellingAndMarketingExpense,11568000.000,12696000.000,12082000.000,12028000.000,12648000.000,12479000.000,12719000.000,12837000.000,12216000.000,10794000.000,11505000.000
SeveranceCosts,,,,,,,,,,600000.000,0.000
ShareBasedCompensation,,577000.000,,,,672000.000,,,,550000.000,
StandardProductWarrantyAccrualPayments,,,,,,1465000.000,,,,1380000.000,
StandardProductWarrantyAccrualWarrantiesIssued,,,,,,1711000.000,,,,1462000.000,
StockIssuedDuringPeriodValueShareBasedCompensation,,189000.000,,,,350000.000,,,,-131000.000,
WeightedAverageNumberOfDilutedSharesOutstanding,47312000.000,47541000.000,47800000.000,47857000.000,-95432000.000,48039000.000,48904000.000,49141000.000,-97024000.000,48528000.000,49307000.000
WeightedAverageNumberOfSharesOutstandingBasic,47301000.000,47532000.000,47800000.000,47857000.000,-95423000.000,48039000.000,48368000.000,48413000.000,-96508000.000,48528000.000,48981000.000
WriteOffOfDeferredDebtIssuanceCost,,18000.000,,,,9000.000,,,,,
