,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,200000.000,203000.000,211000.000,215000.000,206000.000,212000.000,219000.000,224000.000,213000.000,218000.000,229000.000,240000.000,220000.000,197000.000,202000.000,216000.000,209000.000,199000.000,230000.000,225000.000
AccountsPayableCurrent,,,,,4000.000,0.000,0.000,4000.000,2000.000,1000.000,0.000,9000.000,1000.000,5000.000,6000.000,17000.000,12000.000,1000.000,7000.000,18000.000,4000.000,8000.000,26000.000,30000.000
AccountsReceivableRelatedParties,,,,,,,,,,,,,,,332000.000,,,,178000.000,,,,0.000,
AccountsReceivableRelatedPartiesCurrent,,,,,,,543000.000,,,,,,,,,,,,,,,,,
AccrualForEnvironmentalLossContingencies,,,,,,,,,70000.000,70000.000,70000.000,70000.000,70000.000,64000.000,64000.000,61000.000,51000.000,30000.000,25000.000,25000.000,21000.000,21000.000,19000.000,17000.000
AccrualForEnvironmentalLossContingenciesNet,,,,,70000.000,70000.000,70000.000,70000.000,,,,,,,,,,,,,,,,
AccrualForTaxesOtherThanIncomeTaxesCurrentAndNoncurrent,4000.000,6000.000,8000.000,2000.000,4000.000,6000.000,8000.000,2000.000,4000.000,6000.000,8000.000,2000.000,4000.000,6000.000,8000.000,2000.000,4000.000,6000.000,8000.000,2000.000,2000.000,4000.000,4000.000,1000.000
AccruedIncomeTaxesCurrent,,,,,,,,,,,,,,,,,,,,,,,,57000.000
AccruedLiabilitiesCurrentAndNoncurrent,,,30829000.000,31961000.000,33132000.000,34344000.000,35598000.000,36897000.000,,,,,,,,,,,,,,,,
AccruedProfessionalFeesCurrent,,,,,25000.000,30000.000,36000.000,34000.000,25000.000,30000.000,36000.000,30000.000,25000.000,30000.000,38000.000,37000.000,32000.000,38000.000,40000.000,36000.000,31000.000,34000.000,46000.000,37000.000
AdditionalPaidInCapital,13498000.000,13498000.000,13498000.000,13498000.000,13498000.000,13498000.000,13498000.000,13498000.000,13498000.000,13498000.000,13498000.000,13498000.000,13498000.000,13498000.000,13498000.000,13498000.000,13498000.000,13498000.000,13498000.000,13498000.000,13498000.000,13498000.000,13498000.000,13498000.000
