,2017-03-31
AccountsPayableCurrent,13654000.000
AccruedLiabilitiesCurrent,189856000.000
Assets,7270008000.000
AssetsCurrent,168306000.000
CashAndCashEquivalentsAtCarryingValue,0.000
DebtCurrent,0.000
DebtIssuanceCostsLineOfCreditArrangementsNet,148788000.000
DebtLongtermAndShorttermCombinedAmount,5630963000.000
DeferredFinanceCostsNoncurrentNet,47825000.000
DerivativeLiabilitiesCurrent,37637000.000
DerivativeLiabilitiesNoncurrent,37115000.000
DueToAffiliateCurrent,7702000.000
EquityMethodInvestments,0.000
InterestPayableCurrent,49555000.000
LiabilitiesAndStockholdersEquity,7270008000.000
LiabilitiesCurrent,248849000.000
LongTermDebt,5630963000.000
LongTermDebtNoncurrent,5630963000.000
MembersEquity,1353081000.000
OtherAccruedLiabilitiesCurrent,7179000.000
OtherAssetsCurrent,741000.000
OtherAssetsNoncurrent,29885000.000
PrepaidExpenseOtherNoncurrent,0.000
PropertyPlantAndEquipmentNet,6923029000.000
RestrictedCashAndCashEquivalentsAtCarryingValue,142773000.000
RestrictedCashAndCashEquivalentsNoncurrent,0.000
