,2011-09-30
CostOfGoodsSold,10811.000
EarningsPerShareBasic,0.000
GrossProfit,4356.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,1395.000
IncomeTaxExpenseBenefit,-652.000
InterestExpense,-252.000
OperatingExpenses,2708.000
OperatingIncomeLoss,1647.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,-501.000
OtherComprehensiveIncomeForeignCurrencyTranslationGainLossArisingDuringPeriodTax,159.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,242.000
OtherGeneralExpense,110.000
ProfitLoss,743.000
Revenues,15167.000
SalesRevenueNet,15167.000
SellingGeneralAndAdministrativeExpense,2598.000
WeightedAverageNumberOfSharesOutstandingBasic,36107500.000
