,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AdjustmentForAmortization,37000000.000,,,,26000000.000,,,,,,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalOther,,,,,-50000000.000,,,,,,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,5000000.000,,,,5000000.000,,,,2000000.000,,,,20000000.000,,,,6000000.000,,,,6000000.000,,,,5000000.000,
AmortizationAndDepreciationOfDecontaminatingAndDecommissioningAssets,,,,,,,,,,,,,,,,,29000000.000,,,,-106000000.000,,,,1000000.000,
AssetImpairmentCharges,,,,,,,,,,,,,,,,,,,,,,,,,5000000.000,
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,,,,1500000000.000,,,,,,,,,,,,,,,,,,,,,
CapitalExpendituresIncurredButNotYetPaid,-461000000.000,,,,419000000.000,,,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-91000000.000,,,,14000000.000,,,,-55000000.000,,,,3000000.000,,,,-17000000.000,,,,-24000000.000,,,,54000000.000,
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,,,,,,,,0.000,,,,,,,,,,,,,,,,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,,,,0.000,,,,,,,,,,,,,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,-2000000.000,,,,-1000000.000,,,,0.000,,,,,,,,,,,,,,,,,
CommonStockDividendsPerShareDeclared,0.320,0.320,0.320,0.325,0.325,0.325,0.325,0.337,0.338,0.338,0.338,0.353,0.355,0.355,0.355,0.417,0.417,0.417,0.417,0.481,0.480,0.480,0.480,0.542,0.542,0.542
ComprehensiveIncomeNetOfTax,199000000.000,156000000.000,399000000.000,-854000000.000,114000000.000,36000000.000,179000000.000,-460000000.000,271000000.000,-89000000.000,441000000.000,366000000.000,178000000.000,534000000.000,470000000.000,385000000.000,298000000.000,382000000.000,422000000.000,-80000000.000,273000000.000,277000000.000,421000000.000,343000000.000,366000000.000,279000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,14000000.000,15000000.000,15000000.000,14000000.000,21000000.000,29000000.000,30000000.000,11000000.000,27000000.000,24000000.000,25000000.000,24000000.000,26000000.000,30000000.000,28000000.000,25000000.000,19000000.000,27000000.000,27000000.000,24000000.000,25000000.000,28000000.000,30000000.000,31000000.000,30000000.000,31000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,213000000.000,171000000.000,414000000.000,-840000000.000,135000000.000,65000000.000,209000000.000,-449000000.000,298000000.000,-65000000.000,466000000.000,390000000.000,204000000.000,564000000.000,498000000.000,410000000.000,317000000.000,409000000.000,449000000.000,-56000000.000,298000000.000,305000000.000,451000000.000,374000000.000,396000000.000,310000000.000
CostOfPurchasedPower,508000000.000,649000000.000,1264000000.000,568000000.000,615000000.000,822000000.000,1612000000.000,782000000.000,780000000.000,1076000000.000,1713000000.000,998000000.000,1071000000.000,1168000000.000,2105000000.000,1249000000.000,786000000.000,1078000000.000,1785000000.000,617000000.000,794000000.000,1064000000.000,1719000000.000,950000000.000,784000000.000,1175000000.000
CostsAndExpenses,2332000000.000,2603000000.000,3171000000.000,4334000000.000,2552000000.000,2785000000.000,3434000000.000,806000000.000,2140000000.000,3117000000.000,3171000000.000,2438000000.000,2595000000.000,2441000000.000,3482000000.000,2423000000.000,1974000000.000,2384000000.000,3155000000.000,2003000000.000,1992000000.000,2396000000.000,3072000000.000,2317000000.000,1984000000.000,2496000000.000
DeferredIncomeTaxesAndTaxCredits,226000000.000,,,,-22000000.000,,,,174000000.000,,,,-6000000.000,,,,72000000.000,,,,35000000.000,,,,-13000000.000,
DefinedBenefitPlanAmortizationOfGainsLosses,,,,,,,,,,,,,,,,,,-6000000.000,,,,,,,,
DefinedBenefitPlanAmortizationOfPriorServiceCostCredit,,,,,,,,,,,,,,,,,,-3000000.000,,,,,,,,
DefinedBenefitPlanExpectedReturnOnPlanAssets,,,,,,,,,,,,,,,,,,29000000.000,,,,,,,,
DefinedBenefitPlanInterestCost,,,,,,,,,,,,,,,,,,28000000.000,,,,,,,,
DefinedBenefitPlanNetPeriodicBenefitCost,,,,,,,,,,,,,,,,,,14000000.000,,,,,,,,
DefinedBenefitPlanServiceCost,,,,,,,,,,,,,,,,,,12000000.000,,,,,,,,
DilutiveSecurities,1000000.000,1000000.000,1000000.000,-3000000.000,0.000,0.000,0.000,-1000000.000,0.000,0.000,0.000,1000000.000,0.000,1000000.000,0.000,0.000,0.000,0.000,0.000,1000000.000,0.000,0.000,0.000,1000000.000,0.000,0.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,,,,-125000000.000,,,,,,,,,,,,,,,,,,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,,,,,-49000000.000,,-12000000.000,-12000000.000,,,,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,,,,,,138000000.000,,,,,,,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,,,,121000000.000,,,,,,,,,,,,,,,,,,,
DividendsCommonStockCash,104000000.000,,,,106000000.000,,,,110000000.000,,,,116000000.000,,,,136000000.000,,,,156000000.000,,,,177000000.000,
DividendsPreferredStock,,,15000000.000,,19000000.000,23000000.000,25000000.000,24000000.000,27000000.000,24000000.000,25000000.000,24000000.000,26000000.000,30000000.000,28000000.000,28000000.000,28000000.000,28000000.000,28000000.000,29000000.000,30000000.000,31000000.000,31000000.000,31000000.000,31000000.000,31000000.000
EarningsPerShareBasic,0.610,0.540,1.310,-2.570,0.280,0.230,0.580,-1.650,0.830,-0.290,1.340,0.930,0.540,1.640,1.470,1.300,0.920,1.160,1.290,-0.240,0.830,0.850,1.290,1.050,1.110,0.850
EarningsPerShareDiluted,0.610,0.540,1.300,-2.560,0.280,0.220,0.580,-1.640,0.820,-0.290,1.340,0.910,0.540,1.630,1.460,1.260,0.910,1.150,1.280,-0.240,0.820,0.840,1.270,1.040,1.100,0.850
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350,0.350,,0.350,0.350,0.350,-0.700,0.350,0.350,0.350,-0.700,0.350,0.350,0.350,-0.700,0.350,,,,0.350,0.350,0.350,-0.700,0.350,0.350
ElectricDomesticRegulatedRevenue,2230000000.000,2445000000.000,3385000000.000,2514000000.000,2412000000.000,2650000000.000,3730000000.000,3056000000.000,,,,,,,,,,,,,,,,,,
ElectricalGenerationRevenue,552000000.000,538000000.000,596000000.000,500000000.000,444000000.000,407000000.000,340000000.000,-1177000000.000,,,,,,,,,,,,,,,,,,
EmployeeServiceShareBasedCompensationCashReceivedFromExerciseOfStockOptions,13000000.000,12000000.000,16000000.000,18000000.000,,,,,,,,,,,,,,,,,,,,,,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,2000000.000,5000000.000,3000000.000,5000000.000,,,,,,,,,,,,,,,,,,,,,,
EmployeeServiceShareBasedCompensationTaxBenefitRealizedFromExerciseOfStockOptions,,,0.000,,,,,,,,,,,,,,,,,,,,,,,
EquityMethodInvestmentDividendsOrDistributions,5000000.000,,,,0.000,,,,,,,,,,,,,,,,,,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,2000000.000,2000000.000,3000000.000,6000000.000,,,,,,,,,,,,,,,,,,,,,,
FuelCosts,258000000.000,256000000.000,352000000.000,300000000.000,283000000.000,276000000.000,270000000.000,-521000000.000,73000000.000,81000000.000,95000000.000,75000000.000,72000000.000,71000000.000,77000000.000,,,,,,,,,,,
