,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdministrativeFeesExpense,,,,168227.000,,
FloorBrokerageExchangeAndClearanceFees,6089854.000,4922392.000,3285965.000,1323653.000,,
ForeignCurrencyTransactionGainLossUnrealized,,-45631.000,54093.000,46941.000,,
GainLossOnDerivativeInstrumentsHeldForTradingPurposesNet,,,,,4564153.000,-1917022.000
GainLossOnSaleOfCommodityContracts,,,,,8429385.000,-2398851.000
GainLossRelatedToLitigationSettlement,,0.000,,,,
IncentiveFeeExpense,,,,,165249.000,270903.000
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,,,-1.290,-1.330
InterestIncomeOperating,,,,,714.000,57904.000
InvestmentIncomeInterest,26173.000,47085.000,24355.000,5809.000,,
InvestmentIncomeNet,,,,,-2203854.000,-2013071.000
ManagementFeeExpense,,,,,556177.000,490930.000
NetIncomeLoss,1069916.000,-12044401.000,-4837597.000,8508173.000,2360299.000,-3930093.000
NetIncomeLossAllocatedToGeneralPartners,12896.000,-133219.000,-52610.000,105855.000,27154.000,
NetIncomeLossAllocatedToLimitedPartners,1057020.000,-11911182.000,-4784987.000,8402318.000,2333145.000,
NetIncomeLossPerOutstandingGeneralPartnershipUnit,0.230,-3.110,-1.560,,,
NetIncomeLossPerOutstandingGeneralPartnershipUnitNetOfTax,,,,4.820,1.400,
NetIncomeLossPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasic,,,,,,-2.660
NetIncomeLossPerOutstandingLimitedPartnershipUnit,0.230,-3.110,-1.560,,,
NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,,4.820,1.400,-2.660
NetRealizedOrUnrealizedGainLossOnTradingSecurities,,-5747660.000,-754495.000,10704797.000,,
NoninterestExpenseInvestmentAdvisoryFees,2029951.000,1421434.000,821492.000,542326.000,,
NoninterestExpenseRelatedToPerformanceFees,0.000,,,,,
OperatingExpenses,8119805.000,6343826.000,4107457.000,2202433.000,2204568.000,2070975.000
PartnersCapitalAccountRedemptions,-14393493.000,18401671.000,12764937.000,16180958.000,4309200.000,5367798.000
PartnersCapitalAccountUnitsRedeemed,-693201.784,926765.223,740308.303,1006442.474,198822.845,253698.728
PrincipalTransactionsRevenue,,,,,,-1917022.000
ProceedsFromLegalSettlements,0.000,,,,,
RealizedInvestmentGainsLosses,12254509.000,-4389057.000,-1960912.000,9880237.000,,
TradingGainsLosses,,,,10704797.000,4564153.000,
TradingSecuritiesRealizedGainLoss,,-4389057.000,-1960912.000,9880237.000,,
TradingSecuritiesUnrealizedHoldingGainLoss,,-1358603.000,1206417.000,824560.000,,
UnrealizedGainLossOnCommodityContracts,,,,,-3865232.000,481829.000
UnrealizedGainLossOnInvestments,-3090961.000,-1358603.000,1206417.000,824560.000,,
WeightedAverageNumberOfLimitedPartnershipAndGeneralPartnershipUnitOutstandingBasicAndDiluted,4895765.651,4058365.483,3174687.468,2234117.260,1716767.547,1508262.805
