,2011-04-30,2011-07-30,2011-10-29,2012-01-28,2012-04-28,2012-07-28,2012-10-27,2013-05-04,2013-08-03,2013-11-02,2014-02-01,2014-05-03,2014-08-02,2014-11-01,2015-01-31,2015-05-02,2015-08-01,2015-10-31,2016-01-30,2016-04-30,2016-07-30,2016-10-29,2017-01-28,2017-04-29
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,10000000.000,,,,13000000.000,,,16000000.000,,,,15000000.000,,,,17000000.000,,,,15000000.000,,,,12000000.000
AllocatedShareBasedCompensationExpenseNetOfTax,,,9000000.000,,9000000.000,11000000.000,8000000.000,11000000.000,12000000.000,8000000.000,8000000.000,9000000.000,11000000.000,11000000.000,14000000.000,13000000.000,15000000.000,11000000.000,10000000.000,14000000.000,18000000.000,14000000.000,17000000.000,10000000.000
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,,,,,,,5000000.000,5000000.000,,4000000.000,12000000.000,3000000.000,5000000.000,4000000.000,3000000.000,5000000.000,1000000.000,,,,,
AllowanceForLoanAndLeaseLossesAdjustmentsNet,,,,,,,,,,,,,,,,,64000000.000,0.000,,,,,,
AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,-5000000.000,-6000000.000,-6000000.000,-5000000.000,7000000.000,6000000.000,5000000.000,7000000.000,,,,,,,,,,,,,,,,
AllowanceForLoanAndLeaseLossesWriteOffs,40000000.000,42000000.000,37000000.000,34000000.000,30000000.000,31000000.000,25000000.000,21000000.000,21000000.000,19000000.000,19000000.000,19000000.000,19000000.000,14000000.000,18000000.000,19000000.000,18000000.000,11000000.000,1000000.000,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,4500000.000,3900000.000,3800000.000,-8300000.000,6000000.000,5900000.000,2400000.000,5900000.000,3400000.000,4500000.000,-9700000.000,4900000.000,1800000.000,1600000.000,-6200000.000,1700000.000,1700000.000,1900000.000,-3000000.000,6800000.000,13600000.000,6500000.000,-18900000.000,12100000.000
AssetImpairmentCharges,,,,,,,,,,,,,,,,,,,,,,,,0.000
BusinessCombinationConsiderationTransferred1,,,,,,,,,,,,,,311000000.000,,,,,,,,,,
BusinessCombinationConsiderationTransferredEquityInterestsIssuedAndIssuable,,,,,,,,,,,,,,357000000.000,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-73000000.000,,,,-230000000.000,,,-95000000.000,,,,-179000000.000,,,,-58000000.000,,,,-125000000.000,,,,-354000000.000
CommonStockDividendsPerShareCashPaid,0.230,,,,0.270,,,0.300,,,,0.330,,,,0.370,,0.370,,0.370,,,,0.370
ComprehensiveIncomeNetOfTax,146000000.000,,,,150000000.000,158000000.000,147000000.000,147000000.000,185000000.000,139000000.000,271000000.000,142000000.000,184000000.000,140000000.000,229000000.000,135000000.000,202000000.000,83000000.000,186000000.000,74000000.000,107000000.000,-19000000.000,207000000.000,52000000.000
DeferredIncomeTaxExpenseBenefit,1000000.000,,,,0.000,,,-11000000.000,,,,-16000000.000,,,,-10000000.000,,,,6000000.000,,,,-21000000.000
DeferredTaxExpenseFromStockOptionsExercised,,,,,,,,,,,,4000000.000,,,,10000000.000,,,,0.000,,,,
DepreciationDepletionAndAmortization,86000000.000,,,,101000000.000,,,109000000.000,,,,118000000.000,,,,137000000.000,,,,155000000.000,,,,161000000.000
DividendsCash,50000000.000,,,,56000000.000,,,59000000.000,,,,63000000.000,,,,71000000.000,,,,63000000.000,,,,62000000.000
EarningsPerShareBasic,0.660,0.810,0.600,1.130,0.720,0.760,0.730,0.740,0.940,0.700,1.390,0.740,0.970,0.740,1.340,0.670,1.110,0.430,1.010,0.270,0.670,-0.060,1.170,0.380
EarningsPerShareDiluted,0.650,0.800,0.590,1.100,0.700,0.750,0.710,0.730,0.930,0.690,1.360,0.720,0.950,0.730,1.320,0.660,1.090,0.420,0.980,0.260,0.670,-0.060,1.150,0.370
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,-4000000.000,7000000.000,5000000.000,9000000.000,4000000.000,7000000.000,3000000.000,6000000.000,5000000.000,5000000.000,3000000.000,4000000.000,7000000.000,6000000.000,6000000.000,6000000.000,7000000.000,5000000.000,3000000.000,6000000.000,9000000.000,7000000.000,6000000.000,6000000.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,8000000.000,,,,14000000.000,,,7000000.000,,,,5000000.000,,,,10000000.000,,,,1000000.000,,,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,8000000.000,,,,14000000.000,,,7000000.000,,,,5000000.000,,,,10000000.000,,,,1000000.000,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPeriodIncreaseDecrease,,2000000.000,-5000000.000,,,,,,,,,,,,,,,,,,,,,
FiniteLivedIntangibleAssetsFutureAmortizationExpense,54000000.000,,,,,,,,,,,,,,,,,,,,,,,
