,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2013-09-30,2013-12-31,2014-03-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2016-06-30,2016-12-31,2017-03-31
PreferredStockSharesOutstanding,0.000,0.000,0.000,,,,,0.000,0.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockValue,,,,,,,,0.000,0.000,10000.000,10000.000,10000.000,10000.000,10000.000
PrepaidExpenseCurrent,,,,,10000.000,10000.000,10000.000,5000.000,5000.000,,,,,
PrepaidExpenseCurrentAndNoncurrent,,,38000.000,38000.000,,,,,,,,,,
PrepaidRent,5853.000,3345.000,836.000,,,,,,,,,,,
PropertyPlantAndEquipmentNet,,,,,,0.000,0.000,,,,,,,
PublicUtilitiesInventory,,,,,,,,,,,23880.000,,,
RetainedEarningsAccumulatedDeficit,,,,,,,-162739.000,,,-1113398.000,-1160709.000,-1335644.000,-1863174.000,-2077642.000
SharesOutstanding,,,,25000000.000,,,,,,,,,,
StockholdersEquity,434.000,-28108.000,-63996.000,-91083.000,-160794.000,-233619.000,-204491.000,-267118.000,-500789.000,-542262.000,-308080.000,-579340.000,-748694.000,-931095.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,434.000,-28108.000,-63996.000,-91083.000,-160794.000,-233619.000,-204491.000,-267118.000,-500789.000,,,,-748695.000,-931095.000
TreasuryStockNumberOfSharesHeld,,,,,24500000.000,,,,25641941.000,,,,,
ValuationAllowanceAmount,,,2947.000,,,,,,,,,,,
