,2012-08-13,2012-11-05
AdvertisingExpense,16016000.000,15582000.000
AllocatedShareBasedCompensationExpense,1064000.000,1064000.000
CostsAndExpenses,285009000.000,285341000.000
DepreciationDepletionAndAmortization,18445000.000,17042000.000
ForeignIncomeTaxExpenseBenefitContinuingOperations,498000.000,432000.000
GeneralAndAdministrativeExpense,29772000.000,30800000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,2605000.000,8507000.000
IncomeTaxExpenseBenefit,837000.000,3691000.000
IncomeTaxExpenseBenefitContinuingOperations,837000.000,3691000.000
InterestExpense,17834000.000,17381000.000
NetIncomeLoss,1768000.000,4816000.000
NonoperatingIncomeExpense,-3179000.000,430000.000
OperatingIncomeLoss,23618000.000,25458000.000
OtherCostAndExpenseOperating,0.000,0.000
Revenues,308627000.000,310799000.000
SalesRevenueNet,308627000.000,310799000.000
