,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AccountsPayableRelatedPartiesCurrent,265000.000,217000.000,265000.000,217000.000,265000.000,217000.000,265000.000,217000.000,265000.000,217000.000,265000.000,217000.000,265000.000,3512000.000,4184000.000,4136000.000,4184000.000,2519000.000,2464000.000,2593000.000
Assets,675153000.000,665443000.000,620011000.000,592813000.000,558026000.000,543289000.000,496307000.000,468999000.000,432351000.000,417332000.000,371431000.000,344964000.000,307306000.000,289329000.000,240130000.000,209870000.000,168795000.000,130160000.000,81650000.000,81991000.000
AssetsCurrent,71639000.000,91921000.000,76982000.000,77987000.000,71597000.000,88247000.000,73181000.000,75548000.000,68829000.000,86785000.000,74430000.000,79305000.000,73277000.000,89999000.000,76087000.000,78932000.000,87707000.000,77774000.000,51043000.000,71789000.000
CashAndCashEquivalentsAtCarryingValue,1000.000,1000.000,1000.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000,2000.000,3000.000,3000.000,3000.000,3000.000,4000.000,4000.000,3000.000,200000.000,200000.000,200000.000
CustomerRefundLiabilityNoncurrent,34327000.000,42019000.000,36562000.000,33477000.000,34149000.000,38344000.000,33285000.000,31585000.000,32008000.000,37516000.000,34975000.000,35960000.000,34646000.000,37071000.000,32450000.000,31226000.000,30836000.000,22065000.000,20422000.000,19899000.000
DeferredFinanceCostsNet,,,,,,,,,,,,,,,,,,,,81000.000
EquityMethodInvestmentOwnershipPercentage,,,,,,,,,,,0.800,0.800,0.800,0.800,0.800,0.800,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,702712000.000,732704000.000,763197000.000,791400000.000,819797000.000,851184000.000,883100000.000,912775000.000,942704000.000,975679000.000,1009225000.000,1040567000.000,1072197000.000,1106896000.000,1142183000.000,1175288000.000,1208689000.000,1237391000.000,1258927000.000,1279494000.000
InterestPayableCurrent,6878000.000,8888000.000,6289000.000,8056000.000,5612000.000,7330000.000,4987000.000,6435000.000,4226000.000,5594000.000,3509000.000,4592000.000,2692000.000,3703000.000,1934000.000,2651000.000,1074000.000,1709000.000,272000.000,816000.000
Liabilities,658730000.000,649020000.000,603588000.000,576390000.000,541603000.000,526866000.000,479884000.000,452576000.000,415928000.000,400909000.000,355008000.000,328541000.000,290883000.000,272906000.000,223707000.000,193447000.000,152372000.000,116241000.000,67731000.000,68072000.000
LiabilitiesAndStockholdersEquity,675153000.000,665443000.000,620011000.000,592813000.000,558026000.000,543289000.000,496307000.000,468999000.000,432351000.000,417332000.000,371431000.000,344964000.000,307306000.000,289329000.000,240130000.000,209870000.000,168795000.000,130160000.000,81650000.000,81991000.000
