,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AccrualForEnvironmentalLossContingenciesIncreaseDecreaseForAcquisitionsAndDivestitures,,,7000000.000,,,
AccrualForEnvironmentalLossContingenciesIncreaseDecreaseForCurrencyTranslation,,100000.000,-100000.000,,,
AccrualForEnvironmentalLossContingenciesPayments,,8100000.000,3400000.000,13000000.000,3500000.000,
AccrualForEnvironmentalLossContingenciesPayments1,,,,,,3700000.000
AccrualForEnvironmentalLossContingenciesProvisionForNewLosses,,15000000.000,69000000.000,,,
AdjustmentsToAdditionalPaidInCapitalReallocationOfMinorityInterest,700000.000,300000.000,,,,
AdvertisingExpense,,1000000.000,2000000.000,1000000.000,1000000.000,1000000.000
AmortizationOfFinancingCostsAndDiscounts,5500000.000,2600000.000,1500000.000,2300000.000,2500000.000,2600000.000
AssetRetirementObligationAccretionExpense,,,1700000.000,1800000.000,2000000.000,2000000.000
AssetRetirementObligationRevisionOfEstimate,,19100000.000,,,,
CapitalExpendituresIncurredButNotYetPaid,23500000.000,16100000.000,4600000.000,,,
CapitalLeaseObligationsIncurred,,,,8900000.000,,
CashAcquiredFromAcquisition,,,27400000.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-228700000.000,270500000.000,-224100000.000,113000000.000,-53500000.000,
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,,122400000.000,-45100000.000,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,-5400000.000,,,,
CommonStockDividendsPerShareCashPaid,0.475,0.192,0.200,0.110,0.080,0.080
ComprehensiveIncomeNetOfTax,173000000.000,141100000.000,-64000000.000,-86800000.000,-182000000.000,-40800000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,88400000.000,40800000.000,-9800000.000,-35700000.000,-63500000.000,6900000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,261400000.000,181900000.000,-73800000.000,-122500000.000,-245500000.000,-33900000.000
ConsolidationLessThanWhollyOwnedSubsidiaryParentOwnershipInterestChangeDueToNetIncomeAttributableToParentAndEffectsOfChangesNet,,160000000.000,-98400000.000,,,
ConsolidationLessThanWhollyOwnedSubsidiaryParentOwnershipInterestChangesAdditionalInterestIssuedToParent,,-200000.000,,,,
ConsolidationLessThanWhollyOwnedSubsidiaryParentOwnershipInterestChangesIssuanceOfEquityBySubsidiaryToNoncontrollingInterests,,,-400000.000,,,
CostOfGoodsSold,1326400000.000,1512100000.000,1729400000.000,1459800000.000,1310000000.000,1274700000.000
CostsAndExpenses,1671100000.000,1856500000.000,2169500000.000,1792600000.000,1638700000.000,1603200000.000
CurrentForeignTaxExpenseBenefit,,42600000.000,-1200000.000,15200000.000,3300000.000,9500000.000
CurrentIncomeTaxExpenseBenefit,,43500000.000,7900000.000,22600000.000,10900000.000,37000000.000
DeferredForeignIncomeTaxExpenseBenefit,,26800000.000,-41000000.000,6100000.000,144900000.000,2700000.000
DeferredIncomeTaxExpenseBenefit,95300000.000,51500000.000,-114800000.000,10000000.000,85700000.000,-31000000.000
DeferredIncomeTaxesAndTaxCredits,,,-98900000.000,9900000.000,86400000.000,
DefinedContributionPlanCostRecognized,,,4200000.000,5700000.000,5800000.000,5900000.000
DepreciationAndAmortization,,69400000.000,74500000.000,78400000.000,69900000.000,67500000.000
DepreciationDepletionAndAmortization,63800000.000,69400000.000,,,,
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,,23700000.000,,,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,5400000.000,,,,
DividendsCommonStockCash,83000000.000,83600000.000,86100000.000,56600000.000,41700000.000,48700000.000
EarningsPerShareBasicAndDiluted,1.910,0.470,-0.290,0.160,-0.390,-0.050
EffectOfExchangeRateOnCashAndCashEquivalents,-400000.000,1700000.000,1200000.000,-9400000.000,-8400000.000,-5300000.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,0.350,0.350,0.350,0.350
EquityMethodInvestmentDividendsOrDistributions,3800000.000,,,,,
ForeignCurrencyTransactionGainLossBeforeTax,,-1000000.000,-3800000.000,4000000.000,-100000.000,5500000.000
GainLossOnSaleOfProperties,,3200000.000,,,,
GainLossOnSaleOfPropertyPlantEquipment,-900000.000,1500000.000,-500000.000,-900000.000,-800000.000,-300000.000
GainLossOnSaleOfSecuritiesNet,-600000.000,21800000.000,200000.000,300000.000,,500000.000
GainLossRelatedToLitigationSettlement,,14700000.000,,,,
GainOnBusinessInterruptionInsuranceRecovery,,,,,,4300000.000
GainsLossesOnExtinguishmentOfDebt,-3100000.000,-7200000.000,-8900000.000,,,
GeneralAndAdministrativeExpense,,,,,39600000.000,43100000.000
GoodwillImpairmentLoss,,6400000.000,,,,0.000
GoodwillTranslationAdjustments,,300000.000,,,,
GoodwillWrittenOffRelatedToSaleOfBusinessUnit,,14300000.000,,,,
GrossProfit,,575200000.000,134200000.000,402800000.000,222900000.000,292100000.000
ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,,,,,,5100000.000
ImpairmentOfLongLivedAssetsToBeDisposedOf,1100000.000,1200000.000,,,,
IncomeLossFromContinuingOperations,,141400000.000,-98000000.000,53800000.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,89000000.000,-70400000.000,40100000.000,-35300000.000,-44700000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,-73800000.000,3000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,,212400000.000,-147500000.000,71900000.000,-38500000.000,47700000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,469900000.000,301400000.000,-217900000.000,112000000.000,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,196600000.000,-126900000.000,79500000.000,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,0.410,-0.290,0.160,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,25500000.000,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,0.060,,,,
IncomeLossFromEquityMethodInvestments,-500000.000,-200000.000,500000.000,,,
IncomeTaxExpenseBenefit,174900000.000,104800000.000,-91000000.000,32500000.000,97300000.000,6000000.000
IncomeTaxExpenseBenefitContinuingOperations,,104800000.000,,,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,-1100000.000,,,159000000.000,-2200000.000
IncomeTaxReconciliationChangeInEnactedTaxRate,,1900000.000,-200000.000,,,
IncomeTaxReconciliationDeductionsQualifiedProductionActivities,,,,,,2100000.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,,-11900000.000,4300000.000,-4100000.000,600000.000,-4300000.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,105400000.000,-76300000.000,39200000.000,-25800000.000,1100000.000
IncomeTaxReconciliationNondeductibleExpense,,4300000.000,2900000.000,2800000.000,3000000.000,2200000.000
IncomeTaxReconciliationOtherAdjustments,,-600000.000,-1900000.000,-2700000.000,-1400000.000,-600000.000
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,1300000.000,-3400000.000,4100000.000,-1300000.000,-100000.000
IncomeTaxReconciliationTaxContingencies,,4200000.000,2100000.000,-3700000.000,800000.000,7200000.000
IncomeTaxReconciliationTaxCredits,,,,900000.000,,
IncomeTaxesPaidNet,73800000.000,71000000.000,15600000.000,33400000.000,10200000.000,20300000.000
IncreaseDecreaseDueFromAffiliates,36600000.000,-65400000.000,18700000.000,13200000.000,-17100000.000,-13800000.000
IncreaseDecreaseInAccountsAndOtherReceivables,47900000.000,6700000.000,-22900000.000,27200000.000,-22200000.000,47400000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,96100000.000,-44200000.000,73400000.000,-26400000.000,-13900000.000,-300000.000
