,2011-09-30,2011-12-31
AccruedIncomeTaxes,42063000.000,49867000.000
AccruedInvestmentIncomeReceivable,182963000.000,169761000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,52444000.000,38851000.000
AdditionalPaidInCapitalCommonStock,3929210000.000,3629228000.000
Assets,48084062000.000,48223550000.000
AvailableForSaleSecurities,1658191000.000,1402525000.000
AvailableForSaleSecuritiesAmortizedCost,1574535000.000,1339960000.000
CashAndCashEquivalentsAtCarryingValue,937346000.000,872064000.000
CommonStockSharesIssued,6437.000,6437000.000
CommonStockValue,6437000.000,6437000.000
DeferredTaxAssetsNetCurrent,151364000.000,448376000.000
DerivativeAssets,527209000.000,422404000.000
DerivativeLiabilities,348734000.000,287074000.000
Goodwill,7299000.000,7299000.000
HeldToMaturitySecuritiesFairValue,10555952000.000,
Investments,16233118000.000,15439128000.000
Liabilities,44521931000.000,45480783000.000
LiabilitiesAndStockholdersEquity,48084062000.000,48223550000.000
LiabilityForFuturePolicyBenefits,872444000.000,910032000.000
LoansInsurancePolicy,608535000.000,603371000.000
LoansReceivableCommercialRealEstate,225324000.000,223814000.000
MortgageLoansOnRealEstateCommercialAndConsumerNet,1514439000.000,1457356000.000
OtherAssets,140565000.000,119325000.000
OtherInvestmentsAndSecuritiesAtCost,29618000.000,37075000.000
OtherLiabilities,369592000.000,339641000.000
PolicyholderFunds,13752978000.000,13626525000.000
ReinsurancePayable,2096011000.000,2100124000.000
ReinsuranceRecoverables,2250694000.000,2237806000.000
RetainedEarningsAccumulatedDeficit,-425960000.000,-931749000.000
SeparateAccountAssets,26337791000.000,27483790000.000
SeparateAccountsLiability,26337791000.000,27483790000.000
ShortTermInvestments,137120000.000,105895000.000
StockholdersEquity,3562131000.000,2742767000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3562131000.000,2742767000.000
TradingSecurities,,10280536000.000
TradingSecuritiesCost,,10336058000.000
