,2011-06-30
EarningsPerShareBasicAndDiluted,1.670
GeneralAndAdministrativeExpense,448640.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,9700949.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,7283093.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,1.670
IncomeLossFromDiscontinuedOperationsNetOfTax,-1941.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,0.000
IncomeTaxExpenseBenefit,-2417856.000
InvestmentIncomeInterest,11159.000
LeaseAndRentalExpense,78401.000
LegalFees,108912.000
NetIncomeLoss,6541689.000
NetIncomeLossAttributableToNoncontrollingInterest,739463.000
NonoperatingIncomeExpense,661098.000
OperatingExpenses,808804.000
OperatingIncomeLoss,9039851.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToNoncontrollingInterest,43103.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,388174.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,431277.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,6929863.000
ProfitLoss,7281152.000
RevenueFromRelatedParties,470951.000
Revenues,9848655.000
SalariesWagesAndOfficersCompensation,172851.000
SalesRevenueNet,9848655.000
SalesRevenueServicesNet,9377704.000
