,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,300000.000,,200000.000,,,,200000.000,,,,,
AmortizationOfDebtDiscountPremium,,2400000.000,,,,,,,,,,,
AmortizationOfFinancingCosts,,,,2300000.000,,,,1900000.000,,,,1400000.000,
AmortizationOfIntangibleAssets,,,22100000.000,22800000.000,22800000.000,23000000.000,23100000.000,,21500000.000,21100000.000,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,,,,69900000.000,,,
BusinessAcquisitionsProFormaRevenue,,,1036000000.000,1024500000.000,1052100000.000,1055200000.000,1084200000.000,1060300000.000,1107100000.000,1117100000.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-21600000.000,,3800000.000,,,,-5400000.000,,,,-19500000.000,
ComprehensiveIncomeNetOfTax,,50900000.000,26100000.000,-23200000.000,6900000.000,46500000.000,35800000.000,11200000.000,14300000.000,-58100000.000,-47200000.000,-93700000.000,54000000.000
CostOfGoodsAndServicesSold,764000000.000,730800000.000,742800000.000,726800000.000,753400000.000,757000000.000,754300000.000,744000000.000,791400000.000,803900000.000,792600000.000,738400000.000,782700000.000
DeferredIncomeTaxExpenseBenefit,,-14100000.000,,1500000.000,,,,-1200000.000,,,,31500000.000,
DerivativeGainLossOnDerivativeNet,,,,,,0.000,,,,,,,
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,,,,,,,,,,11100000.000,,,
EffectOfExchangeRateOnCashAndCashEquivalents,,2800000.000,,-2800000.000,,,,-100000.000,,,,-8500000.000,
EffectiveIncomeTaxRateContinuingOperations,,,,,,,,,,0.370,,,
ForeignCurrencyTransactionGainLossBeforeTax,,,-13000000.000,23000000.000,-15900000.000,-30400000.000,,,,,,,
ForeignCurrencyTransactionGainLossUnrealized,,-23900000.000,,23700000.000,,,,3200000.000,,,,69300000.000,
GainsLossesOnExtinguishmentOfDebt,,,-4200000.000,-2000000.000,,0.000,,0.000,0.000,0.000,-5100000.000,-1800000.000,-600000.000
