,2011-12-31,2012-03-31
ContractsRevenue,227271.000,285704.000
CostOfGoodsAndServicesSold,422119.000,472783.000
CostsAndExpenses,1467794.000,1588938.000
IncomeLossFromExtraordinaryItemsBeforeTaxPerDilutedShare,-0.020,-0.000
IncomeTaxExpenseBenefit,-46862.000,-6155.000
LossContingencyAccrualCarryingValuePeriodIncreaseDecrease,75086.000,-7297.000
OperatingExpenses,1037556.000,1075362.000
OtherExpenses,54981.000,46948.000
Revenues,1392708.000,1581641.000
SalesReturnsGoods,744189.000,978612.000
SalesRevenueNet,1392708.000,1581641.000
SalesRevenueServicesGross,371248.000,317325.000
WeightedAverageNumberOfSharesOutstandingBasic,4772318.000,4772318.000
