,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllocatedShareBasedCompensationExpense,,2600000.000,3500000.000,,4100000.000,2200000.000,3500000.000,3000000.000,3600000.000,2100000.000,3200000.000,3500000.000,3500000.000,3800000.000,3800000.000,4000000.000,3300000.000,4200000.000,1900000.000,2900000.000,2800000.000,2700000.000,3000000.000,3500000.000,3200000.000
AllocatedShareBasedCompensationExpenseNetOfTax,,1700000.000,2300000.000,,2700000.000,1400000.000,2300000.000,,2300000.000,1400000.000,2100000.000,,2300000.000,2400000.000,2500000.000,,2100000.000,2800000.000,1200000.000,,1800000.000,1800000.000,1900000.000,,2100000.000
AmountRecognizedInNetPeriodicBenefitCostAndOtherComprehensiveIncomeLossBeforeTax,,,,,,,,,-2900000.000,-6300000.000,-2900000.000,-2800000.000,-2700000.000,-2500000.000,-2500000.000,-2300000.000,-2600000.000,-500000.000,,,-2500000.000,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,1900000.000,2500000.000,,1800000.000,1600000.000,2100000.000,-3700000.000,1300000.000,,,,700000.000,700000.000,700000.000,-1400000.000,600000.000,700000.000,,,200000.000,200000.000,600000.000,-400000.000,900000.000
BenefitsLossesAndExpenses,796300000.000,913600000.000,1126700000.000,1072700000.000,1051000000.000,1116100000.000,1104500000.000,1290400000.000,1091400000.000,1116700000.000,1115700000.000,1140800000.000,1171800000.000,1165300000.000,1190300000.000,1162200000.000,1221700000.000,1144500000.000,1123100000.000,1105300000.000,1119500000.000,1229100000.000,1117100000.000,1287800000.000,1201900000.000
BusinessCombinationAcquisitionRelatedCosts,,11100000.000,1900000.000,,1500000.000,900000.000,-200000.000,400000.000,-400000.000,200000.000,200000.000,100000.000,900000.000,200000.000,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-73800000.000,,,,-192100000.000,,,,126700000.000,,,,-9900000.000,,,,30600000.000,,,,67900000.000,,,,-25600000.000
CommonStockDividendsPerShareCashPaid,,,,,0.300,,,,,,,,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTax,37600000.000,5700000.000,-700000.000,68200000.000,104400000.000,58800000.000,101300000.000,-93200000.000,63500000.000,-80000000.000,59400000.000,59900000.000,105100000.000,121600000.000,1900000.000,82200000.000,75400000.000,33800000.000,42300000.000,27500000.000,175700000.000,80000000.000,86000000.000,-177700000.000,71600000.000
CurrentFederalTaxExpenseBenefit,4100000.000,-26400000.000,-18400000.000,40100000.000,39000000.000,,,,,,,,,,,,,,,,,,,,
CurrentIncomeTaxExpenseBenefit,,,,,,-10900000.000,-16900000.000,,4000000.000,-500000.000,2400000.000,2700000.000,9200000.000,-1600000.000,-1100000.000,20600000.000,29200000.000,5700000.000,11800000.000,9100000.000,33400000.000,6500000.000,8000000.000,4200000.000,33900000.000
DeferredFederalIncomeTaxExpenseBenefit,5500000.000,-900000.000,9400000.000,-33800000.000,-18900000.000,,,,,,,,,,,,,,,,,,,,
DeferredIncomeTaxExpenseBenefit,,,,,,12200000.000,29200000.000,,18500000.000,13300000.000,22400000.000,20600000.000,8200000.000,26800000.000,21400000.000,12200000.000,-7100000.000,26000000.000,21400000.000,12500000.000,-3400000.000,-15500000.000,27800000.000,-24800000.000,-20100000.000
