,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AmortizationOfIntangibleAssets,,,,,,,84000000.000,,82000000.000,81000000.000,80000000.000,87000000.000,86000000.000,86000000.000,88000000.000,84000000.000,88000000.000,93000000.000,88000000.000,85000000.000,89000000.000,160000000.000,156000000.000,162000000.000,169000000.000,167000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,,,,,,,16000000.000,11000000.000,20000000.000,,32000000.000,49000000.000,24000000.000,,23000000.000,49000000.000
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,,,,,,,,,,,,,,,,,,,-1.370,0.250,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,,,,,,,,,,,,,,,,-1905000000.000,353000000.000,,,
BusinessAcquisitionsProFormaRevenue,,,,,,,,,,,,,,,,,,,,,,7164000000.000,7019000000.000,,,
BusinessCombinationBargainPurchaseGainRecognizedAmount,,,,,,,,,,1028000000.000,,,,,,,,,,,,,,,,
BusinessCombinationIntegrationRelatedCosts,,,,,,,,,,,,,,,,,,,,,,335000000.000,237000000.000,,82000000.000,81000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-296000000.000,,,,-369000000.000,,,,228000000.000,,,,301000000.000,,,,,,,,,,,,,
CashPeriodIncreaseDecrease,,,,,,,,,,,,,,,,,-992000000.000,,,,,,,,,
CashPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,,,,,,,,,,,,,,,,,,,-716000000.000,,,,-1036000000.000,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,,,,,,,0.000,,,,,,,,,,,,,
CommonStockDividendsPerShareDeclared,0.250,,,,0.275,,,,,,,,,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTax,,,,,1493000000.000,1195000000.000,1672000000.000,799000000.000,1271000000.000,2050000000.000,1908000000.000,2837000000.000,1591000000.000,1751000000.000,1607000000.000,-1163000000.000,896000000.000,1301000000.000,904000000.000,-1381000000.000,593000000.000,-2174000000.000,268000000.000,-459000000.000,393000000.000,-103000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,9000000.000,12000000.000,3000000.000,5000000.000,8000000.000,5000000.000,10000000.000,19000000.000,16000000.000,21000000.000,15000000.000,16000000.000,13000000.000,10000000.000,14000000.000,26000000.000,22000000.000,14000000.000,14000000.000,10000000.000,5000000.000,-7000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,1070000000.000,,,,1502000000.000,1207000000.000,1675000000.000,804000000.000,1279000000.000,2055000000.000,1918000000.000,2856000000.000,1607000000.000,1772000000.000,1622000000.000,-1147000000.000,909000000.000,1311000000.000,918000000.000,-1355000000.000,615000000.000,-2160000000.000,282000000.000,-449000000.000,398000000.000,-110000000.000
CostOfGoodsAndServicesSold,,,,,,8162000000.000,8290000000.000,,8442000000.000,8712000000.000,8926000000.000,9251000000.000,8745000000.000,9269000000.000,9689000000.000,9695000000.000,8096000000.000,7136000000.000,6798000000.000,6291000000.000,5460000000.000,,,,,
CostOfGoodsSold,,,,,,,,,,,,,,,,,,,,,,1983000000.000,1787000000.000,,1825000000.000,1844000000.000
CostOfServices,,,,,,,,,,,,,,,,,,,,,,4332000000.000,4355000000.000,,4251000000.000,4624000000.000
CurrentFederalTaxExpenseBenefit,155000000.000,296000000.000,102000000.000,289000000.000,199000000.000,171000000.000,195000000.000,133000000.000,116000000.000,203000000.000,116000000.000,247000000.000,147000000.000,131000000.000,202000000.000,238000000.000,75000000.000,41000000.000,31000000.000,-57000000.000,40000000.000,,,,,
CurrentForeignTaxExpenseBenefit,64000000.000,170000000.000,224000000.000,235000000.000,212000000.000,269000000.000,289000000.000,278000000.000,254000000.000,298000000.000,313000000.000,346000000.000,336000000.000,355000000.000,342000000.000,347000000.000,248000000.000,302000000.000,280000000.000,255000000.000,217000000.000,,,,,
CurrentIncomeTaxExpenseBenefit,235000000.000,462000000.000,342000000.000,541000000.000,429000000.000,458000000.000,500000000.000,412000000.000,385000000.000,521000000.000,445000000.000,602000000.000,490000000.000,498000000.000,563000000.000,598000000.000,328000000.000,352000000.000,319000000.000,188000000.000,258000000.000,,,,,
CurrentStateAndLocalTaxExpenseBenefit,16000000.000,-4000000.000,16000000.000,17000000.000,18000000.000,18000000.000,16000000.000,1000000.000,15000000.000,20000000.000,16000000.000,9000000.000,7000000.000,12000000.000,19000000.000,13000000.000,5000000.000,9000000.000,8000000.000,-10000000.000,1000000.000,,,,,
DeferredFederalIncomeTaxExpenseBenefit,-29000000.000,-96000000.000,86000000.000,-41000000.000,-34000000.000,9000000.000,-66000000.000,-14000000.000,18000000.000,-42000000.000,36000000.000,-121000000.000,7000000.000,4000000.000,-38000000.000,-167000000.000,-26000000.000,-3000000.000,-67000000.000,-260000000.000,-116000000.000,,,,,
DeferredForeignIncomeTaxExpenseBenefit,93000000.000,20000000.000,-20000000.000,-20000000.000,19000000.000,-27000000.000,10000000.000,20000000.000,9000000.000,-7000000.000,26000000.000,6000000.000,-27000000.000,1000000.000,35000000.000,-21000000.000,4000000.000,-25000000.000,4000000.000,-35000000.000,-35000000.000,,,,,
DeferredIncomeTaxExpenseBenefit,60000000.000,,,,-18000000.000,,,,27000000.000,,,,,,,,-22000000.000,-50000000.000,-69000000.000,-300000000.000,-159000000.000,,,,,
DeferredStateAndLocalIncomeTaxExpenseBenefit,3000000.000,-14000000.000,4000000.000,0.000,-3000000.000,1000000.000,-2000000.000,-3000000.000,,-3000000.000,2000000.000,,-1000000.000,3000000.000,-4000000.000,-7000000.000,,-1000000.000,-6000000.000,,-7000000.000,,,,,
Depreciation,661000000.000,669000000.000,689000000.000,681000000.000,701000000.000,714000000.000,730000000.000,755000000.000,761000000.000,776000000.000,788000000.000,775000000.000,793000000.000,800000000.000,821000000.000,786000000.000,827000000.000,819000000.000,798000000.000,756000000.000,682000000.000,744000000.000,627000000.000,647000000.000,613000000.000,592000000.000
DepreciationDepletionAndAmortization,788000000.000,,,,853000000.000,,,,896000000.000,,,,932000000.000,,,,1042000000.000,,,,967000000.000,,,,989000000.000,
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,227000000.000,95000000.000,-165000000.000,-165000000.000,110000000.000,-260000000.000,,,17000000.000,,,,74000000.000,,,,,,,,,,,,,
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,191000000.000,,,,,,,,,,,,,,,,,,,,,,,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,,,16000000.000,12000000.000,,,,,,,,,,,,,,,,,,,
