,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,3627000.000,,,,
AmortizationOfIntangibleAssets,,,,,0.500
BusinessCombinationAcquisitionRelatedCosts,,,,,200000.000
CapitalExpendituresIncurredButNotYetPaid,45000.000,,,,256000.000
CapitalizedComputerSoftwareAmortization,200000.000,,,,700000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,77772000.000,,,,-26887000.000
CostOfRevenue,17187000.000,19513000.000,19385000.000,23202000.000,15431000.000
Depreciation,600000.000,,,,1100000.000
DepreciationDepletionAndAmortization,710000.000,,,,1643000.000
EarningsPerShareBasic,-0.270,-0.020,-0.030,0.200,-0.140
EarningsPerShareDiluted,-0.270,-0.020,-0.030,0.200,-0.140
ForeignCurrencyTransactionGainLossRealized,,,,,200000.000
GeneralAndAdministrativeExpense,3358000.000,3385000.000,3548000.000,3274000.000,3973000.000
GoodwillPeriodIncreaseDecrease,,,,,10053000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-1988000.000,-559000.000,-853000.000,689000.000,-4492000.000
IncomeTaxExpenseBenefit,53000.000,104000.000,45000.000,195000.000,108000.000
IncomeTaxesPaid,150000.000,,,,142000.000
IncreaseDecreaseInAccountsPayableTrade,-8245000.000,,,,-12872000.000
IncreaseDecreaseInAccountsReceivable,4310000.000,,,,5900000.000
IncreaseDecreaseInAccruedLiabilities,-1493000.000,,,,-2580000.000
IncreaseDecreaseInEmployeeRelatedLiabilities,36000.000,,,,41000.000
IncreaseDecreaseInOtherCurrentAssets,-732000.000,,,,254000.000
IncreaseDecreaseInRestrictedCash,14000.000,,,,-24000.000
InformationTechnologyAndDataProcessing,2765000.000,3394000.000,3783000.000,4248000.000,4193000.000
InterestAndOtherIncome,138000.000,193000.000,137000.000,118000.000,57000.000
InterestExpenseDebt,-3000.000,,,,0.000
InterestPaid,3000.000,,,,0.000
LineOfCreditFacilityInterestRateDuringPeriod,,,0.010,,0.010
NetCashProvidedByUsedInFinancingActivities,84941000.000,,,,95000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,84941000.000,,,,95000.000
NetCashProvidedByUsedInInvestingActivities,-1636000.000,,,,-16046000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-1636000.000,,,,-16046000.000
NetCashProvidedByUsedInOperatingActivities,-5533000.000,,,,-10936000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-5533000.000,,,,-10936000.000
NetIncomeLoss,-2041000.000,-663000.000,-898000.000,494000.000,-4600000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-2041000.000,,,,
NetIncomeLossAvailableToCommonStockholdersDiluted,-2041000.000,,,,
OperatingExpenses,27676000.000,31716000.000,32286000.000,36147000.000,29333000.000
OperatingIncomeLoss,-1162000.000,-752000.000,-990000.000,571000.000,-4549000.000
OtherComprehensiveIncomeLossNetOfTax,,,-905000.000,,-4580000.000
